Samples	SBS96A	SBS96B
P-0026835-T01-IM6	3.91E-01	3.91E-01
P-0027076-T01-IM6	2.31E-01	2.31E-01
P-0027084-T01-IM6	4.85E-01	4.85E-01
P-0027104-T01-IM6	3.53E-01	3.53E-01
P-0027154-T01-IM6	2.11E-01	2.11E-01
P-0027227-T01-IM6	2.64E-01	2.64E-01
P-0027258-T01-IM6	5.87E-01	5.85E-01
P-0027270-T01-IM6	3.89E-01	3.89E-01
P-0027338-T01-IM6	5.88E-01	5.88E-01
P-0027588-T01-IM6	6.33E-02	6.33E-02
P-0027603-T01-IM6	3.27E-01	3.27E-01
P-0027626-T01-IM6	2.77E-01	2.77E-01
P-0027707-T01-IM6	1.28E-01	1.28E-01
P-0027716-T01-IM6	3.49E-01	3.49E-01
P-0027739-T01-IM6	2.44E-01	2.44E-01
P-0027752-T01-IM6	5.78E-01	5.78E-01
P-0027768-T01-IM6	2.99E-01	2.99E-01
P-0027808-T01-IM6	2.69E-01	2.72E-01
P-0027875-T01-IM6	2.87E-01	2.88E-01
P-0028040-T01-IM6	2.74E-01	2.74E-01
P-0028041-T01-IM6	1.50E-01	1.50E-01
P-0028067-T01-IM6	1.94E-01	1.94E-01
P-0028078-T01-IM6	1.40E-01	1.41E-01
P-0028101-T01-IM6	3.80E-01	3.80E-01
P-0028205-T01-IM6	2.96E-01	2.96E-01
P-0028298-T01-IM6	1.34E-01	1.35E-01
P-0028316-T01-IM6	2.00E-01	2.01E-01
P-0028477-T01-IM6	7.79E-01	7.80E-01
P-0028629-T01-IM6	6.16E-01	6.16E-01
P-0028631-T01-IM6	4.24E-01	4.24E-01
P-0028681-T01-IM6	3.99E-01	3.99E-01
P-0028849-T02-IM6	4.05E-01	4.04E-01
P-0028910-T01-IM6	4.47E-01	4.49E-01
P-0028920-T01-IM6	2.73E-01	2.73E-01
P-0028988-T01-IM6	2.69E-01	2.69E-01
P-0028993-T01-IM6	2.86E-01	2.86E-01
P-0029242-T01-IM6	1.98E-01	1.98E-01
P-0029305-T01-IM6	2.88E-01	2.87E-01
P-0029330-T01-IM6	1.71E-01	1.71E-01
P-0029332-T01-IM6	1.20E-01	1.20E-01
P-0029387-T01-IM6	4.39E-01	4.39E-01
P-0029475-T01-IM6	3.36E-01	3.34E-01
P-0029504-T01-IM6	1.84E+00	1.84E+00
P-0029544-T01-IM6	1.73E-01	1.72E-01
P-0029614-T01-IM6	2.14E-01	2.14E-01
P-0029764-T01-IM6	4.11E-01	4.11E-01
P-0029804-T01-IM6	1.58E-01	1.59E-01
P-0029808-T01-IM6	1.64E-01	1.64E-01
P-0029950-T01-IM6	3.54E-01	3.54E-01
P-0029954-T01-IM6	1.00E-02	1.00E-02
P-0029989-T01-IM6	3.08E-01	3.08E-01
P-0030112-T02-IM6	2.79E-01	2.78E-01
P-0030135-T01-IM6	2.54E-01	2.54E-01
P-0030209-T01-IM6	4.51E-01	4.53E-01
P-0030237-T01-IM6	4.99E-02	4.99E-02
P-0030248-T01-IM6	1.61E-01	1.62E-01
P-0030255-T01-IM6	1.31E-01	1.31E-01
P-0030290-T01-IM6	1.06E+00	1.06E+00
P-0030388-T01-IM6	1.71E-02	1.71E-02
P-0030475-T01-IM6	4.59E-01	4.59E-01
P-0030546-T01-IM6	1.92E-01	1.93E-01
P-0030816-T01-IM6	2.24E-01	2.24E-01
P-0030878-T01-IM6	1.08E-01	1.09E-01
P-0030903-T01-IM6	4.22E-01	4.20E-01
P-0030939-T01-IM6	2.61E-01	2.61E-01
P-0031177-T01-IM6	2.43E-01	2.43E-01
P-0031286-T03-IM6	5.71E-01	5.71E-01
P-0031640-T01-IM6	5.00E-01	5.00E-01
P-0031794-T01-IM6	1.01E-01	1.01E-01
P-0031887-T01-IM6	1.58E-01	1.59E-01
P-0032079-T01-IM6	2.72E-01	2.73E-01
P-0032185-T01-IM6	5.22E-01	5.22E-01
P-0032392-T01-IM6	2.88E-01	2.88E-01
P-0032398-T01-IM6	4.96E-01	4.96E-01
P-0032404-T01-IM6	4.54E-01	4.53E-01
P-0032570-T01-IM6	5.17E-01	5.17E-01
P-0032586-T01-IM6	4.91E-01	4.92E-01
P-0032617-T01-IM6	1.38E-01	1.37E-01
P-0032650-T01-IM6	6.91E-01	6.91E-01
P-0032691-T01-IM6	1.46E+00	1.46E+00
P-0032739-T01-IM6	2.62E-01	2.62E-01
P-0032746-T01-IM6	3.55E-01	3.56E-01
P-0032774-T02-IM6	2.78E-01	2.78E-01
P-0032780-T01-IM6	1.39E-01	1.40E-01
P-0032800-T01-IM6	3.01E-01	3.01E-01
P-0032812-T01-IM6	1.54E-01	1.54E-01
P-0032845-T01-IM6	3.06E-01	3.06E-01
P-0032896-T01-IM6	1.74E-01	1.74E-01
P-0032937-T01-IM6	2.06E-01	2.06E-01
P-0032984-T01-IM6	2.80E-01	2.80E-01
P-0032996-T01-IM6	4.14E-02	4.14E-02
P-0033003-T01-IM6	5.96E-01	5.96E-01
P-0033074-T01-IM6	2.36E-01	2.38E-01
P-0033097-T01-IM6	3.42E-01	3.44E-01
P-0033151-T01-IM6	3.50E-01	3.50E-01
P-0033199-T01-IM6	2.70E-01	2.70E-01
P-0033292-T01-IM6	1.61E-01	1.61E-01
P-0033354-T01-IM6	4.64E-02	4.64E-02
P-0033363-T01-IM6	1.15E-01	1.15E-01
P-0033378-T01-IM6	1.18E+00	1.18E+00
P-0033470-T01-IM6	3.01E-01	3.01E-01
P-0033610-T01-IM6	1.43E-01	1.43E-01
P-0033649-T01-IM6	2.27E-01	2.27E-01
P-0033654-T01-IM6	5.91E-01	5.91E-01
P-0033782-T01-IM6	3.68E-01	3.70E-01
P-0033795-T01-IM6	9.82E-02	9.82E-02
P-0033935-T01-IM6	5.21E-01	5.20E-01
P-0033950-T01-IM6	2.14E-01	2.14E-01
P-0033965-T01-IM6	2.18E-01	2.18E-01
P-0034034-T01-IM6	2.02E-01	2.02E-01
P-0034042-T01-IM6	3.66E-01	3.66E-01
P-0034168-T01-IM6	1.35E-01	1.35E-01
P-0034178-T01-IM6	1.75E-01	1.75E-01
P-0034234-T01-IM6	3.10E-01	3.10E-01
P-0034282-T01-IM6	3.36E-01	3.37E-01
P-0034283-T01-IM6	4.98E-01	4.98E-01
P-0034288-T01-IM6	2.94E-01	2.94E-01
P-0034303-T01-IM6	2.47E-01	2.49E-01
P-0034370-T01-IM6	2.31E-01	2.31E-01
P-0034392-T01-IM6	1.86E-01	1.86E-01
P-0034579-T01-IM6	2.87E-01	2.87E-01
P-0034585-T01-IM6	4.09E-01	4.09E-01
P-0034592-T01-IM6	1.93E-01	1.93E-01
P-0034621-T01-IM6	2.30E-01	2.30E-01
P-0034697-T01-IM6	3.36E-01	3.36E-01
P-0034710-T01-IM6	1.28E-01	1.26E-01
P-0035069-T01-IM6	3.38E-02	3.38E-02
P-0035134-T01-IM6	1.73E-01	1.76E-01
P-0035224-T01-IM6	7.72E-01	7.72E-01
P-0035430-T01-IM6	1.19E-01	1.19E-01
P-0035511-T02-IM6	2.23E-01	2.23E-01
P-0035523-T01-IM6	2.75E-01	2.75E-01
P-0035564-T01-IM6	2.15E-01	2.16E-01
P-0035784-T01-IM6	5.19E-01	5.19E-01
P-0035813-T01-IM6	1.00E-02	1.00E-02
P-0035910-T01-IM6	1.11E+00	1.11E+00
P-0035974-T01-IM6	6.19E-01	6.20E-01
P-0036089-T01-IM6	1.93E-01	1.93E-01
P-0036095-T01-IM6	6.60E-01	6.60E-01
P-0036159-T01-IM6	1.87E-01	1.90E-01
P-0036240-T01-IM6	2.17E-01	2.15E-01
P-0036241-T01-IM6	2.81E-01	2.80E-01
P-0036260-T01-IM6	3.06E-01	3.07E-01
P-0036578-T01-IM6	1.58E-01	1.58E-01
P-0036680-T01-IM6	3.48E-01	3.47E-01
P-0036712-T01-IM6	1.61E-01	1.61E-01
P-0036733-T05-IM6	6.90E-01	6.90E-01
P-0036794-T01-IM6	3.08E-01	3.07E-01
P-0036809-T01-IM6	1.06E+00	1.06E+00
P-0036862-T01-IM6	1.94E-01	1.94E-01
P-0036873-T01-IM6	2.06E-01	2.09E-01
P-0037010-T01-IM6	1.05E-01	1.05E-01
P-0037110-T01-IM6	7.76E-01	7.75E-01
P-0037116-T01-IM6	1.86E-01	1.86E-01
P-0037118-T01-IM6	3.31E-01	3.32E-01
P-0037130-T01-IM6	3.70E-01	3.71E-01
P-0037309-T01-IM6	2.57E-01	2.57E-01
P-0037336-T01-IM6	1.55E-01	1.55E-01
P-0037380-T01-IM6	2.01E-01	2.01E-01
P-0037408-T01-IM6	5.47E-01	5.47E-01
P-0037493-T01-IM6	1.00E-02	1.00E-02
P-0037606-T02-IM6	3.44E-01	3.44E-01
P-0037685-T01-IM6	4.65E-01	4.67E-01
P-0037749-T01-IM6	2.28E-01	2.28E-01
P-0037755-T01-IM6	1.89E-01	1.89E-01
P-0037873-T01-IM6	3.49E-01	3.50E-01
P-0037913-T01-IM6	3.17E-01	3.17E-01
P-0037955-T01-IM6	2.12E-01	2.12E-01
P-0038079-T01-IM6	8.39E-02	8.39E-02
P-0038279-T01-IM6	3.67E-01	3.67E-01
P-0038372-T01-IM6	3.33E-01	3.33E-01
P-0038408-T01-IM6	2.76E-01	2.76E-01
P-0038509-T01-IM6	1.98E-01	1.98E-01
P-0038676-T01-IM6	4.47E-02	4.47E-02
P-0038722-T01-IM6	6.98E-01	6.97E-01
P-0038799-T01-IM6	5.51E-01	5.51E-01
P-0038817-T01-IM6	1.74E-01	1.74E-01
P-0038936-T01-IM6	1.48E+00	1.48E+00
P-0038967-T01-IM6	2.25E-01	2.25E-01
P-0039052-T01-IM6	2.70E-01	2.70E-01
P-0039091-T01-IM6	8.38E-01	8.38E-01
P-0039162-T01-IM6	1.46E-01	1.46E-01
P-0039170-T01-IM6	1.44E-01	1.44E-01
P-0039179-T01-IM6	9.86E-01	9.86E-01
P-0039287-T01-IM6	3.20E-01	3.20E-01
P-0039360-T01-IM6	2.33E-01	2.36E-01
P-0039410-T01-IM6	2.45E-01	2.45E-01
P-0039415-T01-IM6	4.29E-01	4.29E-01
P-0039426-T01-IM6	4.49E-01	4.49E-01
P-0039447-T01-IM6	3.08E-01	3.07E-01
P-0039629-T01-IM6	1.48E-01	1.48E-01
P-0039687-T02-IM6	3.29E-01	3.29E-01
P-0039787-T01-IM6	2.21E-01	2.21E-01
P-0040045-T01-IM6	2.36E-01	2.37E-01
P-0040076-T01-IM6	1.52E-01	1.52E-01
P-0040090-T01-IM6	2.78E-01	2.78E-01
P-0040246-T01-IM6	4.08E-01	4.07E-01
P-0040265-T01-IM6	2.22E-01	2.22E-01
P-0040623-T01-IM6	1.01E+00	1.01E+00
P-0040648-T01-IM6	3.67E-01	3.67E-01
P-0040673-T01-IM6	3.79E-01	3.78E-01
P-0040688-T01-IM6	1.55E-01	1.55E-01
P-0040785-T01-IM6	7.95E-02	7.95E-02
P-0040819-T01-IM6	6.60E-01	6.60E-01
P-0040837-T01-IM6	3.11E-01	3.11E-01
P-0040959-T01-IM6	1.14E+00	1.14E+00
P-0041024-T01-IM6	7.64E-02	7.64E-02
P-0041068-T01-IM6	2.74E-01	2.74E-01
P-0041122-T01-IM6	4.45E-02	4.45E-02
P-0041173-T01-IM6	1.43E+00	1.43E+00
P-0041199-T01-IM6	1.65E-01	1.65E-01
P-0041200-T01-IM6	2.50E-01	2.52E-01
P-0041256-T02-IM6	2.50E-01	2.51E-01
P-0041327-T01-IM6	1.48E-01	1.48E-01
P-0041437-T01-IM6	1.98E+00	1.98E+00
P-0041460-T01-IM6	5.69E-02	5.69E-02
P-0041526-T01-IM6	2.65E-01	2.65E-01
P-0041588-T01-IM6	6.37E-01	6.37E-01
P-0041720-T01-IM6	6.61E-01	6.61E-01
P-0041938-T01-IM6	5.19E-01	5.19E-01
P-0042134-T01-IM6	2.56E-01	2.56E-01
P-0042278-T01-IM6	7.65E-02	7.65E-02
P-0042342-T01-IM6	2.79E-01	2.79E-01
P-0042545-T01-IM6	1.37E-01	1.37E-01
P-0042585-T01-IM6	3.86E-01	3.85E-01
P-0042646-T01-IM6	1.41E-02	1.41E-02
P-0042758-T01-IM6	2.95E-01	2.95E-01
P-0042849-T01-IM6	5.04E-01	5.05E-01
P-0042912-T01-IM6	6.15E-02	6.15E-02
P-0042993-T01-IM6	1.66E-01	1.66E-01
P-0043072-T01-IM6	1.95E-01	1.95E-01
P-0043094-T02-IM6	1.84E-01	1.83E-01
P-0043339-T01-IM6	7.31E-02	7.31E-02
P-0043362-T01-IM6	1.00E-02	1.00E-02
P-0043393-T01-IM6	1.99E-01	1.99E-01
P-0043408-T01-IM6	5.70E-01	5.69E-01
P-0043411-T01-IM6	3.34E-01	3.34E-01
P-0043570-T01-IM6	7.03E-01	7.03E-01
P-0043669-T01-IM6	2.04E-01	2.04E-01
P-0043691-T01-IM6	4.27E-01	4.26E-01
P-0043852-T01-IM6	2.15E-01	2.15E-01
P-0043916-T01-IM6	7.68E-01	7.68E-01
P-0043917-T01-IM6	3.48E-01	3.48E-01
P-0043927-T01-IM6	1.00E-02	1.00E-02
P-0044148-T01-IM6	2.45E-01	2.45E-01
P-0044211-T01-IM6	2.42E-01	2.42E-01
P-0044212-T01-IM6	3.23E-01	3.23E-01
P-0044475-T01-IM6	3.39E-01	3.41E-01
P-0044756-T01-IM6	2.81E-01	2.82E-01
P-0044900-T01-IM6	7.47E-02	7.47E-02
P-0044908-T01-IM6	1.71E-01	1.71E-01
P-0044952-T01-IM6	3.80E-01	3.81E-01
P-0044955-T01-IM6	1.52E-01	1.52E-01
P-0045141-T01-IM6	2.90E-01	2.90E-01
P-0045164-T01-IM6	3.43E-01	3.44E-01
P-0045187-T01-IM6	3.38E-01	3.38E-01
P-0045233-T01-IM6	9.55E-02	9.55E-02
P-0045248-T01-IM6	2.79E-01	2.79E-01
P-0045293-T01-IM6	2.60E-01	2.60E-01
P-0045319-T01-IM6	1.90E-01	1.90E-01
P-0045374-T01-IM6	4.74E-01	4.74E-01
P-0045450-T01-IM6	9.69E-02	9.69E-02
P-0045464-T01-IM6	0.00E+00	0.00E+00
P-0045510-T01-IM6	4.27E-01	4.27E-01
P-0045573-T01-IM6	2.98E-01	3.00E-01
P-0045574-T01-IM6	2.45E-01	2.45E-01
P-0045688-T01-IM6	4.70E-01	4.70E-01
P-0045711-T01-IM6	1.17E-01	1.17E-01
P-0045820-T01-IM6	8.33E-02	8.33E-02
P-0045876-T01-IM6	2.42E-01	2.42E-01
P-0045921-T01-IM6	1.48E-01	1.48E-01
P-0045925-T01-IM6	2.64E-01	2.65E-01
P-0046036-T01-IM6	2.24E-01	2.24E-01
P-0046051-T01-IM6	3.31E-01	3.31E-01
P-0046236-T01-IM6	4.44E-01	4.44E-01
P-0046396-T01-IM6	2.51E-01	2.51E-01
P-0046405-T01-IM6	3.77E-01	3.77E-01
P-0046494-T02-IM6	4.18E-02	4.18E-02
P-0046563-T01-IM6	1.31E+00	1.31E+00
P-0046599-T01-IM6	1.13E-01	1.13E-01
P-0046665-T01-IM6	6.89E-02	6.89E-02
P-0046756-T01-IM6	9.74E-02	9.93E-02
P-0046781-T01-IM6	1.58E-01	1.58E-01
P-0046801-T01-IM6	3.89E-01	3.89E-01
P-0046816-T01-IM6	1.25E-01	1.25E-01
P-0046842-T01-IM6	3.65E-01	3.65E-01
P-0047000-T01-IM6	1.01E-01	1.01E-01
P-0047235-T01-IM6	1.52E-01	1.52E-01
P-0047254-T01-IM6	2.17E-01	2.17E-01
P-0047315-T01-IM6	1.54E-01	1.54E-01
P-0047341-T01-IM6	6.90E-01	6.91E-01
P-0047357-T01-IM6	2.98E-01	2.98E-01
P-0047457-T01-IM6	3.61E-01	3.62E-01
P-0047507-T01-IM6	4.96E-01	4.96E-01
P-0047596-T01-IM6	1.69E-01	1.69E-01
P-0047617-T01-IM6	6.40E-02	6.40E-02
P-0047638-T01-IM6	1.27E-01	1.27E-01
P-0047757-T01-IM6	2.00E-01	2.00E-01
P-0047759-T01-IM6	3.35E-01	3.35E-01
P-0047965-T01-IM6	2.07E-01	2.07E-01
P-0047976-T01-IM6	1.00E-02	1.00E-02
P-0047981-T01-IM6	2.56E-01	2.57E-01
P-0048080-T01-IM6	3.04E-01	3.04E-01
P-0048111-T01-IM6	2.52E-01	2.54E-01
P-0048144-T01-IM6	0.00E+00	0.00E+00
P-0048253-T01-IM6	3.38E-02	3.38E-02
P-0048261-T01-IM6	1.69E-01	1.69E-01
P-0048270-T01-IM6	4.60E-01	4.60E-01
P-0048296-T01-IM6	1.37E-01	1.38E-01
P-0048549-T01-IM6	3.07E-01	3.07E-01
P-0048555-T01-IM6	1.66E-01	1.66E-01
P-0048585-T03-IM6	3.00E-01	3.00E-01
P-0048592-T01-IM6	2.13E-01	2.14E-01
P-0048603-T01-IM6	1.90E-01	1.90E-01
P-0048628-T01-IM6	2.27E-01	2.31E-01
P-0048726-T01-IM6	1.00E-02	1.00E-02
P-0048786-T01-IM6	4.34E-01	4.35E-01
P-0048904-T01-IM6	4.01E-01	4.00E-01
P-0048926-T01-IM6	5.00E-02	5.00E-02
P-0049007-T01-IM6	2.09E-01	2.09E-01
P-0049096-T01-IM6	1.09E-01	1.09E-01
P-0049320-T01-IM6	9.24E-01	9.24E-01
P-0049391-T01-IM6	3.79E-02	3.79E-02
P-0049457-T01-IM6	3.01E-01	3.01E-01
P-0049573-T01-IM6	6.93E-01	6.93E-01
P-0049734-T01-IM6	9.37E-01	9.36E-01
P-0049773-T01-IM6	1.71E-01	1.78E-01
P-0049891-T01-IM6	1.15E-01	1.15E-01
P-0049901-T01-IM6	1.05E-01	1.05E-01
P-0049953-T01-IM6	1.98E-01	1.98E-01
P-0049959-T01-IM6	2.97E-02	2.97E-02
P-0050076-T01-IM6	3.23E-01	3.21E-01
P-0050087-T01-IM6	3.07E-01	3.07E-01
P-0050267-T01-IM6	6.78E-01	6.78E-01
P-0050405-T01-IM6	4.26E-01	4.26E-01
P-0050421-T01-IM6	5.93E-01	5.94E-01
