Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0041938-T01-IM6	47	0.943	25.753	54.794%	5.235	33.31%	0.38373	0.937
P-0042134-T01-IM6	20	0.856	15.246	76.23%	3.296	53.468%	0.89353	0.838
P-0042278-T01-IM6	2	0.196	3.661	183.05%	1.426	100.833%	2.79055	0.159
P-0042342-T01-IM6	14	0.757	12.9	92.143%	3.151	67.18%	0.84638	0.73
P-0042545-T01-IM6	11	0.827	9.082	82.564%	2.461	56.459%	0.65323	0.814
P-0042585-T01-IM6	26	0.847	21.229	81.65%	5.598	53.867%	0.83055	0.835
P-0042646-T01-IM6	1	0.013	1.992	199.2%	1.042	104.2%	5.50778	-0.022
P-0042758-T01-IM6	18	0.926	12.245	68.028%	2.865	40.517%	0.58301	0.922
P-0042849-T01-IM6	59	0.925	34.9	59.153%	9.05	40.035%	0.41273	0.921
P-0042912-T01-IM6	3	0.021	5.935	197.833%	1.943	112.179%	4.6641	-0.041
P-0042993-T01-IM6	20	0.947	11.991	59.955%	3.056	37.617%	0.44735	0.946
P-0043072-T01-IM6	31	0.946	16.87	54.419%	4.581	37.035%	0.3366	0.945
P-0043094-T02-IM6	20	0.816	16.878	84.39%	4.891	58.459%	0.76574	0.803
P-0043339-T01-IM6	2	0.142	3.754	187.7%	1.459	103.167%	2.98695	0.101
P-0043362-T01-IM6	1	0.043	1.974	197.4%	1.033	103.3%	4.33069	0.01
P-0043393-T01-IM6	10	0.766	10.277	102.77%	2.9	64.846%	1.10776	0.751
P-0043408-T01-IM6	43	0.93	24.71	57.465%	4.909	37.54%	0.46626	0.921
P-0043411-T01-IM6	33	0.856	23.199	70.3%	5.923	51.749%	0.60698	0.841
P-0043570-T01-IM6	75	0.95	38.934	51.912%	7.375	31.193%	0.33835	0.944
P-0043669-T01-IM6	31	0.94	19.976	64.439%	4.403	37.08%	0.58851	0.936
P-0043691-T01-IM6	33	0.897	21.657	65.627%	4.663	44.663%	0.5779	0.885
P-0043852-T01-IM6	10	0.794	10.671	106.71%	2.928	62.425%	1.2034	0.784
P-0043916-T01-IM6	88	0.964	43.372	49.286%	7.3	26.763%	0.42516	0.959
P-0043917-T01-IM6	29	0.9	22.623	78.01%	5.907	47.446%	0.59655	0.897
P-0043927-T01-IM6	1	0.043	1.974	197.4%	1.033	103.3%	4.33069	0.01
P-0044148-T01-IM6	9	0.588	12.203	135.589%	3.351	81.274%	1.57621	0.559
P-0044211-T01-IM6	10	0.831	8.826	88.26%	2.239	55.975%	1.01979	0.819
P-0044212-T01-IM6	21	0.759	18.108	86.229%	4.564	68.036%	0.86918	0.73
P-0044475-T01-IM6	29	0.851	20.016	69.021%	4.908	53.872%	0.57862	0.833
P-0044756-T01-IM6	21	0.736	20.393	97.11%	4.719	71.964%	1.07158	0.703
P-0044900-T01-IM6	2	0.019	3.967	198.35%	1.53	108.187%	4.98745	-0.031
P-0044908-T01-IM6	8	0.552	10.329	129.113%	3.728	83.361%	1.6654	0.53
P-0044952-T01-IM6	25	0.788	23.629	94.516%	5.183	63.32%	1.20905	0.763
P-0044955-T01-IM6	4	0.187	7.088	177.2%	2.14	107.0%	3.50846	0.128
P-0045141-T01-IM6	14	0.798	12.943	92.45%	3.301	60.268%	0.98969	0.781
P-0045164-T01-IM6	29	0.907	22.549	77.755%	5.105	44.266%	0.70047	0.902
P-0045187-T01-IM6	37	0.968	18.102	48.924%	3.457	26.751%	0.38384	0.966
P-0045233-T01-IM6	4	0.013	7.937	198.425%	2.33	116.5%	4.98743	-0.06
P-0045248-T01-IM6	9	0.488	12.507	138.967%	3.489	90.086%	2.18869	0.446
P-0045293-T01-IM6	12	0.672	14.853	123.775%	3.378	75.534%	1.63204	0.64
P-0045319-T01-IM6	10	0.618	11.335	113.35%	3.364	79.29%	1.52218	0.587
P-0045374-T01-IM6	39	0.895	28.104	72.062%	6.245	44.721%	0.67133	0.886
P-0045450-T01-IM6	5	0.56	6.155	123.1%	2.193	82.888%	1.45472	0.535
P-0045464-T01-IM6	1	0.166	1.898	189.8%	0.996	99.6%	2.98006	0.141
P-0045510-T01-IM6	31	0.845	28.824	92.981%	7.383	55.183%	0.82473	0.837
P-0045573-T01-IM6	31	0.918	20.086	64.794%	4.494	40.196%	0.62791	0.911
P-0045574-T01-IM6	17	0.717	17.667	103.924%	4.695	69.989%	1.14776	0.692
P-0045688-T01-IM6	38	0.9	22.658	59.626%	5.272	44.242%	0.59432	0.888
P-0045711-T01-IM6	12	0.816	9.625	80.208%	2.464	58.077%	0.80823	0.797
P-0045820-T01-IM6	2	0.142	3.754	187.7%	1.459	103.167%	2.98695	0.101
P-0045876-T01-IM6	12	0.75	13.154	109.617%	3.378	66.248%	1.08311	0.732
P-0045921-T01-IM6	5	0.519	6.622	132.44%	1.946	87.028%	2.57589	0.483
P-0045925-T01-IM6	13	0.841	12.016	92.431%	3.227	56.175%	0.99176	0.833
P-0046036-T01-IM6	10	0.65	13.13	131.3%	3.236	76.273%	1.88008	0.623
P-0046051-T01-IM6	19	0.804	16.454	86.6%	3.868	60.408%	1.14793	0.782
P-0046236-T01-IM6	46	0.923	26.068	56.67%	6.075	38.576%	0.31372	0.915
P-0046396-T01-IM6	13	0.861	10.551	81.162%	2.568	51.36%	0.80533	0.85
P-0046405-T01-IM6	56	0.908	35.098	62.675%	8.227	41.983%	0.40866	0.899
P-0046494-T02-IM6	4	0.151	7.261	181.525%	2.18	109.0%	3.14273	0.09
P-0046563-T01-IM6	193	0.989	65.966	34.179%	10.575	16.469%	0.23759	0.988
P-0046599-T01-IM6	4	0.076	7.63	190.75%	2.263	113.15%	3.96761	0.008
P-0046665-T01-IM6	2	0.007	3.988	199.4%	1.537	108.682%	5.7912	-0.044
P-0046756-T01-IM6	4	0.307	6.5	162.5%	1.998	99.9%	2.21964	0.259
P-0046781-T01-IM6	7	0.143	12.385	176.929%	3.156	119.286%	3.7506	0.058
P-0046801-T01-IM6	28	0.851	24.756	88.414%	6.631	54.506%	0.7853	0.844
P-0046816-T01-IM6	3	0.148	5.53	184.333%	1.836	106.002%	3.58504	0.096
P-0046842-T01-IM6	31	0.944	22.114	71.335%	6.047	42.866%	0.4895	0.946
P-0047000-T01-IM6	3	0.116	5.632	187.733%	1.863	107.56%	3.41025	0.061
P-0047235-T01-IM6	5	0.636	7.032	140.64%	2.048	77.407%	1.95575	0.618
P-0047254-T01-IM6	23	0.791	17.908	77.861%	5.167	61.321%	0.62589	0.771
P-0047315-T01-IM6	13	0.875	12.164	93.569%	3.374	54.027%	0.67179	0.873
P-0047341-T01-IM6	90	0.96	45.624	50.693%	8.726	28.583%	0.34579	0.956
P-0047357-T01-IM6	24	0.859	18.02	75.083%	3.975	52.194%	0.73843	0.842
P-0047457-T01-IM6	28	0.909	17.511	62.539%	3.71	42.007%	0.83256	0.898
P-0047507-T01-IM6	43	0.954	20.885	48.57%	4.613	30.891%	0.34129	0.95
P-0047596-T01-IM6	13	0.884	11.345	87.269%	3.172	52.147%	0.66802	0.882
P-0047617-T01-IM6	4	0.015	7.925	198.125%	2.328	116.4%	4.82332	-0.057
P-0047638-T01-IM6	5	0.454	6.902	138.04%	2.058	92.037%	1.64708	0.411
P-0047757-T01-IM6	9	0.416	13.049	144.989%	3.115	103.833%	2.265	0.349
P-0047759-T01-IM6	25	0.897	18.912	75.648%	4.31	45.181%	0.76901	0.89
P-0047965-T01-IM6	7	0.495	9.665	138.071%	2.924	88.162%	1.66617	0.46
P-0047976-T01-IM6	1	0.043	1.974	197.4%	1.033	103.3%	4.33069	0.01
P-0047981-T01-IM6	12	0.823	10.787	89.892%	2.54	56.796%	1.27416	0.807
P-0048080-T01-IM6	26	0.922	16.684	64.169%	3.298	38.867%	0.70138	0.913
P-0048111-T01-IM6	20	0.916	12.68	63.4%	2.726	40.193%	0.55464	0.907
P-0048144-T01-IM6	1	0.214	1.869	186.9%	0.981	98.1%	2.72729	0.192
P-0048253-T01-IM6	1	0.021	1.987	198.7%	1.039	103.9%	5.03874	-0.014
P-0048261-T01-IM6	13	0.824	11.076	85.2%	2.715	56.612%	0.84894	0.808
P-0048270-T01-IM6	67	0.926	39.107	58.369%	8.225	37.66%	0.39127	0.918
P-0048296-T01-IM6	4	0.451	5.796	144.9%	1.814	90.7%	2.66694	0.415
P-0048549-T01-IM6	34	0.808	26.253	77.215%	6.592	60.684%	0.62537	0.786
P-0048555-T01-IM6	9	0.734	9.124	101.378%	2.812	68.201%	1.26718	0.718
P-0048585-T03-IM6	29	0.919	21.622	74.559%	5.053	42.859%	0.64226	0.915
P-0048592-T01-IM6	11	0.429	15.45	140.455%	3.729	103.424%	2.01847	0.362
P-0048603-T01-IM6	7	0.069	13.149	187.843%	3.562	118.733%	3.98847	-0.012
P-0048628-T01-IM6	19	0.677	16.457	86.616%	5.012	76.432%	0.78742	0.643
P-0048726-T01-IM6	1	0.043	1.974	197.4%	1.033	103.3%	4.33069	0.01
P-0048786-T01-IM6	33	0.891	22.271	67.488%	4.739	46.248%	0.70128	0.878
P-0048904-T01-IM6	41	0.883	33.134	80.815%	6.721	46.942%	0.83387	0.871
P-0048926-T01-IM6	5	0.808	6.155	123.1%	2.269	68.413%	0.96892	0.812
P-0049007-T01-IM6	8	0.697	8.694	108.675%	2.279	72.068%	1.57549	0.671
P-0049096-T01-IM6	5	0.551	6.222	124.44%	2.208	83.455%	1.59633	0.526
P-0049320-T01-IM6	108	0.975	43.372	40.159%	7.528	22.414%	0.27695	0.971
P-0049391-T01-IM6	2	0.04	3.93	196.5%	1.518	107.339%	4.19995	-0.008
P-0049457-T01-IM6	15	0.787	15.749	104.993%	3.761	61.83%	1.52837	0.77
P-0049573-T01-IM6	87	0.976	35.665	40.994%	6.516	22.577%	0.29339	0.973
P-0049734-T01-IM6	116	0.977	49.909	43.025%	9.229	23.189%	0.27713	0.975
P-0049773-T01-IM6	14	0.906	9.295	66.393%	2.664	45.687%	0.52087	0.902
P-0049891-T01-IM6	4	0.684	5.64	141.0%	1.843	75.24%	1.49098	0.676
P-0049901-T01-IM6	4	0.681	4.671	116.775%	1.471	73.55%	1.28913	0.664
P-0049953-T01-IM6	6	0.625	6.996	116.6%	1.937	79.078%	1.62022	0.593
P-0049959-T01-IM6	2	0.009	3.984	199.2%	1.535	108.541%	5.58255	-0.042
P-0050076-T01-IM6	27	0.917	16.4	60.741%	3.639	39.943%	0.49015	0.908
P-0050087-T01-IM6	17	0.806	17.701	104.124%	4.359	59.875%	1.06007	0.794
P-0050267-T01-IM6	72	0.964	35.683	49.56%	6.791	27.496%	0.37423	0.961
P-0050405-T01-IM6	38	0.919	24.179	63.629%	5.007	39.339%	0.67244	0.911
P-0050421-T01-IM6	64	0.951	34.24	53.5%	6.193	31.043%	0.40417	0.945
