Samples	SBS96A	SBS96B	SBS96C	SBS96D
P-0037606-T02-IM6	8.32E-01	9.19E-01	7.84E-01	2.56E-01
P-0037685-T01-IM6	4.35E-01	5.55E-01	4.19E-01	4.61E-01
P-0037749-T01-IM6	2.74E-01	3.00E-01	2.86E-01	1.90E-01
P-0037755-T01-IM6	3.48E-01	3.76E-01	2.94E-01	9.78E-02
P-0037873-T01-IM6	6.63E-01	7.30E-01	5.75E-01	2.06E-01
P-0037913-T01-IM6	8.97E-01	1.03E+00	1.03E+00	2.02E-01
P-0037955-T01-IM6	4.50E-01	4.64E-01	3.16E-01	1.16E-01
P-0038079-T01-IM6	4.65E-02	7.85E-02	6.15E-02	8.35E-02
P-0038279-T01-IM6	1.07E+00	1.22E+00	9.96E-01	1.07E-01
P-0038372-T01-IM6	6.50E-01	6.31E-01	5.37E-01	2.28E-01
P-0038408-T01-IM6	3.11E-01	3.06E-01	3.40E-01	2.64E-01
P-0038509-T01-IM6	2.43E-01	2.28E-01	1.27E-01	1.52E-01
P-0038676-T01-IM6	4.64E-02	7.09E-02	5.63E-02	9.16E-02
P-0038722-T01-IM6	1.36E+00	1.78E+00	1.54E+00	5.43E-01
P-0038799-T01-IM6	6.29E-01	7.12E-01	6.47E-01	3.98E-01
P-0038817-T01-IM6	2.68E-01	2.27E-01	2.16E-01	1.08E-01
P-0038936-T01-IM6	2.48E+00	2.88E+00	2.48E+00	4.71E-01
P-0038967-T01-IM6	2.17E-01	2.60E-01	2.08E-01	2.16E-01
P-0039052-T01-IM6	6.37E-01	6.96E-01	5.67E-01	2.05E-01
P-0039091-T01-IM6	1.88E+00	1.92E+00	1.51E+00	4.71E-01
P-0039162-T01-IM6	1.45E-01	1.12E-01	1.11E-01	1.16E-01
P-0039170-T01-IM6	4.92E-01	4.83E-01	5.43E-01	1.29E-01
P-0039179-T01-IM6	3.38E+00	4.12E+00	3.19E+00	1.45E-01
P-0039287-T01-IM6	4.50E-01	4.74E-01	4.11E-01	2.58E-01
P-0039360-T01-IM6	3.25E-01	3.08E-01	3.60E-01	1.81E-01
P-0039410-T01-IM6	2.99E-01	3.57E-01	2.77E-01	1.93E-01
P-0039415-T01-IM6	7.25E-01	6.81E-01	3.55E-01	2.16E-01
P-0039426-T01-IM6	8.96E-01	9.64E-01	7.06E-01	1.04E-01
P-0039447-T01-IM6	4.30E-01	4.98E-01	4.26E-01	2.39E-01
P-0039629-T01-IM6	1.94E-01	1.97E-01	1.78E-01	1.13E-01
P-0039687-T02-IM6	2.76E-01	3.92E-01	3.80E-01	2.20E-01
P-0039787-T01-IM6	1.35E-01	1.88E-01	2.08E-01	2.28E-01
P-0040045-T01-IM6	2.18E-01	2.51E-01	2.48E-01	1.59E-01
P-0040076-T01-IM6	3.03E-01	2.66E-01	2.69E-01	1.12E-01
P-0040090-T01-IM6	3.94E-01	3.43E-01	2.88E-01	2.31E-01
P-0040246-T01-IM6	9.95E-01	8.76E-01	9.64E-01	3.04E-01
P-0040265-T01-IM6	4.44E-01	3.81E-01	2.55E-01	2.06E-01
P-0040623-T01-IM6	1.79E+00	1.92E+00	1.29E+00	5.06E-01
P-0040648-T01-IM6	4.38E-01	4.47E-01	4.47E-01	2.86E-01
P-0040673-T01-IM6	6.36E-01	6.65E-01	5.13E-01	2.95E-01
P-0040688-T01-IM6	1.47E-01	1.59E-01	1.80E-01	1.20E-01
P-0040785-T01-IM6	2.75E-01	2.19E-01	2.34E-01	7.47E-02
P-0040819-T01-IM6	1.18E+00	1.42E+00	1.15E+00	1.83E-01
P-0040837-T01-IM6	2.35E-01	2.58E-01	2.50E-01	2.16E-01
P-0040959-T01-IM6	2.91E+00	3.15E+00	2.35E+00	3.66E-01
P-0041024-T01-IM6	4.93E-02	7.71E-02	8.44E-02	7.18E-02
P-0041068-T01-IM6	8.40E-01	8.26E-01	6.54E-01	7.91E-02
P-0041122-T01-IM6	4.98E-02	1.28E-01	1.18E-01	1.64E-01
P-0041173-T01-IM6	1.94E+00	2.71E+00	2.33E+00	7.72E-01
P-0041199-T01-IM6	1.52E-01	1.72E-01	1.76E-01	1.34E-01
P-0041200-T01-IM6	3.99E-01	4.89E-01	3.83E-01	2.21E-01
P-0041256-T02-IM6	2.52E-01	3.34E-01	2.61E-01	3.40E-01
P-0041327-T01-IM6	1.08E-01	1.90E-01	1.75E-01	1.17E-01
P-0041437-T01-IM6	5.82E+00	6.12E+00	5.06E+00	4.37E-01
P-0041460-T01-IM6	5.13E-02	9.48E-02	9.26E-02	1.18E-01
P-0041526-T01-IM6	2.06E-01	2.55E-01	2.54E-01	2.79E-01
P-0041588-T01-IM6	1.06E+00	1.31E+00	1.08E+00	4.35E-01
P-0041720-T01-IM6	7.70E-01	8.09E-01	7.75E-01	4.04E-01
P-0041938-T01-IM6	7.43E-01	8.66E-01	8.29E-01	3.06E-01
P-0042134-T01-IM6	4.07E-01	4.07E-01	3.30E-01	2.65E-01
P-0042278-T01-IM6	3.12E-02	6.53E-02	8.05E-02	8.39E-02
P-0042342-T01-IM6	3.05E-01	3.85E-01	2.90E-01	2.21E-01
P-0042545-T01-IM6	2.73E-01	3.47E-01	3.12E-01	1.17E-01
P-0042585-T01-IM6	4.97E-01	4.93E-01	4.82E-01	2.02E-01
P-0042646-T01-IM6	1.71E-02	2.73E-02	2.73E-02	3.94E-02
P-0042758-T01-IM6	4.11E-01	4.45E-01	3.91E-01	1.78E-01
P-0042849-T01-IM6	1.17E+00	1.14E+00	8.78E-01	2.04E-01
P-0042912-T01-IM6	8.72E-02	1.02E-01	8.91E-02	1.28E-01
P-0042993-T01-IM6	5.44E-01	5.39E-01	3.36E-01	1.04E-01
P-0043072-T01-IM6	7.14E-01	7.37E-01	4.99E-01	9.69E-02
P-0043094-T02-IM6	5.48E-01	5.19E-01	4.36E-01	1.61E-01
P-0043339-T01-IM6	3.89E-02	8.29E-02	5.18E-02	8.29E-02
P-0043362-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0043393-T01-IM6	2.58E-01	2.46E-01	1.20E-01	1.47E-01
P-0043408-T01-IM6	6.95E-01	8.34E-01	8.25E-01	3.15E-01
P-0043411-T01-IM6	6.99E-01	6.34E-01	6.33E-01	2.23E-01
P-0043570-T01-IM6	1.28E+00	1.35E+00	1.30E+00	2.67E-01
P-0043669-T01-IM6	7.25E-01	8.19E-01	6.51E-01	1.30E-01
P-0043691-T01-IM6	5.27E-01	6.06E-01	5.00E-01	2.89E-01
P-0043852-T01-IM6	3.10E-01	3.12E-01	1.80E-01	1.23E-01
P-0043916-T01-IM6	1.24E+00	1.29E+00	1.24E+00	5.29E-01
P-0043917-T01-IM6	6.69E-01	6.89E-01	4.55E-01	1.42E-01
P-0043927-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0044148-T01-IM6	1.83E-01	2.60E-01	2.63E-01	1.71E-01
P-0044211-T01-IM6	2.76E-01	2.52E-01	1.79E-01	1.65E-01
P-0044212-T01-IM6	3.79E-01	4.69E-01	4.77E-01	2.19E-01
P-0044475-T01-IM6	5.09E-01	6.76E-01	5.44E-01	2.69E-01
P-0044756-T01-IM6	5.00E-01	4.09E-01	4.32E-01	2.51E-01
P-0044900-T01-IM6	6.47E-02	6.47E-02	8.10E-02	9.24E-02
P-0044908-T01-IM6	2.19E-01	1.68E-01	1.79E-01	1.43E-01
P-0044952-T01-IM6	4.97E-01	5.72E-01	5.38E-01	3.05E-01
P-0044955-T01-IM6	1.11E-01	1.30E-01	1.25E-01	1.49E-01
P-0045141-T01-IM6	3.39E-01	3.94E-01	3.38E-01	2.13E-01
P-0045164-T01-IM6	5.67E-01	6.39E-01	4.71E-01	2.57E-01
P-0045187-T01-IM6	7.07E-01	8.16E-01	6.70E-01	1.66E-01
P-0045233-T01-IM6	8.80E-02	1.38E-01	1.33E-01	1.75E-01
P-0045248-T01-IM6	2.49E-01	2.77E-01	2.22E-01	2.17E-01
P-0045293-T01-IM6	2.59E-01	2.38E-01	2.25E-01	2.12E-01
P-0045319-T01-IM6	2.99E-01	2.70E-01	2.26E-01	1.55E-01
P-0045374-T01-IM6	7.52E-01	7.21E-01	6.20E-01	3.53E-01
P-0045450-T01-IM6	1.47E-01	1.65E-01	1.75E-01	8.47E-02
P-0045464-T01-IM6	3.68E-02	4.09E-02	4.92E-02	1.71E-02
P-0045510-T01-IM6	7.05E-01	7.11E-01	5.79E-01	2.66E-01
P-0045573-T01-IM6	5.96E-01	7.35E-01	5.07E-01	2.61E-01
P-0045574-T01-IM6	4.53E-01	3.83E-01	4.64E-01	1.61E-01
P-0045688-T01-IM6	6.28E-01	6.99E-01	7.06E-01	3.18E-01
P-0045711-T01-IM6	3.26E-01	3.59E-01	3.61E-01	9.61E-02
P-0045820-T01-IM6	4.09E-02	8.15E-02	5.37E-02	8.23E-02
P-0045876-T01-IM6	3.25E-01	3.29E-01	3.24E-01	1.28E-01
P-0045921-T01-IM6	1.15E-01	1.59E-01	1.20E-01	1.43E-01
P-0045925-T01-IM6	3.11E-01	3.26E-01	2.55E-01	1.86E-01
P-0046036-T01-IM6	3.11E-01	2.65E-01	2.24E-01	1.83E-01
P-0046051-T01-IM6	3.91E-01	4.16E-01	3.43E-01	2.43E-01
P-0046236-T01-IM6	9.88E-01	1.17E+00	1.08E+00	1.15E-01
P-0046396-T01-IM6	3.58E-01	3.15E-01	2.67E-01	1.87E-01
P-0046405-T01-IM6	1.31E+00	1.36E+00	9.80E-01	1.82E-01
P-0046494-T02-IM6	5.67E-02	8.31E-02	1.04E-01	1.26E-01
P-0046563-T01-IM6	3.09E+00	3.36E+00	2.48E+00	6.34E-01
P-0046599-T01-IM6	6.76E-02	1.16E-01	1.01E-01	1.33E-01
P-0046665-T01-IM6	4.93E-02	7.53E-02	7.27E-02	9.15E-02
P-0046756-T01-IM6	1.36E-01	1.39E-01	1.39E-01	7.26E-02
P-0046781-T01-IM6	1.19E-01	2.06E-01	2.24E-01	2.54E-01
P-0046801-T01-IM6	7.19E-01	7.79E-01	6.09E-01	2.12E-01
P-0046816-T01-IM6	8.61E-02	8.57E-02	1.08E-01	1.04E-01
P-0046842-T01-IM6	8.79E-01	8.27E-01	5.25E-01	2.00E-01
P-0047000-T01-IM6	7.77E-02	9.03E-02	9.63E-02	1.06E-01
P-0047235-T01-IM6	1.57E-01	1.65E-01	1.24E-01	1.23E-01
P-0047254-T01-IM6	4.95E-01	6.40E-01	6.53E-01	1.33E-01
P-0047315-T01-IM6	3.70E-01	3.44E-01	2.84E-01	1.15E-01
P-0047341-T01-IM6	1.74E+00	1.82E+00	1.21E+00	3.20E-01
P-0047357-T01-IM6	4.94E-01	5.20E-01	4.93E-01	1.84E-01
P-0047457-T01-IM6	5.12E-01	5.25E-01	4.85E-01	2.72E-01
P-0047507-T01-IM6	8.56E-01	1.06E+00	8.61E-01	1.99E-01
P-0047596-T01-IM6	3.96E-01	3.94E-01	3.21E-01	8.53E-02
P-0047617-T01-IM6	8.15E-02	1.14E-01	1.27E-01	1.61E-01
P-0047638-T01-IM6	1.54E-01	1.40E-01	1.05E-01	1.31E-01
P-0047757-T01-IM6	2.00E-01	2.03E-01	1.86E-01	2.12E-01
P-0047759-T01-IM6	5.70E-01	6.09E-01	4.29E-01	2.07E-01
P-0047965-T01-IM6	1.49E-01	2.08E-01	2.06E-01	1.56E-01
P-0047976-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0047981-T01-IM6	2.93E-01	2.28E-01	2.56E-01	2.24E-01
P-0048080-T01-IM6	5.17E-01	5.36E-01	4.43E-01	2.42E-01
P-0048111-T01-IM6	3.87E-01	3.99E-01	3.94E-01	1.87E-01
P-0048144-T01-IM6	4.92E-02	4.29E-02	3.68E-02	0.00E+00
P-0048253-T01-IM6	4.09E-02	3.86E-02	4.02E-02	4.94E-02
P-0048261-T01-IM6	3.76E-01	3.64E-01	2.64E-01	1.36E-01
P-0048270-T01-IM6	1.23E+00	1.28E+00	1.25E+00	2.96E-01
P-0048296-T01-IM6	1.33E-01	1.18E-01	1.22E-01	1.15E-01
P-0048549-T01-IM6	6.83E-01	6.00E-01	6.31E-01	2.23E-01
P-0048555-T01-IM6	2.58E-01	2.33E-01	1.31E-01	1.75E-01
P-0048585-T03-IM6	7.54E-01	7.47E-01	4.63E-01	1.37E-01
P-0048592-T01-IM6	1.81E-01	2.15E-01	2.28E-01	2.44E-01
P-0048603-T01-IM6	1.77E-01	2.51E-01	2.02E-01	2.49E-01
P-0048628-T01-IM6	4.36E-01	4.08E-01	4.53E-01	1.54E-01
P-0048726-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0048786-T01-IM6	5.95E-01	5.89E-01	5.22E-01	3.36E-01
P-0048904-T01-IM6	6.51E-01	7.00E-01	6.27E-01	3.47E-01
P-0048926-T01-IM6	1.61E-01	1.40E-01	1.05E-01	0.00E+00
P-0049007-T01-IM6	1.92E-01	2.04E-01	1.41E-01	1.81E-01
P-0049096-T01-IM6	1.51E-01	1.57E-01	1.82E-01	7.52E-02
P-0049320-T01-IM6	1.71E+00	1.91E+00	1.53E+00	4.14E-01
P-0049391-T01-IM6	4.64E-02	6.13E-02	5.79E-02	8.27E-02
P-0049457-T01-IM6	3.69E-01	3.91E-01	3.25E-01	2.39E-01
P-0049573-T01-IM6	1.51E+00	1.73E+00	1.33E+00	3.62E-01
P-0049734-T01-IM6	2.13E+00	2.17E+00	1.55E+00	5.16E-01
P-0049773-T01-IM6	3.57E-01	3.75E-01	3.41E-01	9.27E-02
P-0049891-T01-IM6	1.46E-01	1.45E-01	8.93E-02	9.50E-02
P-0049901-T01-IM6	1.44E-01	1.36E-01	1.18E-01	1.01E-01
P-0049953-T01-IM6	1.53E-01	1.81E-01	1.79E-01	1.37E-01
P-0049959-T01-IM6	4.18E-02	7.09E-02	7.49E-02	9.22E-02
P-0050076-T01-IM6	5.05E-01	5.69E-01	5.00E-01	2.39E-01
P-0050087-T01-IM6	3.94E-01	4.33E-01	2.33E-01	2.72E-01
P-0050267-T01-IM6	1.35E+00	1.63E+00	1.41E+00	1.38E-01
P-0050405-T01-IM6	6.35E-01	7.30E-01	6.46E-01	2.59E-01
P-0050421-T01-IM6	9.90E-01	1.05E+00	7.13E-01	4.14E-01
