Samples	SBS96A	SBS96B	SBS96C	SBS96D
P-0036240-T01-IM6	4	8	2	2
P-0036241-T01-IM6	9	0	6	4
P-0036260-T01-IM6	12	0	11	1
P-0036578-T01-IM6	0	0	2	2
P-0036680-T01-IM6	6	5	8	0
P-0036712-T01-IM6	4	4	3	2
P-0036733-T05-IM6	44	13	23	3
P-0036794-T01-IM6	8	0	0	5
P-0036809-T01-IM6	81	27	49	0
P-0036862-T01-IM6	2	3	1	3
P-0036873-T01-IM6	6	0	7	0
P-0037010-T01-IM6	1	0	0	2
P-0037110-T01-IM6	42	55	11	0
P-0037116-T01-IM6	0	4	0	2
P-0037118-T01-IM6	4	17	0	0
P-0037130-T01-IM6	33	11	9	0
P-0037309-T01-IM6	10	0	13	3
P-0037336-T01-IM6	6	0	0	1
P-0037380-T01-IM6	11	3	0	0
P-0037408-T01-IM6	30	25	6	0
P-0037493-T01-IM6	0	0	0	1
P-0037606-T02-IM6	15	20	8	0
P-0037685-T01-IM6	20	2	0	8
P-0037749-T01-IM6	2	6	4	3
P-0037755-T01-IM6	4	6	1	0
P-0037873-T01-IM6	18	5	10	2
P-0037913-T01-IM6	21	0	27	0
P-0037955-T01-IM6	7	7	0	1
P-0038079-T01-IM6	0	0	0	2
P-0038279-T01-IM6	12	26	7	0
P-0038372-T01-IM6	21	3	10	0
P-0038408-T01-IM6	6	0	6	6
P-0038509-T01-IM6	5	1	0	2
P-0038676-T01-IM6	0	0	0	2
P-0038722-T01-IM6	25	28	42	0
P-0038799-T01-IM6	11	8	23	3
P-0038817-T01-IM6	6	0	2	0
P-0038936-T01-IM6	16	111	7	0
P-0038967-T01-IM6	3	3	0	2
P-0039052-T01-IM6	11	7	10	0
P-0039091-T01-IM6	71	32	17	0
P-0039162-T01-IM6	1	0	1	2
P-0039170-T01-IM6	4	0	16	0
P-0039179-T01-IM6	67	49	40	0
P-0039287-T01-IM6	8	8	8	0
P-0039360-T01-IM6	2	0	11	0
P-0039410-T01-IM6	0	9	0	4
P-0039415-T01-IM6	17	13	0	0
P-0039426-T01-IM6	8	25	0	0
P-0039447-T01-IM6	0	16	0	3
P-0039629-T01-IM6	2	4	0	0
P-0039687-T02-IM6	1	5	6	3
P-0039787-T01-IM6	0	0	3	4
P-0040045-T01-IM6	1	4	4	0
P-0040076-T01-IM6	7	0	2	2
P-0040090-T01-IM6	5	8	0	4
P-0040246-T01-IM6	19	0	28	0
P-0040265-T01-IM6	11	5	0	3
P-0040623-T01-IM6	51	56	9	0
P-0040648-T01-IM6	14	1	8	1
P-0040673-T01-IM6	20	14	1	1
P-0040688-T01-IM6	0	4	1	0
P-0040785-T01-IM6	7	0	2	0
P-0040819-T01-IM6	14	31	13	0
P-0040837-T01-IM6	5	0	2	5
P-0040959-T01-IM6	60	68	20	0
P-0041024-T01-IM6	0	0	2	0
P-0041068-T01-IM6	20	6	5	0
P-0041122-T01-IM6	0	0	0	4
P-0041173-T01-IM6	13	62	39	0
P-0041199-T01-IM6	1	0	2	3
P-0041200-T01-IM6	0	15	0	0
P-0041256-T02-IM6	4	0	0	7
P-0041327-T01-IM6	0	4	1	0
P-0041437-T01-IM6	149	0	135	0
P-0041460-T01-IM6	0	0	0	3
P-0041526-T01-IM6	1	3	1	7
P-0041588-T01-IM6	17	14	33	3
P-0041720-T01-IM6	19	30	7	0
P-0041938-T01-IM6	12	22	12	1
P-0042134-T01-IM6	7	7	2	4
P-0042278-T01-IM6	0	0	1	1
P-0042342-T01-IM6	1	6	3	4
P-0042545-T01-IM6	2	4	3	2
P-0042585-T01-IM6	17	0	9	0
P-0042646-T01-IM6	0	0	0	1
P-0042758-T01-IM6	5	9	2	2
P-0042849-T01-IM6	47	0	11	1
P-0042912-T01-IM6	0	0	0	3
P-0042993-T01-IM6	13	3	4	0
P-0043072-T01-IM6	22	4	5	0
P-0043094-T02-IM6	14	0	4	2
P-0043339-T01-IM6	0	0	0	2
P-0043362-T01-IM6	0	0	0	1
P-0043393-T01-IM6	4	3	0	3
P-0043408-T01-IM6	10	15	13	5
P-0043411-T01-IM6	16	0	17	0
P-0043570-T01-IM6	34	3	38	0
P-0043669-T01-IM6	19	9	3	0
P-0043691-T01-IM6	10	10	8	5
P-0043852-T01-IM6	5	5	0	0
P-0043916-T01-IM6	40	18	30	0
P-0043917-T01-IM6	18	11	0	0
P-0043927-T01-IM6	0	0	0	1
P-0044148-T01-IM6	0	5	2	2
P-0044211-T01-IM6	4	3	0	3
P-0044212-T01-IM6	0	19	2	0
P-0044475-T01-IM6	4	16	4	5
P-0044756-T01-IM6	8	0	13	0
P-0044900-T01-IM6	0	0	0	2
P-0044908-T01-IM6	7	0	0	1
P-0044952-T01-IM6	4	18	3	0
P-0044955-T01-IM6	2	0	0	2
P-0045141-T01-IM6	0	10	2	2
P-0045164-T01-IM6	12	12	2	3
P-0045187-T01-IM6	12	23	2	0
P-0045233-T01-IM6	0	0	0	4
P-0045248-T01-IM6	2	5	0	2
P-0045293-T01-IM6	10	0	0	2
P-0045319-T01-IM6	7	0	0	3
P-0045374-T01-IM6	27	3	6	3
P-0045450-T01-IM6	0	2	1	2
P-0045464-T01-IM6	0	0	1	0
P-0045510-T01-IM6	18	13	0	0
P-0045573-T01-IM6	9	21	0	1
P-0045574-T01-IM6	5	0	12	0
P-0045688-T01-IM6	17	2	19	0
P-0045711-T01-IM6	2	3	7	0
P-0045820-T01-IM6	0	0	0	2
P-0045876-T01-IM6	7	1	4	0
P-0045921-T01-IM6	0	2	0	3
P-0045925-T01-IM6	6	4	0	3
P-0046036-T01-IM6	10	0	0	0
P-0046051-T01-IM6	6	11	0	2
P-0046236-T01-IM6	4	32	10	0
P-0046396-T01-IM6	5	4	0	4
P-0046405-T01-IM6	16	36	4	0
P-0046494-T02-IM6	0	0	1	3
P-0046563-T01-IM6	98	55	40	0
P-0046599-T01-IM6	0	0	0	4
P-0046665-T01-IM6	0	0	0	2
P-0046756-T01-IM6	2	0	2	0
P-0046781-T01-IM6	3	0	0	4
P-0046801-T01-IM6	3	25	0	0
P-0046816-T01-IM6	0	0	2	1
P-0046842-T01-IM6	19	10	2	0
P-0047000-T01-IM6	0	0	1	2
P-0047235-T01-IM6	2	0	0	3
P-0047254-T01-IM6	3	4	16	0
P-0047315-T01-IM6	8	0	3	2
P-0047341-T01-IM6	42	36	12	0
P-0047357-T01-IM6	5	9	10	0
P-0047457-T01-IM6	10	14	4	0
P-0047507-T01-IM6	12	15	16	0
P-0047596-T01-IM6	6	7	0	0
P-0047617-T01-IM6	0	0	0	4
P-0047638-T01-IM6	1	1	0	3
P-0047757-T01-IM6	3	0	0	6
P-0047759-T01-IM6	13	10	2	0
P-0047965-T01-IM6	0	1	4	2
P-0047976-T01-IM6	0	0	0	1
P-0047981-T01-IM6	8	0	3	1
P-0048080-T01-IM6	11	10	5	0
P-0048111-T01-IM6	8	8	3	1
P-0048144-T01-IM6	1	0	0	0
P-0048253-T01-IM6	0	0	0	1
P-0048261-T01-IM6	5	4	1	3
P-0048270-T01-IM6	35	0	32	0
P-0048296-T01-IM6	2	0	1	1
P-0048549-T01-IM6	15	11	8	0
P-0048555-T01-IM6	6	0	0	3
P-0048585-T03-IM6	13	16	0	0
P-0048592-T01-IM6	1	4	0	6
P-0048603-T01-IM6	0	0	4	3
P-0048628-T01-IM6	6	0	13	0
P-0048726-T01-IM6	0	0	0	1
P-0048786-T01-IM6	11	14	5	3
P-0048904-T01-IM6	25	2	12	2
P-0048926-T01-IM6	5	0	0	0
P-0049007-T01-IM6	3	0	1	4
P-0049096-T01-IM6	0	3	2	0
P-0049320-T01-IM6	48	30	30	0
P-0049391-T01-IM6	0	0	0	2
P-0049457-T01-IM6	9	5	1	0
P-0049573-T01-IM6	42	7	38	0
P-0049734-T01-IM6	43	52	21	0
P-0049773-T01-IM6	5	1	8	0
P-0049891-T01-IM6	2	0	0	2
P-0049901-T01-IM6	1	1	0	2
P-0049953-T01-IM6	0	2	4	0
P-0049959-T01-IM6	0	0	0	2
P-0050076-T01-IM6	10	5	8	4
P-0050087-T01-IM6	6	6	0	5
P-0050267-T01-IM6	22	37	13	0
P-0050405-T01-IM6	13	20	5	0
P-0050421-T01-IM6	31	12	12	9
