Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0008946-T01-IM5	16	0.904	10.798	67.488%	2.794	43.112%	0.71664	0.897
P-0008963-T01-IM5	9	0.679	11.345	126.056%	2.488	75.016%	1.20853	0.653
P-0008974-T01-IM5	36	0.891	24.53	68.139%	4.699	46.99%	0.66625	0.874
P-0008997-T01-IM5	67	0.943	39.466	58.904%	8.164	33.302%	0.46841	0.938
P-0008999-T01-IM5	13	0.895	11.09	85.308%	2.66	44.962%	1.09254	0.89
P-0009072-T01-IM5	6	0.899	6.391	106.517%	1.983	57.244%	0.8734	0.905
P-0009105-T01-IM5	36	0.885	24.435	67.875%	5.151	47.419%	0.61549	0.87
P-0009108-T01-IM5	43	0.87	32.028	74.484%	6.64	50.194%	0.74712	0.853
P-0009148-T01-IM5	12	0.779	13.568	113.067%	3.201	65.34%	1.12673	0.767
P-0009177-T01-IM5	7	0.854	6.494	92.771%	1.642	54.733%	0.88359	0.847
P-0009180-T01-IM5	2	0.578	3.365	168.25%	1.231	87.045%	2.45266	0.596
P-0009189-T01-IM5	77	0.951	44.513	57.809%	7.636	32.068%	0.37875	0.946
P-0009245-T01-IM5	28	0.88	21.056	75.2%	4.247	47.483%	0.67162	0.865
P-0009292-T01-IM5	8	0.547	10.716	133.95%	2.647	83.705%	1.83567	0.499
P-0009308-T01-IM5	1	0.152	1.941	194.1%	0.989	98.9%	3.52029	0.117
P-0009311-T01-IM5	31	0.875	23.182	74.781%	4.517	48.427%	0.7079	0.857
P-0009324-T02-IM5	23	0.851	19.137	83.204%	4.202	52.94%	0.82402	0.835
P-0009349-T01-IM5	40	0.932	25.134	62.835%	4.898	36.92%	0.57013	0.925
P-0009412-T01-IM5	1	0.752	1.708	170.8%	0.864	86.4%	1.92409	0.825
P-0009527-T01-IM5	15	0.833	13.156	87.707%	2.793	55.86%	0.83586	0.815
P-0009538-T01-IM5	9	0.849	9.677	107.522%	1.955	58.945%	0.91057	0.848
P-0009589-T01-IM5	1	0.026	1.99	199.0%	1.014	101.4%	5.27464	-0.032
P-0009697-T01-IM5	3	0.499	4.994	166.467%	1.527	88.161%	3.45629	0.485
P-0009736-T01-IM5	16	0.93	11.397	71.231%	2.416	41.434%	0.54228	0.928
P-0009744-T01-IM5	19	0.824	14.526	76.453%	3.272	56.958%	0.72161	0.799
P-0009747-T01-IM5	28	0.979	10.838	38.707%	2.667	21.491%	0.38237	0.977
P-0009752-T01-IM5	257	0.969	107.842	41.962%	24.75	27.035%	0.22397	0.967
P-0009855-T01-IM5	3	0.369	5.142	171.4%	1.61	92.953%	2.14901	0.329
P-0009950-T01-IM5	72	0.963	33.823	46.976%	7.131	27.187%	0.4213	0.959
P-0010008-T01-IM5	7	0.733	9.623	137.471%	2.205	73.5%	1.31886	0.735
P-0010115-T01-IM5	57	0.909	33.428	58.646%	7.94	41.789%	0.38618	0.899
P-0010140-T02-IM5	2	0.609	3.331	166.55%	1.217	86.055%	2.19265	0.634
P-0010232-T01-IM5	16	0.806	14.68	91.75%	3.033	59.482%	1.01142	0.781
P-0010249-T01-IM5	20	0.862	15.127	75.635%	3.37	50.805%	0.89128	0.847
P-0010340-T01-IM5	58	0.965	33.959	58.55%	6.302	31.2%	0.38241	0.964
P-0010495-T01-IM5	5	0.644	7.546	150.92%	2.097	79.259%	1.78382	0.635
P-0010596-T02-IM6	32	0.919	21.241	66.378%	4.811	39.546%	0.58837	0.912
P-0010605-T01-IM5	1	0.228	1.802	180.2%	0.996	99.6%	2.3141	0.21
P-0010670-T01-IM5	15	0.775	14.037	93.58%	3.637	65.322%	0.77273	0.759
P-0010726-T01-IM5	95	0.971	42.091	44.306%	8.886	26.034%	0.26715	0.969
P-0010805-T01-IM5	19	0.645	20.481	107.795%	5.969	76.425%	1.08977	0.615
P-0010818-T01-IM5	15	0.929	13.153	87.687%	2.998	48.006%	0.61078	0.935
P-0010847-T02-IM6	20	0.938	12.681	63.405%	2.639	35.265%	0.70751	0.933
P-0010848-T01-IM5	14	0.869	12.662	90.443%	2.827	53.425%	0.66752	0.862
P-0010915-T01-IM5	19	0.699	21.127	111.195%	4.589	73.483%	1.22911	0.663
P-0010937-T01-IM5	37	0.941	19.692	53.222%	3.848	33.88%	0.47933	0.933
P-0010975-T01-IM5	3	0.26	5.511	183.7%	1.675	96.706%	2.80946	0.197
P-0011047-T01-IM5	37	0.919	27.339	73.889%	5.281	41.113%	0.57991	0.912
P-0011081-T01-IM5	12	0.799	12.104	100.867%	2.899	61.807%	0.93983	0.784
P-0011216-T01-IM5	20	0.849	16.696	83.48%	3.357	53.079%	0.91436	0.831
P-0011269-T01-IM5	33	0.928	21.938	66.479%	4.345	38.556%	0.47087	0.921
P-0011297-T01-IM5	6	0.818	6.875	114.583%	2.158	62.296%	1.14639	0.815
P-0011467-T01-IM5	67	0.932	36.995	55.216%	9.03	36.472%	0.34267	0.927
P-0011476-T01-IM5	7	0.882	7.436	106.229%	2.039	56.552%	1.13302	0.884
P-0011594-T01-IM5	13	0.954	10.186	78.354%	2.387	38.223%	0.6773	0.955
P-0012080-T01-IM5	28	0.933	19.0	67.857%	4.115	39.597%	0.51101	0.93
P-0012119-T01-IM5	16	0.892	10.559	65.994%	3.024	45.589%	0.65058	0.885
P-0012194-T01-IM5	37	0.912	25.684	69.416%	5.363	42.801%	0.54542	0.904
P-0012315-T01-IM5	14	0.872	13.917	99.407%	3.662	56.506%	0.95127	0.873
P-0012361-T01-IM5	45	0.945	27.345	60.767%	5.146	33.569%	0.46254	0.939
P-0012407-T01-IM5	25	0.885	17.949	71.796%	4.374	49.211%	0.60327	0.876
P-0012408-T01-IM5	17	0.711	18.676	109.859%	4.009	77.153%	1.4918	0.676
P-0012420-T01-IM5	13	0.849	13.623	104.792%	3.032	58.351%	1.10155	0.845
P-0012446-T01-IM5	29	0.955	18.445	63.603%	3.574	33.621%	0.50546	0.953
P-0012529-T01-IM5	10	0.851	10.385	103.85%	2.03	58.601%	0.95988	0.851
P-0012550-T01-IM5	59	0.945	31.413	53.242%	6.003	32.798%	0.45676	0.938
P-0012551-T01-IM5	12	0.802	12.302	102.517%	2.397	59.925%	1.10514	0.779
P-0012780-T01-IM5	7	0.391	11.231	160.443%	2.456	92.828%	2.45971	0.304
P-0012783-T01-IM5	21	0.857	19.475	92.738%	4.286	53.161%	0.95088	0.847
P-0012856-T01-IM5	40	0.95	22.021	55.052%	3.941	31.353%	0.47542	0.944
P-0012860-T01-IM5	103	0.977	46.852	45.487%	9.209	25.337%	0.26961	0.976
P-0012865-T01-IM5	47	0.921	29.197	62.121%	6.323	38.989%	0.58856	0.914
P-0012884-T01-IM5	2	0.521	3.449	172.45%	1.26	89.095%	2.14975	0.533
P-0012924-T01-IM5	1	0.036	1.986	198.6%	1.012	101.2%	4.97531	-0.021
P-0012968-T01-IM5	10	0.786	9.562	95.62%	2.33	62.272%	1.29714	0.766
P-0012999-T01-IM5	21	0.916	16.201	77.148%	4.178	44.793%	0.76596	0.914
P-0013025-T01-IM5	14	0.899	13.222	94.443%	2.852	48.911%	0.8696	0.896
P-0013111-T01-IM5	21	0.786	19.104	90.971%	3.811	62.652%	1.25088	0.752
P-0013166-T01-IM5	45	0.966	27.692	61.538%	5.694	32.82%	0.41429	0.966
P-0013180-T01-IM5	13	0.89	10.367	79.746%	2.289	45.78%	0.79593	0.881
P-0013232-T01-IM5	48	0.961	26.996	56.242%	5.14	29.977%	0.43351	0.959
P-0013274-T01-IM5	8	0.835	8.398	104.975%	2.616	58.496%	1.3456	0.831
P-0013318-T01-IM5	8	0.45	11.887	148.588%	2.549	90.121%	1.98664	0.368
P-0013341-T01-IM5	20	0.802	16.958	84.79%	4.958	61.975%	0.78596	0.79
P-0013343-T01-IM5	19	0.818	16.143	84.963%	3.425	57.893%	0.61293	0.795
P-0013356-T01-IM5	31	0.902	20.603	66.461%	4.248	43.132%	0.53942	0.891
P-0013383-T01-IM5	47	0.974	21.161	45.023%	4.064	23.194%	0.38194	0.972
P-0013389-T01-IM5	8	0.574	12.079	150.988%	3.07	82.049%	2.11542	0.544
P-0013413-T01-IM5	26	0.917	21.049	80.958%	3.963	41.317%	0.75179	0.911
P-0013448-T01-IM5	11	0.77	12.585	114.409%	3.061	63.826%	1.74579	0.754
P-0013451-T01-IM5	4	0.392	6.826	170.65%	1.84	92.0%	2.48265	0.342
P-0013481-T01-IM5	12	0.873	11.184	93.2%	2.429	54.314%	0.74939	0.87
P-0013525-T01-IM5	10	0.938	9.074	90.74%	1.953	46.033%	0.6558	0.943
P-0013596-T01-IM5	13	0.815	15.41	118.538%	3.246	64.92%	1.07166	0.82
P-0013598-T01-IM5	20	0.812	21.005	105.025%	4.17	58.973%	1.07074	0.793
P-0013659-T01-IM5	10	0.639	10.372	103.72%	2.534	80.132%	1.42828	0.59
P-0013679-T01-IM5	21	0.781	22.174	105.59%	4.783	64.494%	1.2902	0.76
P-0013765-T01-IM5	8	0.765	9.678	120.975%	2.442	70.494%	1.06218	0.767
P-0013910-T01-IM5	25	0.836	25.359	101.436%	5.967	57.685%	0.90529	0.828
P-0014047-T03-IM6	22	0.924	14.584	66.291%	2.865	38.988%	0.62374	0.916
P-0014137-T01-IM5	25	0.872	20.161	80.644%	5.097	51.752%	0.69902	0.864
P-0014148-T01-IM5	48	0.881	38.597	80.41%	7.87	48.254%	0.69985	0.87
P-0014159-T01-IM5	20	0.757	21.808	109.04%	4.133	65.348%	1.09982	0.723
P-0014206-T01-IM6	29	0.954	17.827	61.472%	3.434	35.232%	0.44726	0.952
P-0014208-T01-IM6	25	0.891	19.874	79.496%	5.399	45.794%	0.90407	0.886
P-0014227-T01-IM6	50	0.937	31.019	62.038%	5.158	35.425%	0.57168	0.928
P-0014229-T01-IM6	36	0.927	20.75	57.639%	4.154	37.609%	0.38879	0.918
P-0014242-T01-IM6	30	0.961	14.919	49.73%	3.267	27.811%	0.4288	0.958
P-0014311-T01-IM6	3	0.174	5.649	188.3%	1.729	99.824%	3.15894	0.097
P-0014379-T01-IM6	3	0.709	4.696	156.533%	1.406	81.175%	1.60826	0.755
P-0014392-T01-IM6	32	0.959	15.701	49.066%	3.321	28.27%	0.48114	0.956
P-0014449-T01-IM6	2	0.164	3.597	179.85%	1.534	108.47%	3.62089	0.135
P-0014556-T01-IM6	19	0.865	15.505	81.605%	3.418	50.953%	0.81809	0.852
P-0014682-T01-IM6	1	0.171	1.934	193.4%	0.986	98.6%	3.40787	0.138
P-0014910-T01-IM6	41	0.809	35.374	86.278%	7.198	61.497%	0.86139	0.781
P-0014946-T01-IM6	110	0.973	46.259	42.054%	7.248	23.32%	0.32947	0.968
P-0014966-T01-IM6	7	0.694	8.986	128.371%	2.553	76.976%	1.28492	0.696
P-0014969-T01-IM6	15	0.739	18.261	121.74%	3.635	67.5%	1.46765	0.712
P-0015010-T01-IM6	1	0.82	1.288	128.8%	0.69	69.0%	1.03233	0.823
P-0015106-T01-IM6	26	0.928	19.078	73.377%	3.766	43.779%	0.52844	0.928
P-0015122-T01-IM6	11	0.57	13.469	122.445%	3.611	82.842%	1.50621	0.528
P-0015142-T01-IM6	8	0.915	7.248	90.6%	1.966	49.15%	0.91983	0.916
P-0015257-T01-IM6	72	0.938	41.894	58.186%	8.81	35.382%	0.38012	0.932
P-0015261-T01-IM6	65	0.956	35.732	54.972%	6.555	31.357%	0.41463	0.952
P-0015281-T01-IM6	29	0.93	18.85	65.0%	3.673	39.379%	0.47665	0.924
P-0015373-T01-IM6	34	0.904	23.954	70.453%	5.151	43.848%	0.56988	0.895
P-0015386-T01-IM6	56	0.982	25.327	45.227%	5.812	26.31%	0.2959	0.982
P-0015407-T01-IM6	39	0.88	28.064	71.959%	5.459	53.274%	0.68584	0.862
P-0015415-T01-IM6	95	0.936	54.477	57.344%	11.009	36.315%	0.36449	0.929
P-0015438-T01-IM6	79	0.964	35.467	44.895%	7.48	27.974%	0.29289	0.961
P-0015462-T01-IM6	5	0.697	7.405	148.1%	2.031	76.765%	1.79878	0.697
P-0015471-T01-IM6	2	0.581	2.571	128.55%	1.152	81.459%	3.28185	0.569
P-0015498-T01-IM6	16	0.77	14.568	91.05%	3.279	64.306%	1.01305	0.74
P-0015511-T01-IM6	16	0.914	14.245	89.031%	3.353	46.498%	0.82884	0.913
P-0015512-T01-IM6	116	0.967	55.182	47.571%	10.179	26.195%	0.33646	0.963
P-0015521-T01-IM6	20	0.899	17.433	87.165%	3.451	46.116%	0.83132	0.893
P-0015526-T01-IM6	44	0.984	20.295	46.125%	4.06	24.263%	0.33767	0.984
P-0015530-T01-IM6	7	0.721	9.214	131.629%	2.141	71.367%	1.49563	0.706
P-0015544-T01-IM6	16	0.889	13.583	84.894%	2.56	50.206%	0.77694	0.883
P-0015612-T01-IM6	25	0.959	15.536	62.144%	3.069	33.288%	0.46628	0.958
P-0015679-T01-IM6	5	0.583	7.468	149.36%	1.847	82.6%	1.91006	0.559
P-0015694-T01-IM6	19	0.8	17.914	94.284%	4.243	60.614%	0.68939	0.782
P-0015697-T01-IM6	20	0.798	18.891	94.455%	4.284	60.585%	0.90991	0.778
P-0015718-T01-IM6	28	0.722	28.944	103.371%	6.019	69.969%	0.90202	0.681
P-0015791-T01-IM6	9	0.665	12.026	133.622%	2.491	75.106%	1.68468	0.631
P-0015827-T01-IM6	41	0.872	32.271	78.71%	6.188	49.074%	0.82085	0.855
P-0015830-T01-IM6	62	0.977	27.845	44.911%	4.351	21.755%	0.39441	0.974
P-0015832-T01-IM6	46	0.939	27.817	60.472%	5.503	35.522%	0.44256	0.933
P-0015855-T02-IM6	15	0.916	11.015	73.433%	2.512	41.297%	0.82008	0.911
P-0015881-T03-IM6	26	0.962	13.574	52.208%	2.591	30.12%	0.49298	0.96
P-0015882-T01-IM6	35	0.971	17.978	51.366%	3.379	28.66%	0.41434	0.97
P-0015895-T02-IM6	16	0.941	11.818	73.862%	2.787	43.004%	0.54094	0.944
P-0015917-T01-IM6	50	0.943	29.629	59.258%	5.137	33.872%	0.51948	0.936
P-0015959-T01-IM6	26	0.886	20.491	78.812%	4.497	47.403%	0.80254	0.877
P-0016018-T01-IM6	18	0.738	18.224	101.244%	3.958	67.879%	1.25388	0.704
P-0016027-T01-IM6	24	0.946	15.576	64.9%	3.643	40.73%	0.45215	0.948
P-0016177-T01-IM6	6	0.598	8.708	145.133%	1.993	81.364%	1.71378	0.569
P-0016197-T01-IM6	33	0.808	25.191	76.336%	6.168	59.079%	0.65634	0.782
P-0016282-T01-IM6	32	0.879	25.567	79.897%	6.788	52.062%	0.56612	0.875
P-0016327-T01-IM6	21	0.825	17.607	83.843%	5.334	56.54%	0.57954	0.815
P-0016328-T01-IM6	15	0.867	11.31	75.4%	2.9	52.086%	0.97284	0.856
P-0016347-T01-IM6	32	0.873	21.556	67.362%	5.322	48.993%	0.5971	0.859
P-0016506-T01-IM6	4	0.763	3.996	99.9%	1.306	65.3%	1.21384	0.752
P-0016530-T01-IM6	9	0.685	10.101	112.233%	2.639	73.193%	1.23955	0.658
P-0016533-T01-IM6	8	0.624	11.825	147.812%	2.958	79.056%	1.78579	0.601
P-0016596-T01-IM6	35	0.708	40.699	116.283%	7.581	84.233%	1.49444	0.664
P-0016799-T01-IM6	6	0.777	8.145	135.75%	2.034	71.913%	1.26375	0.792
P-0016800-T01-IM6	5	0.841	5.672	113.44%	1.611	60.89%	1.1094	0.841
P-0016853-T02-IM6	16	0.84	12.627	78.919%	3.073	54.323%	0.83133	0.825
P-0016928-T01-IM6	68	0.971	35.936	52.847%	6.676	28.161%	0.40312	0.971
P-0016935-T01-IM6	92	0.959	52.714	57.298%	9.025	31.364%	0.39166	0.956
P-0017003-T01-IM6	17	0.817	17.148	100.871%	3.334	59.88%	0.90441	0.8
P-0017047-T01-IM6	54	0.955	30.664	56.785%	4.877	29.903%	0.45605	0.95
P-0017054-T01-IM6	2	0.567	3.377	168.85%	1.236	87.398%	2.57981	0.584
P-0017176-T01-IM6	18	0.927	14.429	80.161%	3.4	42.5%	0.69795	0.925
P-0017215-T01-IM5	22	0.86	15.565	70.75%	3.976	52.207%	0.59127	0.847
P-0017272-T01-IM6	12	0.884	11.92	99.333%	3.809	57.423%	0.7356	0.887
P-0017353-T01-IM6	6	0.519	8.983	149.717%	2.446	86.479%	1.89932	0.492
P-0017361-T01-IM6	23	0.91	17.687	76.9%	4.138	44.883%	0.75967	0.906
P-0017384-T01-IM6	4	0.128	7.602	190.05%	2.051	102.55%	3.21069	0.025
P-0017461-T01-IM6	8	0.501	11.48	143.5%	2.739	86.615%	1.87314	0.445
P-0017506-T01-IM6	86	0.975	39.799	46.278%	7.874	24.582%	0.29507	0.974
P-0017512-T01-IM6	27	0.619	29.354	108.719%	7.156	78.547%	1.42509	0.567
P-0017539-T01-IM5	7	0.658	9.275	132.5%	2.562	77.247%	1.70121	0.643
P-0017635-T01-IM5	9	0.755	10.092	112.133%	2.398	66.509%	1.60043	0.736
P-0017636-T01-IM5	2	0.734	2.956	147.8%	1.099	77.711%	1.4469	0.747
P-0017683-T01-IM6	50	0.968	22.997	45.994%	5.109	26.705%	0.34174	0.966
P-0017690-T04-IM6	10	0.831	9.327	93.27%	2.31	57.75%	0.9437	0.82
P-0017702-T01-IM6	39	0.923	26.031	66.746%	5.129	38.995%	0.5951	0.915
P-0017744-T01-IM6	14	0.904	10.167	72.621%	2.668	43.281%	0.67277	0.898
P-0017797-T01-IM6	45	0.949	28.479	63.287%	6.491	36.573%	0.41167	0.948
P-0017815-T01-IM6	4	0.212	7.337	183.425%	1.987	99.35%	3.33908	0.126
P-0017830-T01-IM6	79	0.976	37.788	47.833%	6.926	23.414%	0.34373	0.975
P-0017943-T01-IM6	11	0.859	9.331	84.827%	2.115	51.296%	1.001	0.847
P-0017966-T01-IM6	20	0.85	18.374	91.87%	3.603	54.317%	1.02254	0.834
P-0018031-T01-IM6	14	0.699	14.533	103.807%	3.246	76.509%	1.20139	0.659
P-0018042-T01-IM6	37	0.967	18.624	50.335%	3.188	27.438%	0.41232	0.963
P-0018059-T01-IM6	38	0.946	19.464	51.221%	4.486	33.437%	0.38347	0.942
P-0018102-T01-IM6	3	0.637	4.617	153.9%	1.417	81.811%	2.4583	0.642
P-0018132-T01-IM6	12	0.857	10.317	85.975%	2.467	52.597%	0.85115	0.846
P-0018233-T01-IM6	13	0.667	13.98	107.538%	3.503	76.442%	1.41236	0.631
P-0018304-T01-IM6	8	0.611	10.65	133.125%	2.537	80.227%	1.91454	0.575
P-0018422-T01-IM6	1	0.06	1.977	197.7%	1.007	100.7%	4.45628	0.007
P-0018444-T01-IM6	20	0.912	12.372	61.86%	2.463	41.05%	0.64289	0.9
P-0018466-T01-IM6	9	0.813	9.904	110.044%	3.315	61.558%	0.99596	0.809
P-0018561-T01-IM6	91	0.943	47.326	52.007%	10.164	34.76%	0.33992	0.938
P-0018600-T01-IM6	84	0.977	36.101	42.977%	5.401	21.217%	0.3183	0.974
P-0018656-T01-IM6	63	0.957	36.551	58.017%	6.851	30.547%	0.39389	0.954
P-0018679-T01-IM6	32	0.905	25.871	80.847%	6.624	49.93%	0.56717	0.905
P-0018759-T01-IM6	13	0.885	11.449	88.069%	2.27	49.535%	0.8187	0.877
P-0018783-T01-IM6	43	0.954	27.036	62.874%	5.804	34.873%	0.45572	0.953
P-0018819-T01-IM6	8	0.861	8.327	104.088%	2.4	53.666%	1.10206	0.858
P-0018843-T01-IM6	26	0.964	13.428	51.646%	3.735	31.794%	0.3622	0.963
P-0018854-T01-IM6	12	0.741	12.15	101.25%	3.385	69.096%	0.80257	0.725
P-0019066-T01-IM6	2	0.551	3.395	169.75%	1.243	87.893%	2.88311	0.565
P-0019137-T01-IM6	3	0.395	5.147	171.567%	1.593	91.972%	3.25621	0.359
P-0019239-T01-IM6	9	0.857	8.89	98.778%	1.846	55.659%	0.84451	0.85
P-0019263-T01-IM6	205	0.971	84.629	41.282%	18.15	25.225%	0.24131	0.969
P-0019302-T01-IM6	11	0.576	14.302	130.018%	4.253	81.849%	1.38396	0.547
P-0019333-T01-IM6	43	0.949	22.987	53.458%	4.595	32.093%	0.43142	0.944
P-0019379-T01-IM6	20	0.933	12.017	60.085%	2.789	38.676%	0.57322	0.928
P-0019443-T01-IM6	15	0.953	11.382	75.88%	2.485	39.792%	0.62008	0.955
P-0019490-T01-IM6	44	0.944	25.839	58.725%	5.964	35.143%	0.41101	0.94
P-0019557-T01-IM6	19	0.868	15.392	81.011%	3.796	50.279%	0.74612	0.858
P-0019569-T01-IM6	26	0.935	17.223	66.242%	3.3	37.854%	0.55083	0.93
P-0019697-T01-IM6	15	0.788	15.503	103.353%	3.134	62.68%	1.07535	0.765
P-0019720-T01-IM6	42	0.937	23.641	56.288%	4.441	34.892%	0.50236	0.929
P-0019861-T01-IM6	9	0.866	8.869	98.544%	2.028	52.363%	1.11302	0.859
P-0019889-T02-IM6	20	0.905	13.648	68.24%	3.506	43.825%	0.81634	0.898
P-0019909-T02-IM6	13	0.782	13.059	100.454%	3.016	62.888%	0.96262	0.761
P-0019939-T01-IM6	81	0.942	48.266	59.588%	7.445	36.285%	0.51549	0.932
P-0020082-T01-IM6	63	0.952	36.674	58.213%	7.502	33.584%	0.3717	0.949
P-0020127-T01-IM6	20	0.83	17.58	87.9%	4.095	55.726%	1.01204	0.815
P-0020191-T01-IM6	3	0.447	4.74	158.0%	1.55	89.489%	2.1966	0.417
P-0020307-T01-IM6	77	0.966	41.496	53.891%	6.403	27.228%	0.37593	0.962
P-0020319-T01-IM6	24	0.807	19.399	80.829%	5.234	59.263%	0.70773	0.788
P-0020382-T01-IM6	29	0.949	18.258	62.959%	4.125	34.988%	0.47932	0.947
P-0020388-T01-IM6	23	0.94	17.081	74.265%	3.745	40.62%	0.54755	0.94
P-0020638-T01-IM6	32	0.938	23.074	72.106%	4.148	38.513%	0.56598	0.935
P-0020641-T02-IM6	16	0.919	11.555	72.219%	3.824	48.565%	0.46485	0.92
P-0020691-T01-IM6	3	0.603	4.892	163.067%	1.474	85.101%	2.33856	0.623
P-0020768-T01-IM6	3	0.595	4.879	162.633%	1.475	85.159%	1.91342	0.609
P-0020817-T01-IM6	115	0.97	55.456	48.223%	9.815	25.351%	0.29232	0.967
P-0020913-T01-IM6	22	0.914	15.7	71.364%	3.536	41.105%	0.64336	0.908
P-0020957-T01-IM6	51	0.959	30.389	59.586%	6.015	32.573%	0.49009	0.957
P-0021046-T01-IM6	66	0.963	35.614	53.961%	5.133	26.904%	0.40835	0.958
P-0021075-T01-IM6	40	0.886	28.243	70.608%	5.437	47.323%	0.63084	0.869
P-0021121-T01-IM6	23	0.91	16.286	70.809%	3.098	42.554%	0.72601	0.901
P-0021169-T01-IM6	47	0.95	26.378	56.123%	4.444	31.346%	0.43799	0.943
P-0021174-T01-IM6	18	0.919	12.523	69.572%	3.275	41.593%	0.65044	0.915
P-0021223-T01-IM6	47	0.97	21.035	44.755%	4.551	25.89%	0.28742	0.968
P-0021331-T01-IM6	18	0.865	14.56	80.889%	2.753	50.263%	0.91344	0.847
P-0021440-T01-IM6	8	0.839	8.844	110.55%	1.933	61.127%	0.88048	0.839
P-0021441-T01-IM6	3	0.485	5.021	167.367%	1.536	88.681%	2.76127	0.468
P-0021458-T01-IM6	21	0.943	12.39	59.0%	2.769	33.335%	0.721	0.939
P-0021469-T01-IM6	3	0.479	4.544	151.467%	1.521	87.815%	2.37871	0.452
P-0021504-T01-IM6	8	0.683	10.839	135.488%	3.074	76.85%	1.24203	0.678
P-0021526-T02-IM6	30	0.916	21.871	72.903%	4.569	41.709%	0.64321	0.909
P-0021584-T01-IM6	22	0.873	18.489	84.041%	4.544	54.311%	0.63938	0.87
P-0021708-T02-IM6	92	0.976	41.558	45.172%	8.681	24.398%	0.27645	0.975
P-0021737-T01-IM6	6	0.658	9.09	151.5%	2.254	79.691%	1.82559	0.66
P-0021743-T01-IM6	61	0.88	47.284	77.515%	7.607	51.64%	0.712	0.857
P-0021783-T01-IM6	35	0.867	25.901	74.003%	5.095	50.203%	0.70127	0.847
P-0021842-T01-IM6	14	0.725	14.54	103.857%	3.458	70.586%	1.61128	0.696
P-0021846-T01-IM6	37	0.9	25.538	69.022%	4.947	43.898%	0.56681	0.886
P-0021847-T03-IM6	38	0.928	22.809	60.024%	4.4	37.455%	0.456	0.919
P-0021934-T01-IM6	9	0.845	8.795	97.722%	2.572	56.126%	0.95988	0.839
P-0021948-T01-IM6	38	0.965	19.374	50.984%	3.556	26.359%	0.5493	0.962
P-0021968-T01-IM6	43	0.894	29.826	69.363%	5.975	44.911%	0.62583	0.88
P-0021995-T01-IM6	36	0.917	24.602	68.339%	4.297	39.897%	0.56394	0.906
P-0022012-T01-IM6	5	0.392	8.254	165.08%	2.061	92.171%	2.30548	0.329
P-0022019-T01-IM6	159	0.97	70.741	44.491%	15.285	26.75%	0.25325	0.968
P-0022042-T01-IM6	17	0.839	13.886	81.682%	3.226	54.529%	0.67704	0.823
P-0022096-T01-IM6	168	0.984	65.311	38.876%	12.344	21.58%	0.24714	0.984
P-0022123-T01-IM6	23	0.871	18.362	79.835%	4.113	49.515%	0.73655	0.859
P-0022140-T01-IM6	14	0.87	14.125	100.893%	3.264	51.608%	1.30541	0.864
P-0022146-T01-IM6	13	0.691	15.944	122.646%	3.481	72.584%	1.31139	0.659
P-0022168-T02-IM6	7	0.704	8.567	122.386%	2.461	74.202%	1.19563	0.695
P-0022177-T01-IM6	9	0.757	11.152	123.911%	2.411	66.869%	1.46079	0.741
P-0022232-T01-IM6	15	0.857	15.691	104.607%	3.316	56.051%	0.98677	0.852
P-0022308-T01-IM6	9	0.953	8.4	93.333%	1.924	46.664%	0.64248	0.961
P-0022366-T01-IM6	8	0.854	8.283	103.538%	2.23	59.599%	0.82932	0.855
P-0022384-T01-IM6	19	0.665	21.854	115.021%	4.231	81.426%	1.34537	0.61
P-0022471-T01-IM6	28	0.792	21.029	75.104%	5.12	62.089%	0.74592	0.761
P-0022542-T02-IM6	26	0.816	21.12	81.231%	4.366	58.343%	0.777	0.786
P-0022570-T01-IM6	9	0.822	8.738	97.089%	2.15	59.63%	0.709	0.812
P-0022670-T01-IM6	4	0.422	6.808	170.2%	1.819	90.95%	2.79025	0.38
P-0022680-T01-IM6	41	0.97	23.385	57.037%	4.959	28.679%	0.44473	0.969
P-0022702-T01-IM6	23	0.744	22.164	96.365%	6.337	67.94%	0.84214	0.725
P-0022743-T01-IM6	8	0.777	8.846	110.575%	2.918	68.778%	0.94701	0.776
P-0022759-T01-IM6	19	0.797	15.091	79.426%	4.655	60.603%	0.5572	0.781
P-0022795-T01-IM6	26	0.808	23.763	91.396%	5.142	58.983%	0.82987	0.786
P-0022807-T04-IM6	22	0.922	16.848	76.582%	3.328	41.6%	0.70423	0.917
P-0022827-T01-IM6	46	0.969	24.14	52.478%	4.814	26.996%	0.42057	0.967
P-0022864-T01-IM6	4	0.748	4.99	124.75%	1.415	70.75%	1.63785	0.744
P-0022885-T01-IM6	14	0.877	13.46	96.143%	3.477	54.976%	0.74265	0.876
P-0022886-T01-IM6	23	0.872	19.117	83.117%	3.8	49.472%	1.19882	0.858
P-0022986-T01-IM6	14	0.68	17.436	124.543%	4.42	73.667%	1.23579	0.656
P-0023032-T01-IM6	21	0.88	14.933	71.11%	3.398	47.582%	0.78897	0.867
P-0023041-T01-IM6	71	0.943	43.135	60.754%	7.904	33.857%	0.45021	0.937
P-0023055-T01-IM6	3	0.788	4.191	139.7%	1.277	73.728%	1.2658	0.809
P-0023139-T01-IM6	11	0.641	14.38	130.727%	3.001	77.485%	1.45262	0.602
P-0023163-T01-IM6	94	0.969	45.691	48.607%	8.38	27.046%	0.34703	0.966
