Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0009691-T02-IM6	31	0.665	33.473	107.977%	5.15	75.12%	1.02509	0.544
P-0009702-T01-IM5	5	0.43	7.826	156.52%	2.025	90.561%	2.65894	0.377
P-0009704-T01-IM5	1	0.253	1.886	188.6%	0.968	96.8%	2.86237	0.233
P-0009708-T01-IM5	14	0.546	19.801	141.436%	4.113	83.956%	1.79455	0.484
P-0009710-T01-IM5	17	0.575	22.635	133.147%	5.168	82.754%	1.44887	0.535
P-0009714-T01-IM5	16	0.472	22.261	139.131%	4.146	88.393%	1.61146	0.345
P-0009715-T01-IM5	28	0.693	30.585	109.232%	4.451	72.205%	1.0612	0.583
P-0009742-T01-IM5	1	0.028	1.99	199.0%	1.01	101.0%	5.32126	-0.04
P-0009748-T01-IM5	2	0.185	3.819	190.95%	1.392	98.429%	3.10479	0.125
P-0009762-T01-IM5	6	0.326	10.151	169.183%	2.344	95.693%	2.89104	0.235
P-0009763-T01-IM5	1	0.023	1.992	199.2%	1.011	101.1%	5.5411	-0.047
P-0009764-T01-IM5	21	0.497	28.54	135.905%	4.708	87.425%	1.52399	0.34
P-0009789-T02-IM6	16	0.425	25.907	161.919%	4.618	90.566%	1.97511	0.298
P-0009823-T01-IM5	4	0.217	7.492	187.3%	1.958	97.9%	2.98632	0.106
P-0009824-T01-IM5	6	0.686	7.44	124.0%	1.811	73.934%	1.67532	0.664
P-0009833-T01-IM5	33	0.726	37.072	112.339%	6.816	72.249%	0.94019	0.719
P-0009837-T01-IM5	6	0.588	9.426	157.1%	2.371	83.828%	1.68271	0.584
P-0009856-T01-IM5	9	0.507	14.551	161.678%	2.88	86.835%	1.81754	0.454
P-0009861-T02-IM6	1	0.051	1.977	197.7%	1.014	101.4%	4.47005	0.005
P-0009862-T01-IM5	10	0.592	14.227	142.27%	2.831	81.724%	1.36875	0.551
P-0009864-T01-IM5	3	0.414	5.028	167.6%	1.577	91.048%	2.22696	0.38
P-0009869-T01-IM5	1	0.066	1.977	197.7%	1.004	100.4%	4.47763	0.007
P-0009894-T01-IM5	9	0.532	13.019	144.656%	2.54	84.667%	1.76244	0.457
P-0009920-T01-IM5	5	0.428	8.567	171.34%	2.032	90.874%	2.18982	0.382
P-0009924-T01-IM5	19	0.507	28.43	149.632%	4.802	86.246%	1.52415	0.395
P-0009928-T01-IM5	5	0.286	8.802	176.04%	2.163	96.732%	3.40357	0.198
P-0009937-T01-IM5	2	0.055	3.954	197.7%	1.429	101.046%	4.4588	-0.061
P-0009948-T03-IM6	6	0.331	10.313	171.883%	2.323	94.836%	2.51714	0.235
P-0009955-T02-IM6	15	0.684	18.371	122.473%	3.361	73.343%	1.34479	0.635
P-0009956-T01-IM5	4	0.205	7.341	183.525%	2.405	98.184%	3.32188	0.134
P-0009957-T01-IM5	4	0.165	7.527	188.175%	2.01	100.5%	3.12386	0.061
P-0009958-T01-IM5	8	0.564	12.289	153.612%	2.636	83.358%	1.67848	0.525
P-0009959-T01-IM5	3	0.299	5.462	182.067%	1.653	95.436%	3.01545	0.244
P-0009960-T01-IM5	16	0.564	23.332	145.825%	5.162	83.739%	1.57167	0.528
P-0009963-T01-IM5	2	0.26	3.668	183.4%	1.368	96.732%	2.57226	0.221
P-0009975-T01-IM5	7	0.38	12.169	173.843%	3.338	92.579%	2.08572	0.333
P-0009984-T01-IM5	14	0.344	23.023	164.45%	4.032	95.035%	2.04883	0.165
P-0009986-T01-IM5	2	0.046	3.962	198.1%	1.432	101.258%	4.68693	-0.074
P-0009995-T01-IM5	11	0.525	17.078	155.255%	3.762	86.306%	1.66249	0.492
P-0010025-T01-IM5	11	0.499	16.449	149.536%	2.874	86.654%	1.68513	0.39
P-0010030-T01-IM5	10	0.429	16.459	164.59%	3.129	90.326%	1.91558	0.327
P-0010041-T01-IM5	1	0.154	1.947	194.7%	0.988	98.8%	3.62334	0.117
P-0010053-T02-IM6	3	0.195	5.649	188.3%	1.709	98.669%	2.92379	0.114
P-0010054-T01-IM5	24	0.513	31.739	132.246%	5.169	86.15%	1.40804	0.349
P-0010056-T01-IM5	7	0.482	10.651	152.157%	2.639	87.967%	1.77461	0.435
P-0010063-T01-IM5	6	0.215	11.062	184.367%	3.386	97.745%	2.87338	0.131
P-0010083-T01-IM5	8	0.302	14.175	177.188%	3.024	95.627%	2.55977	0.177
P-0010087-T01-IM5	25	0.713	27.428	109.712%	4.762	70.988%	0.96911	0.658
P-0010126-T01-IM5	9	0.342	15.074	167.489%	2.847	94.9%	2.59629	0.199
P-0010131-T01-IM5	1	0.156	1.93	193.0%	0.99	99.0%	3.34681	0.124
P-0010133-T01-IM5	2	0.128	3.885	194.25%	1.993	99.65%	3.54656	0.092
P-0010177-T01-IM5	2	0.196	3.75	187.5%	1.398	98.854%	3.46386	0.148
P-0010181-T01-IM5	7	0.512	10.109	144.414%	2.852	85.991%	1.70698	0.476
P-0010210-T01-IM5	1	0.112	1.949	194.9%	1.0	100.0%	3.67787	0.074
P-0010213-T01-IM5	13	0.442	20.309	156.223%	3.487	90.034%	1.85365	0.305
P-0010215-T01-IM5	6	0.108	11.542	192.367%	2.507	102.348%	3.44746	-0.101
P-0010231-T01-IM5	6	0.266	10.874	181.233%	2.37	96.755%	2.51083	0.13
P-0010247-T01-IM5	2	0.262	3.665	183.25%	1.367	96.661%	2.49312	0.223
P-0010253-T01-IM5	3	0.257	5.537	184.567%	1.676	96.764%	3.03202	0.192
P-0010256-T01-IM5	4	0.436	6.791	169.775%	1.809	90.45%	2.34288	0.399
P-0010257-T01-IM5	11	0.42	17.461	158.736%	3.518	90.834%	1.97209	0.319
P-0010258-T01-IM5	1	0.046	1.984	198.4%	1.007	100.7%	4.82412	-0.017
P-0010261-T02-IM5	8	0.367	13.53	169.125%	2.635	93.161%	2.13636	0.243
P-0010267-T01-IM5	7	0.433	11.677	166.814%	2.389	90.296%	1.9462	0.355
P-0010273-T01-IM5	1	0.044	1.98	198.0%	1.015	101.5%	4.61164	-0.002
P-0010300-T01-IM5	4	0.088	7.791	194.775%	2.036	101.8%	3.97046	-0.074
P-0010307-T01-IM5	7	0.467	12.024	171.771%	2.952	89.006%	2.36039	0.431
P-0010328-T01-IM5	2	0.117	3.901	195.05%	1.411	99.773%	3.77131	0.025
P-0010329-T01-IM5	3	0.26	5.531	184.367%	1.674	96.648%	3.01743	0.197
P-0010332-T01-IM5	32	0.69	33.455	104.547%	5.224	72.444%	0.89925	0.584
P-0010333-T01-IM5	1	0.029	1.99	199.0%	1.01	101.0%	5.28187	-0.038
P-0010337-T01-IM5	18	0.66	21.462	119.233%	3.523	75.111%	1.40211	0.578
P-0010338-T01-IM5	2	0.14	3.882	194.1%	1.404	99.278%	3.52719	0.057
P-0010345-T01-IM5	5	0.362	8.722	174.44%	2.085	93.244%	2.47269	0.289
P-0010355-T01-IM5	6	0.264	10.883	181.383%	2.372	96.836%	2.91629	0.127
P-0010359-T01-IM5	2	0.217	3.722	186.1%	1.388	98.146%	2.96585	0.172
P-0010362-T01-IM5	3	0.439	5.209	173.633%	1.575	90.933%	2.64173	0.421
P-0010375-T01-IM5	2	0.053	3.968	198.4%	2.006	100.3%	4.83998	-0.023
P-0010385-T01-IM5	8	0.697	10.859	135.738%	2.411	76.243%	1.32931	0.697
P-0010397-T01-IM5	9	0.572	13.929	154.767%	2.769	83.488%	1.63204	0.541
P-0010404-T01-IM5	1	0.025	1.991	199.1%	1.011	101.1%	5.4414	-0.044
P-0010442-T01-IM5	6	0.474	9.583	159.717%	2.16	88.182%	2.14368	0.418
P-0010454-T01-IM5	8	0.515	12.538	156.725%	2.44	86.267%	1.65371	0.454
P-0010466-T01-IM5	1	0.045	1.98	198.0%	1.015	101.5%	4.58865	-0.001
P-0010467-T01-IM5	3	0.164	5.717	190.567%	1.722	99.42%	3.13796	0.071
P-0010486-T01-IM5	7	0.374	11.598	165.686%	2.464	93.13%	2.29277	0.276
P-0010487-T02-IM6	2	0.185	3.764	188.2%	1.403	99.207%	4.14165	0.135
P-0010505-T01-IM5	5	0.403	8.436	168.72%	2.046	91.5%	2.05332	0.342
P-0010507-T01-IM5	2	0.19	3.757	187.85%	1.401	99.066%	4.10631	0.141
P-0010522-T01-IM5	3	0.208	5.64	188.0%	1.7	98.15%	3.0781	0.128
P-0010525-T02-IM6	16	0.586	23.47	146.688%	4.344	82.094%	1.49167	0.538
P-0010554-T01-IM5	3	0.329	5.228	174.267%	1.639	94.628%	2.6782	0.284
P-0010558-T01-IM5	18	0.585	24.527	136.261%	4.146	81.31%	1.35826	0.499
P-0010563-T02-IM6	2	0.221	3.783	189.15%	1.38	97.581%	4.35012	0.17
P-0010566-T01-IM5	3	0.301	5.292	176.4%	1.659	95.782%	2.34929	0.252
P-0010592-T01-IM5	7	0.342	12.036	171.943%	2.492	94.189%	2.56538	0.227
P-0010601-T01-IM5	11	0.549	16.217	147.427%	3.022	83.815%	1.73363	0.478
P-0010608-T01-IM5	1	0.025	1.991	199.1%	1.011	101.1%	5.4414	-0.044
P-0010609-T01-IM5	8	0.357	13.673	170.912%	2.954	93.414%	2.13516	0.256
P-0010611-T01-IM5	6	0.447	9.994	166.567%	2.198	89.733%	1.95327	0.389
P-0010612-T01-IM5	26	0.684	29.564	113.708%	5.065	73.107%	1.11437	0.616
P-0010632-T01-IM5	8	0.352	13.242	165.525%	2.677	94.646%	2.5837	0.235
P-0010637-T01-IM5	4	0.294	7.185	179.625%	1.915	95.75%	2.30158	0.219
P-0010640-T02-IM6	3	0.262	5.546	184.867%	1.672	96.533%	2.82779	0.198
P-0010648-T01-IM5	2	0.114	3.888	194.4%	1.417	100.197%	3.83772	0.036
P-0010675-T01-IM5	1	0.349	1.879	187.9%	0.953	95.3%	2.80448	0.36
P-0010700-T01-IM5	2	0.174	3.778	188.9%	1.408	99.561%	4.12246	0.123
P-0010736-T01-IM5	23	0.411	33.668	146.383%	5.37	93.48%	1.76265	0.205
P-0010741-T01-IM5	5	0.23	8.836	176.72%	2.261	101.115%	2.73208	0.146
P-0010750-T01-IM5	7	0.525	11.028	157.543%	2.56	85.333%	2.07902	0.484
P-0010760-T01-IM5	5	0.422	8.166	163.32%	2.399	90.674%	2.30257	0.382
P-0010763-T01-IM5	8	0.497	12.828	160.35%	2.763	87.374%	1.72791	0.448
P-0010793-T01-IM5	6	0.418	10.125	168.75%	2.228	90.958%	2.17453	0.348
P-0010801-T01-IM5	3	0.228	5.465	182.167%	1.71	98.727%	2.42681	0.168
P-0010821-T01-IM5	5	0.326	8.905	178.1%	2.505	94.68%	2.45121	0.274
P-0010836-T02-IM6	2	0.062	3.948	197.4%	1.427	100.904%	4.91372	-0.051
P-0010840-T02-IM5	11	0.336	18.417	167.427%	3.161	95.308%	2.35563	0.148
P-0010841-T01-IM5	2	0.217	3.818	190.9%	1.381	97.651%	3.13209	0.164
P-0010844-T01-IM5	2	0.323	3.683	184.15%	1.343	94.964%	3.22596	0.298
P-0010855-T01-IM5	7	0.303	12.375	176.786%	2.53	95.625%	2.55456	0.165
P-0010892-T01-IM5	22	0.522	29.439	133.814%	4.388	86.056%	1.42862	0.336
P-0010894-T01-IM5	9	0.685	11.272	125.244%	2.664	73.886%	1.51225	0.66
P-0010904-T01-IM5	41	0.633	43.728	106.654%	7.307	77.454%	0.93324	0.504
P-0010916-T01-IM5	48	0.63	48.532	101.108%	7.577	78.151%	0.94274	0.447
P-0010927-T01-IM5	7	0.226	12.551	179.3%	2.65	100.161%	3.35282	0.086
P-0010934-T01-IM5	4	0.111	7.713	192.825%	2.471	100.878%	3.48074	0.016
P-0010947-T01-IM5	14	0.683	17.967	128.336%	3.183	75.024%	1.19142	0.651
P-0010976-T01-IM5	1	0.058	1.98	198.0%	1.005	100.5%	4.6035	-0.003
P-0010978-T01-IM5	1	0.256	1.884	188.4%	0.967	96.7%	2.84794	0.237
P-0010980-T03-IM6	10	0.658	13.187	131.87%	2.664	76.903%	1.28405	0.628
P-0010983-T02-IM6	4	0.191	7.546	188.65%	1.975	98.75%	3.05493	0.071
P-0010986-T01-IM5	7	0.304	12.37	176.714%	2.529	95.587%	2.49197	0.166
P-0010989-T01-IM5	3	0.196	5.661	188.7%	1.706	98.496%	3.04475	0.113
P-0010995-T02-IM6	3	0.295	5.559	185.3%	1.657	95.667%	2.67402	0.245
P-0011005-T01-IM5	7	0.455	11.557	165.1%	2.363	89.313%	2.04879	0.388
P-0011012-T01-IM5	3	0.368	5.45	181.667%	1.624	93.762%	2.4791	0.35
P-0011016-T01-IM5	15	0.554	22.202	148.013%	3.631	83.301%	1.60055	0.46
P-0011018-T01-IM5	3	0.229	5.603	186.767%	1.689	97.514%	3.01304	0.156
P-0011025-T01-IM5	2	0.531	3.321	166.05%	1.235	87.328%	1.84338	0.527
P-0011030-T01-IM5	1	0.214	1.926	192.6%	0.978	97.8%	3.29489	0.191
P-0011033-T01-IM5	2	0.32	3.591	179.55%	1.34	94.752%	2.69928	0.289
P-0011036-T01-IM5	14	0.577	19.235	137.393%	3.058	81.728%	1.29679	0.47
P-0011038-T02-IM6	6	0.455	9.332	155.533%	2.519	89.06%	2.42571	0.411
P-0011041-T01-IM5	8	0.462	12.718	158.975%	2.509	88.707%	1.82384	0.378
P-0011100-T03-IM6	2	0.542	3.307	165.35%	1.229	86.903%	1.81076	0.54
P-0011107-T02-IM6	11	0.617	14.758	134.164%	2.624	79.117%	1.34332	0.553
P-0011117-T01-IM5	2	0.177	3.851	192.55%	1.393	98.5%	3.42798	0.108
P-0011136-T01-IM5	5	0.321	8.965	179.3%	2.118	94.72%	2.70265	0.232
P-0011138-T01-IM5	5	0.216	9.305	186.1%	2.196	98.208%	2.90783	0.079
P-0011142-T01-IM5	15	0.565	19.76	131.733%	3.199	82.598%	1.49661	0.441
P-0011150-T01-IM5	30	0.711	34.246	114.153%	5.578	72.012%	0.93713	0.666
P-0011154-T01-IM5	13	0.435	20.037	154.131%	3.925	90.046%	1.85508	0.326
P-0011157-T01-IM5	14	0.613	18.698	133.557%	2.969	79.35%	1.26475	0.524
P-0011161-T01-IM5	1	0.04	1.986	198.6%	1.008	100.8%	4.97039	-0.025
P-0011180-T01-IM5	2	0.064	3.937	196.85%	1.434	101.399%	4.26093	-0.026
P-0011183-T01-IM5	15	0.577	20.779	138.527%	3.741	81.635%	1.37443	0.5
P-0011186-T01-IM5	7	0.508	10.739	153.414%	2.282	86.251%	2.03546	0.449
P-0011189-T01-IM5	5	0.313	8.691	173.82%	2.137	95.57%	2.76747	0.23
P-0011192-T01-IM5	11	0.289	19.085	173.5%	3.75	96.825%	2.45824	0.133
P-0011201-T01-IM5	5	0.188	9.271	185.42%	2.241	100.221%	3.25399	0.068
P-0011206-T01-IM5	4	0.409	6.866	171.65%	1.829	91.45%	2.57959	0.365
P-0011236-T01-IM5	16	0.508	24.32	152.0%	4.399	86.271%	1.61741	0.419
P-0011237-T01-IM5	2	0.317	3.689	184.45%	1.345	95.106%	2.62057	0.29
P-0011242-T01-IM5	6	0.427	9.91	165.167%	2.215	90.427%	2.02493	0.358
P-0011243-T02-IM6	10	0.601	14.682	146.82%	2.811	81.147%	1.53148	0.562
P-0011254-T01-IM5	7	0.421	11.742	167.743%	2.402	90.787%	2.12096	0.337
P-0011260-T01-IM5	11	0.497	16.851	153.191%	3.376	87.168%	1.59688	0.431
P-0011293-T01-IM5	37	0.634	43.737	118.208%	6.788	77.356%	1.06541	0.516
P-0011298-T01-IM5	6	0.474	9.583	159.717%	2.16	88.182%	1.90275	0.418
P-0011301-T02-IM5	4	0.276	7.243	181.075%	2.366	96.592%	2.48491	0.228
P-0011302-T01-IM5	20	0.775	20.285	101.425%	5.225	66.358%	0.80536	0.763
P-0011303-T01-IM5	16	0.543	22.565	141.031%	4.129	84.283%	1.39227	0.462
P-0011308-T01-IM5	3	0.235	5.447	181.567%	1.705	98.438%	2.97085	0.177
P-0011309-T01-IM5	1	0.045	1.98	198.0%	1.015	101.5%	4.58865	-0.001
P-0011311-T02-IM6	7	0.489	10.865	155.214%	2.31	87.31%	1.84142	0.424
P-0011323-T01-IM5	1	0.427	1.852	185.2%	0.939	93.9%	2.6045	0.456
P-0011326-T01-IM5	5	0.496	8.247	164.94%	1.967	87.967%	1.9087	0.47
P-0011327-T02-IM5	2	0.312	3.694	184.7%	1.347	95.247%	3.57552	0.284
P-0011331-T01-IM5	7	0.468	11.424	163.2%	2.95	88.946%	2.15983	0.433
P-0011333-T01-IM5	19	0.669	20.971	110.374%	3.566	74.356%	1.34086	0.583
P-0011342-T01-IM5	7	0.3	12.274	175.343%	2.864	95.467%	2.62219	0.191
P-0011389-T01-IM5	5	0.468	7.637	152.74%	1.978	88.459%	2.15699	0.42
P-0011395-T01-IM5	6	0.261	10.672	177.867%	2.399	97.939%	2.4765	0.145
P-0011412-T01-IM5	6	0.232	10.958	182.633%	2.408	98.306%	2.94584	0.09
P-0011413-T01-IM5	1	0.256	1.884	188.4%	0.967	96.7%	2.84794	0.237
P-0011450-T01-IM5	5	0.428	8.208	164.16%	2.021	90.382%	2.5923	0.372
P-0011453-T01-IM5	5	0.375	8.792	175.84%	2.076	92.842%	2.72149	0.31
P-0011461-T01-IM5	11	0.493	17.195	156.318%	3.378	87.22%	1.88964	0.422
P-0011471-T01-IM5	35	0.628	37.036	105.817%	6.085	77.91%	1.02364	0.484
P-0011499-T01-IM5	7	0.276	12.516	178.8%	2.558	96.683%	2.33242	0.126
P-0011504-T01-IM5	7	0.426	11.557	165.1%	2.394	90.485%	2.07301	0.342
P-0011517-T01-IM5	9	0.377	14.39	159.889%	3.082	92.926%	2.13269	0.273
P-0011535-T01-IM5	2	0.227	3.777	188.85%	1.377	97.369%	4.1671	0.178
P-0011541-T01-IM5	4	0.342	7.186	179.65%	1.881	94.05%	2.52452	0.284
P-0011543-T01-IM5	1	0.154	1.947	194.7%	0.988	98.8%	3.62293	0.117
P-0011547-T01-IM5	5	0.318	8.768	175.36%	2.126	95.078%	2.59013	0.233
P-0011559-T01-IM5	4	0.195	7.441	186.025%	1.988	99.4%	3.37945	0.098
P-0012000-T01-IM5	6	0.486	10.272	171.2%	2.845	89.967%	2.01668	0.504
P-0012001-T01-IM5	8	0.64	11.293	141.162%	2.502	79.12%	1.40333	0.621
P-0012008-T02-IM6	8	0.498	11.471	143.388%	2.461	87.009%	1.9843	0.426
P-0012027-T01-IM5	8	0.214	14.653	183.162%	3.128	98.916%	2.91946	0.049
P-0012043-T01-IM5	8	0.317	13.866	173.325%	2.698	95.389%	2.38106	0.171
P-0012049-T01-IM5	11	0.496	17.208	156.436%	3.59	87.07%	1.75938	0.434
P-0012055-T01-IM5	10	0.486	15.751	157.51%	3.292	87.982%	1.69577	0.431
P-0012056-T01-IM5	7	0.286	12.357	176.529%	2.556	96.608%	2.74435	0.15
P-0012059-T01-IM5	11	0.422	17.863	162.391%	3.955	90.734%	2.02293	0.349
P-0012061-T01-IM5	4	0.357	7.151	178.775%	1.872	93.6%	2.81228	0.304
P-0012063-T01-IM5	14	0.497	20.066	143.329%	3.471	86.775%	1.58935	0.371
P-0012064-T01-IM5	13	0.591	17.41	133.923%	3.138	81.023%	1.37409	0.517
P-0012065-T01-IM5	4	0.209	7.511	187.775%	1.963	98.15%	3.35877	0.095
P-0012076-T01-IM5	6	0.423	10.215	170.25%	2.227	90.917%	2.11526	0.359
P-0012079-T01-IM5	6	0.225	11.051	184.183%	2.407	98.265%	2.96913	0.069
P-0012082-T01-IM5	39	0.74	36.489	93.562%	6.571	68.883%	0.77562	0.691
P-0012083-T01-IM5	3	0.26	5.611	187.033%	1.673	96.591%	3.67565	0.194
P-0012088-T01-IM5	20	0.674	25.537	127.685%	5.937	75.4%	1.41162	0.651
P-0012090-T01-IM5	4	0.294	7.158	178.95%	1.916	95.8%	2.42871	0.221
P-0012098-T06-IM6	1	0.017	1.992	199.2%	1.021	102.1%	5.56162	-0.033
P-0012108-T01-IM5	4	0.457	6.732	168.3%	1.792	89.6%	2.25639	0.426
P-0012111-T01-IM5	2	0.314	3.692	184.6%	1.346	95.177%	3.50781	0.286
P-0012114-T03-IM6	2	0.171	3.781	189.05%	1.409	99.631%	4.68914	0.12
P-0012121-T01-IM5	7	0.618	10.031	143.3%	2.122	80.204%	1.78616	0.59
P-0012149-T03-IM6	1	0.397	1.821	182.1%	0.934	93.4%	2.41077	0.395
P-0012151-T01-IM5	2	0.342	3.665	183.25%	1.336	94.469%	2.59102	0.321
P-0012158-T01-IM5	6	0.558	9.882	164.7%	2.445	86.444%	1.76103	0.577
P-0012161-T01-IM5	4	0.161	7.617	190.425%	1.993	99.65%	3.66828	0.029
P-0012192-T02-IM5	12	0.514	16.6	138.333%	3.431	85.775%	1.5537	0.434
P-0012203-T01-IM5	19	0.541	26.021	136.953%	4.204	84.08%	1.32408	0.41
P-0012239-T01-IM5	3	0.352	5.173	172.433%	1.622	93.646%	2.61658	0.31
P-0012251-T01-IM5	2	0.051	3.957	197.85%	1.43	101.116%	4.59263	-0.066
P-0012261-T01-IM5	3	0.238	5.645	188.167%	1.683	97.168%	3.19431	0.162
P-0012273-T01-IM5	19	0.543	26.317	138.511%	4.379	84.274%	1.58392	0.43
P-0012287-T01-IM5	14	0.465	21.474	153.386%	3.757	88.553%	1.68516	0.342
P-0012306-T01-IM5	3	0.177	5.695	189.833%	1.716	99.073%	3.47922	0.088
P-0012308-T01-IM5	6	0.257	10.69	178.167%	2.402	98.061%	2.89338	0.14
P-0012341-T01-IM5	6	0.292	10.769	179.483%	2.348	95.857%	2.64742	0.167
P-0012373-T01-IM5	40	0.732	39.189	97.972%	5.625	68.213%	0.88046	0.622
P-0012387-T01-IM5	3	0.297	5.465	182.167%	1.654	95.494%	2.65577	0.243
P-0012392-T01-IM5	1	0.427	1.852	185.2%	0.939	93.9%	2.6045	0.456
P-0012393-T01-IM5	2	0.547	3.3	165.0%	1.227	86.762%	1.79724	0.546
P-0012427-T01-IM5	5	0.308	9.081	181.62%	2.517	95.134%	2.49656	0.245
P-0012430-T01-IM5	8	0.532	12.227	152.838%	2.409	85.171%	1.77353	0.473
P-0012436-T01-IM5	3	0.243	5.579	185.967%	1.682	97.11%	2.77512	0.174
P-0012437-T01-IM5	5	0.265	9.111	182.22%	2.161	96.643%	2.834	0.154
P-0012439-T01-IM5	5	0.488	7.956	159.12%	1.958	87.564%	1.94465	0.446
P-0012449-T03-IM6	7	0.453	11.399	162.843%	2.361	89.237%	2.02714	0.38
P-0012456-T01-IM5	6	0.207	10.926	182.1%	3.417	98.64%	2.82743	0.136
P-0012458-T01-IM5	3	0.308	5.54	184.667%	1.651	95.321%	2.97885	0.263
P-0012476-T02-IM6	12	0.465	18.11	150.917%	3.542	88.55%	1.9864	0.368
P-0012514-T01-IM5	12	0.418	18.655	155.458%	3.644	91.1%	1.84171	0.305
P-0012525-T01-IM5	1	0.065	1.977	197.7%	1.004	100.4%	4.47863	0.007
P-0012540-T01-IM5	26	0.629	30.186	116.1%	4.664	77.733%	1.0442	0.499
P-0012545-T01-IM5	11	0.526	16.194	147.218%	2.822	85.087%	1.60351	0.428
P-0012569-T01-IM5	6	0.509	9.851	164.183%	2.143	87.488%	1.8128	0.486
P-0012574-T01-IM5	3	0.164	5.717	190.567%	1.722	99.42%	3.57695	0.071
P-0012577-T01-IM5	1	0.215	1.903	190.3%	0.977	97.7%	3.02572	0.19
P-0012580-T01-IM5	6	0.458	10.342	172.367%	2.532	89.52%	2.21415	0.422
P-0012588-T01-IM5	5	0.501	7.577	151.54%	2.298	86.856%	2.15175	0.472
P-0012592-T01-IM5	1	0.256	1.884	188.4%	0.967	96.7%	2.84794	0.237
P-0012593-T01-IM5	7	0.187	12.891	184.157%	2.993	99.767%	2.99574	0.041
P-0012594-T02-IM6	2	0.352	3.704	185.2%	1.339	94.682%	2.62852	0.352
P-0012595-T01-IM5	2	0.15	3.874	193.7%	1.401	99.066%	3.48499	0.071
P-0012596-T01-IM5	2	0.18	3.848	192.4%	1.392	98.429%	3.32026	0.113
P-0012598-T01-IM5	2	0.289	3.631	181.55%	1.355	95.813%	2.41144	0.253
P-0012602-T01-IM5	4	0.239	7.439	185.975%	1.945	97.25%	2.75225	0.138
P-0012647-T01-IM5	3	0.16	5.76	192.0%	2.212	98.924%	3.2822	0.098
P-0012649-T02-IM6	5	0.648	7.487	149.74%	1.799	80.454%	1.54916	0.653
P-0012658-T01-IM5	2	0.231	3.705	185.25%	1.382	97.722%	2.65865	0.188
P-0012664-T01-IM5	2	0.131	3.89	194.5%	1.406	99.419%	3.69117	0.044
P-0012679-T01-IM5	3	0.619	4.545	151.5%	1.416	81.753%	1.461	0.614
P-0012684-T01-IM5	33	0.617	36.791	111.488%	5.845	78.814%	1.05911	0.47
P-0012696-T01-IM5	2	0.081	3.952	197.6%	1.998	99.9%	4.425	0.014
P-0012729-T01-IM5	6	0.391	10.247	170.783%	2.255	92.06%	2.4315	0.31
P-0012730-T01-IM5	16	0.386	25.733	160.831%	4.72	92.567%	1.89179	0.239
P-0012746-T01-IM5	9	0.446	14.757	163.967%	2.97	89.549%	2.00389	0.364
P-0012778-T01-IM5	1	0.24	1.891	189.1%	0.971	97.1%	2.91318	0.219
P-0012782-T01-IM5	1	0.215	1.903	190.3%	0.977	97.7%	3.02572	0.19
P-0012788-T01-IM5	2	0.234	3.803	190.15%	1.375	97.227%	3.03433	0.188
P-0012811-T01-IM5	3	0.333	5.503	183.433%	1.64	94.685%	2.5572	0.299
P-0012817-T01-IM5	36	0.657	39.732	110.367%	6.223	75.465%	1.03692	0.54
P-0012833-T01-IM5	18	0.681	22.253	123.628%	3.945	74.553%	1.17283	0.638
P-0012837-T01-IM5	1	0.046	1.984	198.4%	1.007	100.7%	4.82412	-0.017
P-0012849-T01-IM5	10	0.535	14.642	146.42%	3.172	84.775%	1.69494	0.482
P-0012850-T02-IM6	4	0.183	7.576	189.4%	2.451	100.062%	3.52511	0.123
P-0012854-T01-IM5	2	0.188	3.759	187.95%	1.401	99.066%	3.86689	0.139
P-0012866-T01-IM5	5	0.142	9.523	190.46%	2.255	100.847%	3.27393	-0.019
P-0012875-T01-IM5	13	0.547	17.67	135.923%	3.022	83.815%	1.55362	0.436
P-0012879-T01-IM5	7	0.402	11.84	169.143%	2.747	91.567%	1.97926	0.333
P-0012888-T01-IM5	9	0.582	12.728	141.422%	2.944	81.652%	1.47556	0.543
P-0012890-T01-IM5	6	0.308	10.7	178.333%	2.333	95.244%	2.343	0.191
P-0012894-T01-IM5	2	0.112	3.891	194.55%	1.418	100.268%	3.89131	0.033
P-0012908-T01-IM5	5	0.502	8.226	164.52%	1.962	87.743%	1.89289	0.477
P-0012913-T01-IM5	11	0.611	14.271	129.736%	2.628	79.237%	1.39088	0.541
P-0012919-T01-IM5	7	0.503	10.836	154.8%	2.593	86.433%	2.85847	0.457
P-0012922-T01-IM5	5	0.499	7.479	149.58%	1.938	86.67%	2.11458	0.456
P-0012951-T01-IM5	18	0.559	24.681	137.117%	4.398	83.114%	1.2724	0.47
P-0012993-T01-IM5	5	0.484	8.292	165.84%	1.979	88.504%	1.9374	0.452
P-0013004-T01-IM5	12	0.65	16.587	138.225%	3.498	78.218%	1.37174	0.629
P-0013016-T02-IM6	9	0.349	15.112	167.911%	2.831	94.367%	2.14275	0.204
P-0013046-T01-IM5	9	0.335	15.403	171.144%	2.842	94.733%	2.18492	0.175
P-0013056-T01-IM5	1	0.154	1.947	194.7%	0.988	98.8%	3.62293	0.117
P-0013142-T01-IM5	15	0.518	22.275	148.5%	3.73	85.572%	1.7788	0.406
P-0013143-T01-IM5	2	0.513	3.345	167.25%	1.245	88.035%	1.89964	0.507
