Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
P-0040107-T01-IM6	5.53E-01	6.73E-01	4.49E-01	2.61E-02	5.80E-01	4.97E-01
P-0040121-T01-IM6	5.23E-01	6.80E-01	5.56E-01	2.10E-01	7.35E-01	7.80E-01
P-0040182-T01-IM6	4.12E-01	6.36E-01	4.80E-01	1.65E-01	6.18E-01	5.19E-01
P-0040250-T01-IM6	6.45E-01	7.04E-01	4.04E-01	1.25E-01	4.40E-01	2.90E-01
P-0040355-T01-IM6	4.51E-01	5.19E-01	3.46E-01	4.55E-02	4.19E-01	4.37E-01
P-0040373-T01-IM6	6.25E-01	6.21E-01	5.51E-01	1.26E-01	6.59E-01	6.27E-01
P-0040484-T01-IM6	4.38E-01	4.38E-01	3.06E-01	2.23E-02	3.13E-01	1.64E-01
P-0040678-T01-IM6	5.91E-01	5.80E-01	3.46E-01	0.00E+00	4.10E-01	2.88E-01
P-0040787-T01-IM6	4.85E-01	8.14E-01	1.87E+00	1.75E+00	2.92E-01	3.01E-01
P-0041005-T01-IM6	7.18E-01	9.31E-01	7.48E-01	0.00E+00	9.22E-01	7.96E-01
P-0041144-T01-IM6	5.87E-01	7.47E-01	7.30E-01	7.02E-02	6.72E-01	5.62E-01
P-0041213-T01-IM6	3.67E-01	5.54E-01	4.95E-01	3.71E-02	4.51E-01	1.68E-01
P-0041436-T01-IM6	6.51E-01	6.51E-01	5.81E-01	1.49E-01	6.12E-01	5.50E-01
P-0041542-T01-IM6	5.51E-01	4.38E-01	4.11E-01	2.94E-01	1.28E-01	1.80E-01
P-0041648-T01-IM6	7.40E-01	8.26E-01	6.35E-01	2.18E-01	6.30E-01	3.25E-01
P-0041855-T01-IM6	7.09E-01	9.36E-01	1.14E+00	2.98E-01	9.64E-01	7.73E-01
P-0041986-T01-IM6	5.52E-01	4.80E-01	4.51E-01	0.00E+00	5.46E-01	5.34E-01
P-0042503-T01-IM6	4.91E-01	5.33E-01	5.04E-01	1.35E-01	5.43E-01	5.59E-01
P-0042615-T01-IM6	6.05E-01	5.32E-01	3.66E-01	1.69E-01	3.63E-01	2.53E-01
P-0042737-T01-IM6	5.94E-01	6.51E-01	4.39E-01	9.03E-02	5.26E-01	2.93E-01
P-0042880-T01-IM6	4.21E-01	4.46E-01	4.00E-01	2.41E-01	4.32E-01	2.57E-01
P-0043005-T01-IM6	8.14E-01	8.13E-01	6.76E-01	2.86E-01	5.47E-01	3.97E-01
P-0043052-T01-IM6	7.70E-01	9.41E-01	8.80E-01	0.00E+00	8.91E-01	5.59E-01
P-0043087-T01-IM6	8.31E-01	9.60E-01	5.86E-01	1.00E-02	7.17E-01	8.58E-01
P-0043095-T01-IM6	6.41E-01	6.02E-01	5.27E-01	2.15E-01	7.70E-01	7.21E-01
P-0043154-T01-IM6	5.91E-01	4.11E-01	5.85E-01	1.72E-01	6.45E-01	3.75E-01
P-0043169-T01-IM6	2.09E-01	3.78E-01	3.82E-01	0.00E+00	4.32E-01	4.23E-01
P-0043595-T01-IM6	6.43E-01	6.97E-01	5.41E-01	0.00E+00	6.84E-01	4.60E-01
P-0043599-T01-IM6	4.43E-01	4.92E-01	8.05E-01	1.78E-01	4.33E-01	7.44E-01
P-0043781-T01-IM6	3.17E-01	4.04E-01	7.15E-01	6.31E-02	5.70E-01	7.73E-01
P-0043907-T01-IM6	5.57E-01	4.51E-01	4.33E-01	0.00E+00	4.62E-01	4.37E-01
P-0044184-T01-IM6	5.62E-01	7.98E-01	7.29E-01	0.00E+00	7.67E-01	4.48E-01
P-0044217-T01-IM6	3.44E-01	3.96E-01	2.64E-01	0.00E+00	3.19E-01	3.52E-01
P-0044329-T01-IM6	6.02E-01	7.72E-01	5.42E-01	0.00E+00	6.16E-01	5.60E-01
P-0044371-T01-IM6	6.20E-01	7.61E-01	9.57E-01	6.14E-02	6.39E-01	1.15E+00
P-0044406-T01-IM6	5.16E-01	3.40E-01	4.94E-01	3.00E-02	5.92E-01	5.77E-01
P-0044484-T01-IM6	5.34E-01	5.88E-01	3.90E-01	2.36E-01	3.51E-01	3.78E-01
P-0044540-T01-IM6	5.66E-01	6.90E-01	5.32E-01	2.98E-01	5.38E-01	5.65E-01
P-0044544-T01-IM6	4.52E-01	5.01E-01	4.30E-01	0.00E+00	4.97E-01	5.24E-01
P-0044576-T01-IM6	3.89E-01	3.04E-01	5.06E-01	1.59E-01	4.75E-01	5.20E-01
P-0044645-T01-IM6	9.98E-01	1.08E+00	3.89E-01	1.65E-01	3.51E-01	2.88E-01
P-0044666-T01-IM6	6.12E-01	7.03E-01	3.79E-01	0.00E+00	2.67E-01	3.08E-01
P-0044791-T01-IM6	5.99E-01	6.92E-01	5.05E-01	0.00E+00	5.14E-01	4.00E-01
P-0044805-T01-IM6	4.25E-01	3.96E-01	3.46E-01	2.22E-01	3.19E-01	3.17E-01
P-0044833-T01-IM6	6.68E-01	8.58E-01	6.43E-01	1.83E-01	7.66E-01	3.65E-01
P-0044858-T01-IM6	3.97E-01	1.47E-01	2.12E-01	1.31E-01	2.45E-01	3.84E-01
P-0045009-T01-IM6	5.01E-01	5.40E-01	3.73E-01	7.74E-02	3.66E-01	2.04E-01
P-0045111-T01-IM6	5.89E-01	5.71E-01	5.73E-01	2.08E-01	6.99E-01	5.66E-01
P-0045223-T01-IM6	2.31E-01	3.36E-01	2.74E-01	1.75E-01	3.11E-01	4.80E-01
P-0045253-T01-IM6	6.09E-01	4.32E-01	3.52E-01	0.00E+00	5.31E-01	5.74E-01
P-0045320-T01-IM6	4.79E-01	4.47E-01	3.66E-01	2.09E-01	4.08E-01	3.44E-01
P-0045366-T01-IM6	4.78E-01	5.53E-01	5.45E-01	0.00E+00	4.84E-01	5.55E-01
P-0045460-T01-IM6	3.77E-01	3.83E-01	3.89E-01	8.30E-02	6.01E-01	4.78E-01
P-0045471-T01-IM6	2.57E-01	4.80E-01	3.63E-01	1.58E-01	3.54E-01	4.68E-01
P-0045547-T01-IM6	2.60E-01	3.44E-01	2.49E-01	1.43E-01	3.31E-01	2.21E-01
P-0045569-T01-IM6	6.96E-01	8.50E-01	5.46E-01	0.00E+00	6.36E-01	5.38E-01
P-0045713-T01-IM6	4.08E-01	1.43E-01	4.11E-01	6.21E-02	3.95E-01	3.90E-01
P-0045823-T01-IM6	5.73E-01	7.16E-01	4.44E-01	1.50E-01	6.05E-01	3.62E-01
P-0045984-T01-IM6	6.68E-01	6.62E-01	5.74E-01	2.18E-01	3.29E-01	2.74E-01
P-0046035-T01-IM6	4.21E-01	2.80E-01	3.17E-01	1.74E-01	3.33E-01	3.55E-01
P-0046229-T01-IM6	4.36E-01	4.59E-01	6.23E-01	1.25E-01	5.67E-01	5.14E-01
P-0046266-T01-IM6	4.64E-01	4.86E-01	6.66E-01	4.08E-02	7.60E-01	5.68E-01
P-0046311-T01-IM6	4.20E-01	4.41E-01	3.89E-01	2.94E-01	3.48E-01	2.16E-01
P-0046312-T01-IM6	4.97E-01	4.67E-01	2.69E-01	1.29E-01	3.16E-01	1.78E-01
P-0046394-T01-IM6	5.38E-01	4.84E-01	4.38E-01	1.18E-01	3.92E-01	3.41E-01
P-0046492-T01-IM6	5.40E-01	4.68E-01	4.97E-01	1.96E-01	4.85E-01	3.17E-01
P-0046698-T01-IM6	1.06E+00	1.32E+00	9.11E-01	0.00E+00	8.80E-01	5.50E-01
P-0046738-T01-IM6	4.64E-01	6.11E-01	3.27E-01	5.37E-02	3.84E-01	1.33E-01
P-0046739-T01-IM6	5.39E-01	5.56E-01	2.61E-01	0.00E+00	4.09E-01	3.80E-01
P-0046759-T01-IM6	5.92E-01	5.74E-01	3.16E-01	1.59E-01	4.42E-01	4.77E-01
P-0046843-T01-IM6	5.78E-01	4.39E-01	5.53E-01	0.00E+00	7.67E-01	8.95E-01
P-0046954-T01-IM6	1.00E-01	1.60E-01	3.27E-01	6.86E-02	3.56E-01	3.27E-01
P-0047056-T01-IM6	7.53E-01	8.96E-01	7.43E-01	0.00E+00	9.05E-01	8.10E-01
P-0047121-T01-IM6	3.96E-01	3.78E-01	2.69E-01	0.00E+00	2.12E-01	2.99E-01
P-0047196-T01-IM6	5.78E-01	6.53E-01	4.33E-01	0.00E+00	4.11E-01	2.62E-01
P-0047599-T01-IM6	9.65E-01	8.96E-01	7.08E-01	0.00E+00	6.79E-01	4.00E-01
P-0047601-T01-IM6	3.61E-01	5.05E-01	4.72E-01	5.20E-02	4.81E-01	4.72E-01
P-0047632-T01-IM6	5.69E-01	7.43E-01	4.07E-01	5.25E-02	5.73E-01	4.26E-01
P-0047822-T01-IM6	5.21E-01	7.28E-01	6.15E-01	2.97E-02	7.72E-01	5.27E-01
P-0047850-T01-IM6	5.71E-01	5.23E-01	4.52E-01	0.00E+00	4.53E-01	4.15E-01
P-0047862-T01-IM6	5.64E-01	5.60E-01	5.12E-01	2.00E-02	5.30E-01	3.78E-01
P-0047886-T01-IM6	5.19E-01	5.22E-01	4.49E-01	1.97E-01	6.46E-01	6.95E-01
P-0048082-T01-IM6	5.96E-01	1.81E-01	5.43E-01	4.45E-02	5.25E-01	4.61E-01
P-0048215-T01-IM6	8.86E-01	2.84E+00	9.64E+00	8.47E+00	1.44E+00	1.04E+00
P-0048221-T01-IM6	8.27E-01	1.03E+00	6.99E-01	2.23E-02	7.99E-01	5.36E-01
P-0048257-T01-IM6	3.86E-01	4.48E-01	4.16E-01	2.48E-01	5.55E-01	5.39E-01
P-0048271-T01-IM6	3.85E-01	2.37E-01	3.65E-01	0.00E+00	2.81E-01	1.86E-01
P-0048660-T01-IM6	3.53E-01	3.02E-01	2.80E-01	0.00E+00	3.29E-01	3.85E-01
P-0048893-T01-IM6	5.43E-01	4.76E-01	4.72E-01	2.15E-01	5.40E-01	4.74E-01
P-0049064-T01-IM6	5.28E-01	5.81E-01	6.35E-01	1.13E-01	6.40E-01	7.14E-01
P-0049202-T01-IM6	2.99E-01	7.18E-01	2.74E+00	2.60E+00	4.61E-01	1.41E-01
P-0049359-T01-IM6	4.21E-01	1.66E-01	3.12E-01	0.00E+00	3.98E-01	4.31E-01
P-0049376-T01-IM6	4.84E-01	4.10E-01	4.11E-01	4.69E-02	5.81E-01	5.53E-01
P-0049486-T01-IM6	3.94E-01	5.00E-01	2.12E-01	0.00E+00	2.68E-01	3.44E-01
P-0049600-T01-IM6	3.65E-01	4.19E-01	2.26E-01	0.00E+00	3.31E-01	1.42E-01
P-0049633-T01-IM6	3.81E-01	4.55E-01	3.90E-01	0.00E+00	5.10E-01	4.96E-01
P-0049661-T01-IM6	5.53E-01	5.85E-01	5.15E-01	2.00E-02	5.05E-01	2.35E-01
P-0049762-T01-IM6	5.72E-01	5.25E-01	4.39E-01	2.58E-01	4.36E-01	2.56E-01
P-0049970-T01-IM6	6.24E-01	5.67E-01	4.30E-01	2.95E-01	6.80E-01	6.14E-01
P-0050263-T01-IM6	4.72E-01	6.90E-01	6.27E+00	5.93E+00	2.86E-01	4.34E-01
P-0050266-T01-IM6	5.09E-01	4.71E-01	8.14E-01	1.96E-01	7.32E-01	6.56E-01
