Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0006339-T01-IM5	68	0.873	49.144	72.271%	12.74	49.515%	0.61357	0.863
P-0006407-T01-IM5	41	0.906	27.557	67.212%	5.142	42.411%	0.61851	0.893
P-0006423-T01-IM5	11	0.853	8.283	75.3%	2.508	52.295%	1.29094	0.843
P-0006476-T01-IM5	13	0.62	16.423	126.331%	3.762	78.443%	1.53983	0.578
P-0006488-T01-IM5	12	0.565	16.149	134.575%	6.822	82.729%	1.53683	0.551
P-0006541-T02-IM5	33	0.826	29.575	89.621%	5.282	57.291%	1.01691	0.797
P-0006621-T01-IM5	79	0.918	44.604	56.461%	10.896	42.574%	0.63218	0.91
P-0006624-T01-IM5	19	0.901	10.84	57.053%	3.106	43.493%	1.16186	0.892
P-0006719-T01-IM5	40	0.868	31.695	79.238%	5.477	50.853%	0.91448	0.845
P-0006731-T01-IM5	17	0.902	9.782	57.541%	2.834	43.218%	0.73256	0.895
P-0006796-T01-IM5	36	0.867	28.49	79.139%	4.986	49.86%	0.65381	0.845
P-0006845-T01-IM5	6	0.416	9.42	157.0%	2.573	90.969%	1.99029	0.364
P-0006952-T01-IM5	21	0.794	17.001	80.957%	4.277	61.1%	0.95949	0.77
P-0006973-T01-IM5	12	0.871	9.288	77.4%	2.637	49.835%	0.97074	0.864
P-0007142-T01-IM5	5	0.572	5.649	112.98%	1.893	84.658%	2.33365	0.542
P-0007232-T02-IM6	4	0.377	5.998	149.95%	2.106	105.3%	6.20101	0.346
P-0007238-T01-IM5	2	0.383	3.457	172.85%	1.307	92.419%	2.84729	0.359
P-0007281-T01-IM5	12	0.681	12.832	106.933%	2.931	73.275%	1.4009	0.639
P-0007492-T01-IM5	4	0.728	4.741	118.525%	1.689	68.953%	2.0897	0.72
P-0007517-T01-IM5	6	0.677	6.508	108.467%	1.812	73.975%	1.55443	0.651
P-0007544-T01-IM5	58	0.894	36.512	62.952%	7.841	44.824%	0.48004	0.879
P-0007561-T01-IM5	33	0.871	26.489	80.27%	5.038	49.166%	0.70711	0.855
P-0007736-T01-IM5	11	0.684	11.76	106.909%	3.2	73.413%	1.43726	0.657
P-0007810-T02-IM5	47	0.931	28.194	59.987%	5.569	37.805%	0.71491	0.924
P-0007876-T01-IM5	39	0.85	31.946	81.913%	7.542	53.464%	1.00378	0.836
P-0007918-T01-IM5	60	0.896	37.238	62.063%	9.43	47.388%	0.64617	0.886
P-0007970-T01-IM5	13	0.8	11.308	86.985%	3.453	69.06%	6.26501	0.787
P-0007980-T01-IM5	11	0.858	8.402	76.382%	2.669	51.365%	0.64866	0.851
P-0007986-T01-IM5	7	0.521	9.498	135.686%	2.574	85.8%	1.73056	0.479
P-0008009-T01-IM5	11	0.754	9.907	90.064%	3.01	65.684%	0.77764	0.736
P-0008028-T01-IM5	4	0.26	7.431	185.775%	2.374	96.918%	3.14644	0.208
P-0008050-T01-IM5	1	0.031	1.992	199.2%	1.004	100.4%	5.49453	-0.078
P-0008080-T01-IM5	52	0.896	36.48	70.154%	7.756	44.484%	0.66353	0.885
P-0008228-T01-IM5	46	0.96	20.525	44.62%	4.458	28.897%	0.38431	0.956
P-0008246-T02-IM5	82	0.942	36.101	44.026%	10.018	33.809%	0.36156	0.937
P-0008360-T01-IM5	8	0.742	8.412	105.15%	2.512	67.136%	1.87744	0.727
P-0008403-T01-IM5	23	0.801	18.368	79.861%	5.37	60.417%	0.71579	0.785
P-0008434-T01-IM5	54	0.921	27.181	50.335%	7.56	42.262%	0.52035	0.914
P-0008445-T01-IM5	8	0.675	8.381	104.762%	2.423	76.622%	2.17234	0.649
P-0008450-T01-IM5	1	0.122	1.968	196.8%	0.993	99.3%	4.14164	0.067
P-0008490-T01-IM5	7	0.768	7.402	105.743%	2.322	64.401%	1.35486	0.758
P-0008492-T02-IM5	3	0.25	5.552	185.067%	1.679	96.937%	3.10568	0.183
P-0008557-T02-IM5	53	0.901	32.614	61.536%	8.063	47.429%	0.67541	0.892
P-0008659-T01-IM5	8	0.48	11.21	140.125%	2.841	89.84%	2.36481	0.428
P-0008728-T01-IM5	43	0.86	29.918	69.577%	7.936	69.873%	0.91505	0.849
P-0008733-T01-IM5	7	0.405	11.093	158.471%	2.436	92.072%	2.25402	0.321
P-0008857-T01-IM5	51	0.944	25.843	50.673%	6.0	34.469%	0.53391	0.939
P-0008859-T01-IM5	1	0.097	1.975	197.5%	0.996	99.6%	4.36635	0.028
P-0008912-T01-IM5	12	0.792	10.466	87.217%	2.29	61.203%	1.02242	0.764
P-0008942-T01-IM5	37	0.937	18.427	49.803%	4.418	35.037%	0.61743	0.931
P-0008946-T01-IM5	16	0.806	11.978	74.862%	3.851	59.422%	0.73783	0.792
P-0008963-T01-IM5	9	0.54	11.969	132.989%	2.797	84.333%	1.56717	0.483
P-0008974-T01-IM5	36	0.855	29.699	82.497%	5.259	52.59%	0.79593	0.831
P-0008997-T01-IM5	67	0.938	39.068	58.31%	8.681	35.411%	0.74268	0.933
P-0008999-T01-IM5	13	0.78	12.87	99.0%	3.705	62.626%	1.39842	0.766
P-0009072-T01-IM5	6	0.766	6.722	112.033%	2.254	65.067%	1.54176	0.758
P-0009105-T01-IM5	36	0.884	22.183	61.619%	6.147	56.588%	0.7396	0.875
P-0009108-T01-IM5	43	0.842	31.888	74.158%	7.255	54.843%	0.785	0.821
P-0009148-T01-IM5	12	0.672	14.515	120.958%	3.63	74.097%	1.5046	0.644
P-0009177-T01-IM5	7	0.702	7.526	107.514%	2.137	71.233%	1.22613	0.68
P-0009180-T01-IM5	2	0.162	3.559	177.95%	1.577	111.511%	4.5654	0.136
P-0009189-T01-IM5	77	0.867	56.356	73.19%	11.862	49.816%	0.56375	0.849
P-0009245-T01-IM5	28	0.835	22.821	81.504%	5.007	55.98%	0.92483	0.815
P-0009292-T01-IM5	8	0.477	11.685	146.062%	2.894	91.516%	2.41001	0.427
P-0009308-T01-IM5	1	0.092	1.976	197.6%	0.997	99.7%	4.42305	0.019
P-0009311-T01-IM5	31	0.883	24.526	79.116%	4.379	46.948%	0.67343	0.867
P-0009324-T02-IM5	23	0.83	19.868	86.383%	4.566	57.526%	1.26734	0.814
P-0009349-T01-IM5	40	0.863	31.46	78.65%	6.712	50.594%	0.65169	0.847
P-0009412-T01-IM5	1	0.031	1.992	199.2%	1.004	100.4%	5.49453	-0.078
P-0009527-T01-IM5	15	0.87	9.626	64.173%	2.585	51.7%	1.20097	0.858
P-0009538-T01-IM5	9	0.803	7.041	78.233%	1.979	59.669%	1.07735	0.784
P-0009589-T01-IM5	1	0.078	1.98	198.0%	0.998	99.8%	4.58557	-0.003
P-0009697-T01-IM5	3	0.319	4.967	165.567%	1.685	97.284%	3.41365	0.281
P-0009736-T01-IM5	16	0.888	9.788	61.175%	2.705	46.39%	0.58712	0.878
P-0009744-T01-IM5	19	0.815	16.246	85.505%	3.372	58.699%	0.82247	0.789
P-0009747-T01-IM5	28	0.874	18.627	66.525%	6.136	49.445%	0.58028	0.867
P-0009752-T01-IM5	257	0.933	107.407	41.793%	33.352	36.431%	0.21514	0.927
P-0009855-T01-IM5	3	0.292	5.475	182.5%	1.656	95.609%	2.62958	0.236
P-0009950-T01-IM5	72	0.903	48.925	67.951%	11.348	43.264%	0.60414	0.894
P-0010008-T01-IM5	7	0.406	11.634	166.2%	2.745	91.5%	2.18486	0.34
P-0010115-T01-IM5	57	0.795	42.885	75.237%	12.498	65.779%	0.64398	0.775
P-0010140-T02-IM5	2	0.096	3.929	196.45%	1.413	99.914%	4.1994	-0.026
P-0010232-T01-IM5	16	0.782	14.897	93.106%	3.212	62.993%	1.0544	0.754
P-0010249-T01-IM5	20	0.774	17.716	88.58%	4.217	63.574%	1.09395	0.747
P-0010340-T01-IM5	58	0.939	30.132	51.952%	6.941	34.363%	0.41479	0.933
P-0010495-T01-IM5	5	0.493	7.078	141.56%	2.312	87.385%	1.83572	0.463
P-0010596-T02-IM6	32	0.931	16.843	52.634%	4.508	37.056%	0.60591	0.925
P-0010605-T01-IM5	1	0.542	1.524	152.4%	0.847	84.7%	1.43484	0.536
P-0010670-T01-IM5	15	0.681	12.862	85.747%	4.122	74.033%	0.9331	0.65
P-0010726-T01-IM5	95	0.934	35.543	37.414%	12.357	36.203%	0.35769	0.929
P-0010805-T01-IM5	19	0.7	18.67	98.263%	5.593	71.611%	1.00265	0.676
P-0010818-T01-IM5	15	0.921	9.442	62.947%	2.561	41.009%	0.63938	0.917
P-0010847-T02-IM6	20	0.829	16.55	82.75%	4.201	56.138%	1.12443	0.813
P-0010848-T01-IM5	14	0.875	8.803	62.879%	2.566	48.493%	0.65767	0.864
P-0010915-T01-IM5	19	0.605	23.375	123.026%	5.048	80.833%	1.37706	0.551
P-0010937-T01-IM5	37	0.938	17.232	46.573%	4.582	40.342%	0.67622	0.933
P-0010975-T01-IM5	3	0.273	5.442	181.4%	1.671	96.475%	2.97277	0.215
P-0011047-T01-IM5	37	0.896	26.002	70.276%	5.824	45.34%	0.73979	0.885
P-0011081-T01-IM5	12	0.713	13.562	113.017%	3.3	70.356%	0.99433	0.688
P-0011216-T01-IM5	20	0.85	13.417	67.085%	3.607	57.032%	1.21515	0.835
P-0011269-T01-IM5	33	0.861	21.253	64.403%	6.099	54.12%	0.66666	0.849
P-0011297-T01-IM5	6	0.752	7.071	117.85%	2.321	67.001%	1.45655	0.743
P-0011467-T01-IM5	67	0.856	41.599	62.088%	12.874	51.998%	0.53321	0.843
P-0011476-T01-IM5	7	0.757	7.606	108.657%	2.365	65.593%	1.79937	0.746
P-0011594-T01-IM5	13	0.824	11.699	89.992%	3.541	56.701%	1.26754	0.815
P-0012080-T01-IM5	28	0.915	16.005	57.161%	4.183	40.251%	0.47608	0.908
P-0012119-T01-IM5	16	0.887	10.876	67.975%	3.075	46.357%	0.72221	0.879
P-0012194-T01-IM5	37	0.908	20.648	55.805%	5.39	43.017%	0.4723	0.9
P-0012315-T01-IM5	14	0.886	9.446	67.471%	3.121	48.158%	0.93958	0.881
P-0012361-T01-IM5	45	0.86	34.585	76.856%	7.834	51.103%	0.74297	0.845
P-0012407-T01-IM5	25	0.828	21.022	84.088%	4.986	56.097%	0.67888	0.811
P-0012408-T01-IM5	17	0.742	17.994	105.847%	3.558	68.474%	1.46728	0.705
P-0012420-T01-IM5	13	0.725	14.277	109.823%	3.663	70.494%	1.74187	0.703
P-0012446-T01-IM5	29	0.864	22.144	76.359%	5.352	50.347%	0.69733	0.852
P-0012529-T01-IM5	10	0.806	7.394	73.94%	2.088	60.275%	1.10488	0.786
P-0012550-T01-IM5	59	0.911	35.151	59.578%	8.803	48.096%	0.57275	0.904
P-0012551-T01-IM5	12	0.738	11.254	93.783%	2.926	73.15%	1.87835	0.712
P-0012780-T01-IM5	7	0.226	12.906	184.371%	2.597	98.157%	2.80717	0.025
P-0012783-T01-IM5	21	0.845	17.924	85.352%	4.317	53.546%	1.10406	0.833
P-0012856-T01-IM5	40	0.938	21.647	54.117%	4.729	37.622%	0.69369	0.932
P-0012860-T01-IM5	103	0.953	44.098	42.814%	11.012	30.298%	0.3046	0.949
P-0012865-T01-IM5	47	0.87	30.807	65.547%	8.512	52.487%	0.92961	0.859
P-0012884-T01-IM5	2	0.305	3.636	181.8%	1.347	95.247%	2.66047	0.271
P-0012924-T01-IM5	1	0.037	1.99	199.0%	1.004	100.4%	5.34142	-0.069
P-0012968-T01-IM5	10	0.726	11.641	116.41%	2.587	69.14%	1.29604	0.7
P-0012999-T01-IM5	21	0.869	16.863	80.3%	4.675	50.121%	1.10565	0.861
P-0013025-T01-IM5	14	0.86	11.602	82.871%	3.004	51.518%	1.03241	0.851
P-0013111-T01-IM5	21	0.796	19.269	91.757%	3.762	61.847%	1.29404	0.765
P-0013166-T01-IM5	45	0.905	28.526	63.391%	7.419	42.762%	0.48361	0.897
P-0013180-T01-IM5	13	0.841	9.977	76.746%	2.723	54.46%	1.1293	0.829
P-0013232-T01-IM5	48	0.914	26.831	55.898%	7.0	40.825%	0.51567	0.906
P-0013274-T01-IM5	8	0.824	7.809	97.612%	2.54	56.796%	1.90723	0.817
P-0013318-T01-IM5	8	0.344	13.557	169.462%	2.67	94.399%	2.26838	0.215
P-0013341-T01-IM5	20	0.756	17.913	89.565%	5.244	65.55%	0.91056	0.737
P-0013343-T01-IM5	19	0.693	21.192	111.537%	4.268	72.142%	1.00966	0.647
P-0013356-T01-IM5	31	0.861	19.754	63.723%	5.129	52.077%	0.56207	0.844
P-0013383-T01-IM5	47	0.888	31.766	67.587%	8.144	46.48%	0.66196	0.879
P-0013389-T01-IM5	8	0.509	12.268	153.35%	3.222	86.112%	1.89439	0.471
P-0013413-T01-IM5	26	0.846	22.217	85.45%	5.114	53.317%	0.82099	0.832
P-0013448-T01-IM5	11	0.748	11.698	106.345%	3.205	66.829%	2.20287	0.732
P-0013451-T01-IM5	4	0.38	5.987	149.675%	2.187	109.35%	4.70541	0.352
P-0013481-T01-IM5	12	0.822	8.819	73.492%	2.59	57.914%	0.98026	0.807
P-0013525-T01-IM5	10	0.837	7.669	76.69%	2.329	54.895%	0.9908	0.825
P-0013596-T01-IM5	13	0.565	16.695	128.423%	4.159	83.18%	1.88607	0.52
P-0013598-T01-IM5	20	0.745	19.573	97.865%	4.855	68.66%	1.38935	0.72
P-0013659-T01-IM5	10	0.682	11.927	119.27%	2.331	73.713%	1.26967	0.637
P-0013679-T01-IM5	21	0.715	22.73	108.238%	5.408	72.921%	1.58156	0.686
P-0013765-T01-IM5	8	0.7	7.883	98.538%	2.474	71.418%	1.23523	0.679
P-0013910-T01-IM5	25	0.769	24.261	97.044%	6.64	64.191%	1.2273	0.752
P-0014047-T03-IM6	22	0.817	18.802	85.464%	4.242	57.726%	0.91085	0.796
P-0014137-T01-IM5	25	0.899	15.446	61.784%	4.321	43.873%	0.6993	0.891
P-0014148-T01-IM5	48	0.875	35.293	73.527%	7.909	48.493%	0.70125	0.861
P-0014159-T01-IM5	20	0.631	23.271	116.355%	5.268	83.294%	1.63729	0.585
P-0014206-T01-IM6	29	0.941	15.096	52.055%	3.302	33.878%	0.47019	0.935
P-0014208-T01-IM6	25	0.825	22.781	91.124%	6.715	56.956%	1.19971	0.815
P-0014227-T01-IM6	50	0.888	38.111	76.222%	6.791	46.641%	0.75912	0.871
P-0014229-T01-IM6	36	0.886	19.163	53.231%	5.802	52.529%	0.48	0.875
P-0014242-T01-IM6	30	0.862	18.657	62.19%	5.958	50.718%	0.53287	0.851
P-0014311-T01-IM6	3	0.439	4.485	149.5%	1.575	90.933%	3.1472	0.41
P-0014379-T01-IM6	3	0.511	4.149	138.3%	1.498	86.487%	2.60318	0.488
P-0014392-T01-IM6	32	0.926	17.757	55.491%	4.479	38.128%	0.70993	0.92
P-0014449-T01-IM6	2	0.384	3.047	152.35%	1.349	95.389%	4.57245	0.364
P-0014556-T01-IM6	19	0.918	10.92	57.474%	2.664	39.713%	0.79393	0.91
P-0014682-T01-IM6	1	0.097	1.975	197.5%	0.996	99.6%	4.36635	0.028
P-0014910-T01-IM6	41	0.883	29.99	73.146%	5.701	48.707%	0.90077	0.867
P-0014946-T01-IM6	110	0.925	69.599	63.272%	15.217	48.96%	0.5653	0.919
P-0014966-T01-IM6	7	0.554	9.27	132.429%	2.762	83.277%	1.62994	0.522
P-0014969-T01-IM6	15	0.646	17.895	119.3%	4.297	79.793%	1.82983	0.611
P-0015010-T01-IM6	1	0.754	1.338	133.8%	0.728	72.8%	1.10499	0.755
P-0015106-T01-IM6	26	0.876	18.504	71.169%	4.148	48.22%	0.68429	0.862
P-0015122-T01-IM6	11	0.547	14.371	130.645%	3.65	83.737%	1.52234	0.499
P-0015142-T01-IM6	8	0.796	8.78	109.75%	2.507	62.675%	1.2129	0.788
P-0015257-T01-IM6	72	0.971	27.01	37.514%	6.475	26.004%	0.37767	0.969
P-0015261-T01-IM6	65	0.944	32.459	49.937%	6.937	33.184%	0.43106	0.938
P-0015281-T01-IM6	29	0.894	18.286	63.055%	4.189	44.911%	0.55085	0.881
P-0015373-T01-IM6	34	0.876	22.938	67.465%	5.997	51.05%	0.9236	0.865
P-0015386-T01-IM6	56	0.947	26.187	46.762%	7.233	32.742%	0.29717	0.943
P-0015407-T01-IM6	39	0.827	33.433	85.726%	5.773	56.339%	0.75114	0.793
P-0015415-T01-IM6	95	0.935	51.242	53.939%	11.916	39.307%	0.49551	0.929
P-0015438-T01-IM6	79	0.911	38.211	48.368%	11.443	42.794%	0.34268	0.902
P-0015462-T01-IM6	5	0.571	6.681	133.62%	2.279	86.138%	4.2954	0.551
P-0015471-T01-IM6	2	0.582	2.901	145.05%	1.161	82.095%	1.31397	0.571
P-0015498-T01-IM6	16	0.722	14.139	88.369%	3.529	69.209%	1.05059	0.683
P-0015511-T01-IM6	16	0.772	16.522	103.262%	4.583	63.555%	1.44656	0.758
P-0015512-T01-IM6	116	0.947	54.308	46.817%	13.372	34.412%	0.4215	0.942
P-0015521-T01-IM6	20	0.797	18.498	92.49%	4.529	60.521%	1.27659	0.778
P-0015526-T01-IM6	44	0.939	22.544	51.236%	5.772	34.494%	0.56382	0.934
P-0015530-T01-IM6	7	0.732	7.746	110.657%	2.046	68.2%	1.73908	0.713
P-0015544-T01-IM6	16	0.821	14.061	87.881%	2.921	57.286%	1.09797	0.798
P-0015612-T01-IM6	25	0.928	14.444	57.776%	3.442	37.334%	0.42631	0.922
P-0015679-T01-IM6	5	0.253	9.12	182.4%	2.173	97.18%	2.99153	0.141
P-0015694-T01-IM6	19	0.696	21.395	112.605%	5.027	71.814%	1.00554	0.664
P-0015697-T01-IM6	20	0.766	20.13	100.65%	4.549	64.333%	0.94853	0.741
P-0015718-T01-IM6	28	0.672	29.028	103.671%	6.415	74.573%	1.0204	0.62
P-0015791-T01-IM6	9	0.561	11.488	127.644%	2.941	88.674%	2.96967	0.52
P-0015827-T01-IM6	41	0.928	24.959	60.876%	5.287	41.929%	1.02933	0.921
P-0015830-T01-IM6	62	0.945	32.783	52.876%	7.53	37.65%	0.63292	0.94
P-0015832-T01-IM6	46	0.869	29.039	63.128%	8.01	51.704%	0.74315	0.857
P-0015855-T02-IM6	15	0.817	12.955	86.367%	3.506	57.638%	1.10742	0.804
P-0015881-T03-IM6	26	0.917	16.749	64.419%	3.484	40.501%	0.50155	0.908
P-0015882-T01-IM6	35	0.96	13.835	39.529%	3.311	28.084%	0.34289	0.956
P-0015895-T02-IM6	16	0.88	11.268	70.425%	3.102	47.865%	0.73694	0.871
P-0015917-T01-IM6	50	0.846	37.433	74.866%	9.257	61.039%	1.12169	0.831
P-0015959-T01-IM6	26	0.913	16.769	64.496%	3.908	41.194%	1.04659	0.905
P-0016018-T01-IM6	18	0.79	14.671	81.506%	3.648	62.563%	1.28007	0.765
P-0016027-T01-IM6	24	0.96	9.874	41.142%	2.626	29.36%	0.19603	0.957
P-0016177-T01-IM6	6	0.399	10.27	171.167%	2.248	91.774%	2.41077	0.324
P-0016197-T01-IM6	33	0.829	21.748	65.903%	6.644	63.638%	0.82091	0.813
P-0016282-T01-IM6	32	0.865	22.684	70.888%	6.564	50.344%	0.63346	0.855
P-0016327-T01-IM6	21	0.729	17.277	82.271%	6.456	68.433%	0.80662	0.712
P-0016328-T01-IM6	15	0.792	13.381	89.207%	3.456	62.072%	1.05823	0.774
P-0016347-T01-IM6	32	0.773	24.23	75.719%	7.406	68.178%	0.85503	0.752
P-0016506-T01-IM6	4	0.651	4.367	109.175%	1.522	76.1%	1.53584	0.631
P-0016530-T01-IM6	9	0.634	9.448	104.978%	3.248	90.083%	4.80816	0.611
P-0016533-T01-IM6	8	0.525	12.221	152.762%	3.184	85.096%	2.02534	0.489
P-0016596-T01-IM6	35	0.682	39.539	112.969%	7.104	78.933%	1.49965	0.621
P-0016799-T01-IM6	6	0.767	6.382	106.367%	1.845	65.231%	1.46684	0.755
P-0016800-T01-IM6	5	0.722	5.762	115.24%	1.835	69.356%	1.42705	0.709
P-0016853-T02-IM6	16	0.869	11.23	70.188%	2.799	49.48%	0.91785	0.856
P-0016928-T01-IM6	68	0.959	30.154	44.344%	6.868	28.971%	0.53528	0.955
P-0016935-T01-IM6	92	0.964	42.229	45.901%	7.789	27.069%	0.42395	0.959
P-0017003-T01-IM6	17	0.683	19.225	113.088%	4.07	73.099%	1.31476	0.64
P-0017047-T01-IM6	54	0.872	40.919	75.776%	9.311	57.089%	0.85341	0.86
P-0017054-T01-IM6	2	0.272	3.799	189.95%	1.366	96.591%	3.59161	0.257
P-0017176-T01-IM6	18	0.892	11.973	66.517%	3.717	46.462%	0.65968	0.887
P-0017215-T01-IM5	22	0.749	20.327	92.395%	5.048	66.283%	0.86602	0.72
P-0017272-T01-IM6	12	0.852	10.247	85.392%	3.722	56.111%	0.91386	0.849
P-0017353-T01-IM6	6	0.482	9.449	157.483%	2.482	87.752%	2.14217	0.442
P-0017361-T01-IM6	23	0.914	14.971	65.091%	3.768	40.87%	0.79699	0.908
P-0017384-T01-IM6	4	0.272	7.263	181.575%	1.929	96.45%	2.82744	0.19
P-0017461-T01-IM6	8	0.41	11.948	149.35%	2.912	92.086%	2.33049	0.338
P-0017506-T01-IM6	86	0.953	32.079	37.301%	9.744	30.42%	0.31343	0.949
P-0017512-T01-IM6	27	0.514	33.759	125.033%	7.988	87.68%	1.9887	0.446
P-0017539-T01-IM5	7	0.631	7.879	112.557%	2.755	83.066%	2.07134	0.611
P-0017635-T01-IM5	9	0.606	12.566	139.622%	2.868	79.544%	1.82338	0.569
P-0017636-T01-IM5	2	0.534	2.674	133.7%	1.202	84.994%	3.93184	0.52
P-0017683-T01-IM6	50	0.871	27.887	55.774%	9.425	49.265%	0.60743	0.86
P-0017690-T04-IM6	10	0.763	8.409	84.09%	2.592	64.8%	0.81276	0.743
P-0017702-T01-IM6	39	0.904	22.508	57.713%	5.806	44.142%	0.65822	0.895
P-0017744-T01-IM6	14	0.834	12.291	87.793%	3.41	55.318%	0.86185	0.823
P-0017797-T01-IM6	45	0.945	21.196	47.102%	5.927	33.395%	0.36239	0.941
P-0017815-T01-IM6	4	0.317	7.14	178.5%	1.897	94.85%	2.82752	0.249
P-0017830-T01-IM6	79	0.938	40.405	51.146%	10.28	34.753%	0.42283	0.933
P-0017943-T01-IM6	11	0.79	10.922	99.291%	2.528	61.313%	1.23117	0.771
P-0017966-T01-IM6	20	0.713	21.632	108.16%	4.694	70.765%	1.22876	0.678
P-0018031-T01-IM6	14	0.63	17.501	125.007%	3.322	78.3%	1.37824	0.569
P-0018042-T01-IM6	37	0.926	19.723	53.305%	4.483	38.584%	0.57673	0.918
P-0018059-T01-IM6	38	0.907	21.726	57.174%	5.711	42.567%	0.50628	0.898
P-0018102-T01-IM6	3	0.437	4.006	133.533%	1.656	95.609%	4.34719	0.413
P-0018132-T01-IM6	12	0.78	11.09	92.417%	2.944	62.766%	1.34906	0.762
P-0018233-T01-IM6	13	0.656	14.479	111.377%	3.54	77.249%	1.59639	0.618
P-0018304-T01-IM6	8	0.653	9.75	121.875%	2.488	78.677%	2.30074	0.625
P-0018422-T01-IM6	1	0.06	1.984	198.4%	1.001	100.1%	4.84617	-0.031
P-0018444-T01-IM6	20	0.868	15.323	76.615%	2.976	49.6%	0.73938	0.85
P-0018466-T01-IM6	9	0.828	8.17	90.778%	3.22	59.794%	1.01595	0.824
P-0018561-T01-IM6	91	0.942	42.19	46.363%	9.856	33.707%	0.37243	0.935
P-0018600-T01-IM6	84	0.932	46.594	55.469%	10.748	42.222%	0.58508	0.926
P-0018656-T01-IM6	63	0.956	26.317	41.773%	6.694	29.847%	0.46723	0.952
P-0018679-T01-IM6	32	0.957	15.855	49.547%	4.179	31.5%	0.38502	0.954
P-0018759-T01-IM6	13	0.875	7.42	57.077%	2.231	48.684%	0.95596	0.863
P-0018783-T01-IM6	43	0.927	21.967	51.086%	6.288	37.781%	0.48267	0.921
P-0018819-T01-IM6	8	0.726	9.561	119.512%	3.079	68.849%	1.70446	0.714
P-0018843-T01-IM6	26	0.889	18.136	69.754%	5.542	47.177%	0.46746	0.883
P-0018854-T01-IM6	12	0.676	12.168	101.4%	3.612	73.73%	1.00381	0.648
P-0019066-T01-IM6	2	0.139	3.897	194.85%	1.402	99.136%	3.97175	0.043
P-0019137-T01-IM6	3	0.232	5.583	186.1%	1.689	97.514%	3.3482	0.161
P-0019239-T01-IM6	9	0.753	9.723	108.033%	2.185	65.88%	1.28424	0.728
P-0019263-T01-IM6	205	0.98	66.049	32.219%	15.116	21.009%	0.21299	0.978
P-0019302-T01-IM6	11	0.549	12.929	117.536%	4.346	83.639%	1.51248	0.517
P-0019333-T01-IM6	43	0.878	28.276	65.758%	7.259	50.699%	0.57097	0.866
P-0019379-T01-IM6	20	0.927	10.587	52.935%	2.701	37.456%	0.75229	0.921
P-0019443-T01-IM6	15	0.867	11.036	73.573%	3.128	50.088%	0.94295	0.858
P-0019490-T01-IM6	44	0.854	29.514	67.077%	8.846	52.126%	0.54016	0.843
P-0019557-T01-IM6	19	0.854	14.332	75.432%	3.933	52.094%	0.89609	0.843
P-0019569-T01-IM6	26	0.928	13.508	51.954%	3.251	37.292%	0.59644	0.92
P-0019697-T01-IM6	15	0.675	17.508	116.72%	3.691	73.82%	1.35786	0.632
P-0019720-T01-IM6	42	0.921	22.56	53.714%	5.667	44.524%	0.49065	0.913
P-0019861-T01-IM6	9	0.783	8.77	97.444%	2.471	63.801%	2.0625	0.769
P-0019889-T02-IM6	20	0.883	16.021	80.105%	3.751	46.887%	0.89671	0.875
P-0019909-T02-IM6	13	0.714	14.731	113.315%	3.356	69.977%	1.19573	0.685
P-0019939-T01-IM6	81	0.914	54.018	66.689%	8.745	42.621%	0.64469	0.898
P-0020082-T01-IM6	63	0.952	28.492	45.225%	6.902	30.898%	0.38953	0.948
P-0020127-T01-IM6	20	0.854	15.999	79.995%	3.942	53.644%	1.46802	0.841
P-0020191-T01-IM6	3	0.353	5.066	168.867%	1.628	93.993%	2.56703	0.313
P-0020307-T01-IM6	77	0.933	44.794	58.174%	9.623	40.921%	0.66007	0.927
P-0020319-T01-IM6	24	0.758	22.66	94.417%	5.777	65.412%	0.81645	0.734
P-0020382-T01-IM6	29	0.959	12.649	43.617%	3.365	28.542%	0.40925	0.957
P-0020388-T01-IM6	23	0.839	16.516	71.809%	5.031	54.569%	0.81212	0.827
P-0020638-T01-IM6	32	0.933	16.844	52.638%	3.991	37.056%	0.6294	0.927
P-0020641-T02-IM6	16	0.886	10.446	65.287%	3.891	49.416%	0.42015	0.882
P-0020691-T01-IM6	3	0.222	5.414	180.467%	1.731	99.939%	3.62257	0.167
P-0020768-T01-IM6	3	0.397	4.56	152.0%	1.63	94.108%	2.86525	0.367
P-0020817-T01-IM6	115	0.965	45.986	39.988%	10.711	27.665%	0.33184	0.962
P-0020913-T01-IM6	22	0.755	19.304	87.745%	5.744	66.773%	1.17452	0.735
P-0020957-T01-IM6	51	0.94	28.197	55.288%	6.392	34.615%	0.52095	0.934
P-0021046-T01-IM6	66	0.919	42.757	64.783%	9.237	48.415%	0.67475	0.912
P-0021075-T01-IM6	40	0.908	27.012	67.53%	6.491	56.497%	1.14209	0.902
P-0021121-T01-IM6	23	0.87	17.401	75.657%	3.584	49.23%	0.77713	0.854
P-0021169-T01-IM6	47	0.938	25.564	54.391%	5.81	40.981%	0.59082	0.933
P-0021174-T01-IM6	18	0.845	14.29	79.389%	4.256	54.051%	0.82391	0.836
P-0021223-T01-IM6	47	0.914	21.756	46.289%	7.157	40.715%	0.30447	0.907
P-0021331-T01-IM6	18	0.834	13.481	74.894%	3.115	56.872%	1.08898	0.813
