Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0045111-T01-IM6	51	0.923	32.855	64.422%	5.222	38.602%	0.48178	0.909
P-0045223-T01-IM6	21	0.789	21.393	101.871%	3.556	61.902%	1.05555	0.751
P-0045253-T01-IM6	38	0.856	32.52	85.579%	6.564	53.241%	0.68526	0.841
P-0045320-T01-IM6	30	0.909	22.306	74.353%	4.34	43.841%	0.52719	0.9
P-0045366-T01-IM6	33	0.884	26.982	81.764%	4.539	49.232%	0.88736	0.867
P-0045460-T01-IM6	29	0.799	25.846	89.124%	4.618	60.121%	0.83462	0.759
P-0045471-T01-IM6	23	0.808	24.942	108.443%	4.579	59.614%	1.28919	0.786
P-0045547-T01-IM6	18	0.848	15.417	85.65%	2.909	53.111%	0.83005	0.827
P-0045569-T01-IM6	68	0.98	29.644	43.594%	4.7	21.819%	0.29185	0.979
P-0045713-T01-IM6	21	0.75	21.037	100.176%	5.011	67.568%	1.34854	0.725
P-0045823-T01-IM6	38	0.887	30.919	81.366%	5.669	46.287%	0.85846	0.873
P-0045984-T01-IM6	54	0.966	27.838	51.552%	5.005	25.95%	0.4661	0.963
P-0046035-T01-IM6	26	0.806	24.778	95.3%	5.641	60.133%	0.74738	0.788
P-0046229-T01-IM6	31	0.76	32.234	103.981%	5.846	64.956%	0.88477	0.72
P-0046266-T01-IM6	41	0.866	32.009	78.071%	5.086	50.114%	0.66911	0.836
P-0046311-T01-IM6	28	0.9	21.813	77.904%	3.884	44.553%	0.70296	0.888
P-0046312-T01-IM6	37	0.918	23.141	62.543%	6.522	39.765%	0.67004	0.913
P-0046394-T01-IM6	35	0.93	23.274	66.497%	4.564	36.659%	0.88674	0.924
P-0046492-T01-IM6	35	0.927	22.252	63.577%	4.217	37.718%	0.64015	0.919
P-0046698-T01-IM6	101	0.985	40.962	40.556%	6.485	19.421%	0.25231	0.984
P-0046738-T01-IM6	24	0.958	13.995	58.312%	2.761	29.432%	0.4912	0.955
P-0046739-T01-IM6	46	0.933	27.557	59.907%	5.778	36.398%	0.4531	0.927
P-0046759-T01-IM6	40	0.943	27.448	68.62%	4.9	35.0%	0.6132	0.938
P-0046843-T01-IM6	71	0.962	36.514	51.428%	5.954	27.611%	0.45448	0.957
P-0046954-T01-IM6	10	0.312	16.396	163.96%	3.12	98.663%	2.2361	0.168
P-0047056-T01-IM6	78	0.924	49.638	63.638%	9.296	40.303%	0.43635	0.916
P-0047121-T01-IM6	25	0.949	14.416	57.664%	3.221	31.737%	0.61119	0.946
P-0047196-T01-IM6	30	0.917	21.715	72.383%	4.122	41.22%	0.74457	0.909
P-0047599-T01-IM6	91	0.994	24.565	26.995%	3.753	11.7%	0.17743	0.994
P-0047601-T01-IM6	30	0.785	28.936	96.453%	5.145	62.392%	0.90533	0.745
P-0047632-T01-IM6	49	0.945	29.217	59.627%	5.336	33.285%	0.56869	0.94
P-0047822-T01-IM6	46	0.874	34.931	75.937%	5.672	48.637%	0.69291	0.848
P-0047850-T01-IM6	49	0.965	26.084	53.233%	4.599	26.686%	0.41404	0.961
P-0047862-T01-IM6	35	0.92	24.739	70.683%	4.942	41.041%	0.53575	0.913
P-0047886-T01-IM6	48	0.901	33.823	70.465%	5.09	43.329%	0.64433	0.879
P-0048082-T01-IM6	40	0.854	31.432	78.58%	7.316	52.526%	0.67575	0.839
P-0048215-T01-IM6	470	0.949	254.148	54.074%	61.184	37.242%	0.25062	0.948
P-0048221-T01-IM6	78	0.952	43.979	56.383%	7.63	30.692%	0.44479	0.946
P-0048257-T01-IM6	34	0.813	31.532	92.741%	5.014	58.287%	0.83817	0.771
P-0048271-T01-IM6	27	0.965	13.502	50.007%	3.145	28.591%	0.47699	0.963
P-0048660-T01-IM6	25	0.94	15.099	60.396%	2.679	34.301%	0.55509	0.933
P-0048893-T01-IM6	41	0.88	30.164	73.571%	5.959	48.176%	0.72455	0.863
P-0049064-T01-IM6	51	0.878	37.019	72.586%	5.93	47.941%	0.63791	0.85
P-0049202-T01-IM6	173	0.994	49.194	28.436%	8.993	12.185%	0.16738	0.994
P-0049359-T01-IM6	29	0.868	23.296	80.331%	5.096	49.732%	0.67175	0.855
P-0049376-T01-IM6	45	0.938	27.482	61.071%	4.441	34.573%	0.49304	0.929
P-0049486-T01-IM6	20	0.882	16.436	82.18%	3.65	48.775%	0.75062	0.873
P-0049600-T01-IM6	17	0.886	13.784	81.082%	3.403	49.638%	0.63098	0.881
P-0049633-T01-IM6	29	0.877	22.463	77.459%	4.058	48.16%	0.81634	0.858
P-0049661-T01-IM6	34	0.923	21.313	62.685%	4.151	38.541%	0.43354	0.913
P-0049762-T01-IM6	33	0.923	25.2	76.364%	4.226	39.069%	0.68921	0.915
P-0049970-T01-IM6	60	0.928	36.089	60.148%	6.515	37.614%	0.42479	0.917
P-0050263-T01-IM6	281	0.961	146.443	52.115%	44.179	35.671%	0.30053	0.962
P-0050266-T01-IM6	47	0.802	42.386	90.183%	6.958	59.885%	0.88194	0.756
