Samples	SBS96A	SBS96B
P-0041416-T01-IM6	2	1
P-0041421-T01-IM6	1	3
P-0041438-T01-IM6	0	4
P-0041470-T01-IM6	1	0
P-0041484-T01-IM6	4	0
P-0041521-T01-IM6	8	12
P-0041522-T01-IM6	0	4
P-0041524-T01-IM6	1	1
P-0041543-T01-IM6	8	3
P-0041594-T01-IM6	0	1
P-0041601-T01-IM6	3	0
P-0041615-T01-IM6	7	2
P-0041623-T01-IM6	1	1
P-0041629-T01-IM6	9	12
P-0041637-T01-IM6	4	3
P-0041642-T01-IM6	32	3
P-0041676-T01-IM6	0	5
P-0041695-T01-IM6	1	0
P-0041703-T01-IM6	7	5
P-0041730-T01-IM6	11	0
P-0041830-T01-IM6	18	1
P-0041835-T01-IM6	0	1
P-0041864-T01-IM6	0	1
P-0041866-T01-IM6	2	1
P-0041872-T01-IM6	9	1
P-0041875-T01-IM6	0	1
P-0041876-T01-IM6	21	22
P-0041883-T02-IM6	4	0
P-0041893-T03-IM6	1	2
P-0041908-T01-IM6	1	0
P-0041909-T01-IM6	2	2
P-0041941-T01-IM6	0	2
P-0041967-T01-IM6	2	0
P-0041976-T01-IM6	1	6
P-0042033-T03-IM6	0	4
P-0042034-T01-IM6	1	1
P-0042047-T01-IM6	1	2
P-0042069-T03-IM6	9	0
P-0042088-T01-IM6	6	0
P-0042099-T01-IM6	2	7
P-0042104-T01-IM6	2	0
P-0042115-T01-IM6	5	4
P-0042153-T01-IM6	3	0
P-0042154-T01-IM6	8	1
P-0042158-T02-IM6	4	3
P-0042173-T01-IM6	0	1
P-0042197-T01-IM6	12	0
P-0042203-T02-IM6	3	0
P-0042240-T02-IM6	1	3
P-0042251-T01-IM6	0	1
P-0042274-T01-IM6	4	1
P-0042317-T01-IM6	1	2
P-0042326-T01-IM6	5	2
P-0042327-T01-IM6	5	6
P-0042329-T01-IM6	8	1
P-0042331-T01-IM6	2	0
P-0042402-T01-IM6	14	8
P-0042415-T01-IM6	11	2
P-0042417-T01-IM6	0	6
P-0042419-T01-IM6	16	1
P-0042477-T02-IM6	7	1
P-0042479-T01-IM6	1	0
P-0042506-T01-IM6	2	1
P-0042514-T01-IM6	1	5
P-0042521-T01-IM6	3	1
P-0042533-T01-IM6	1	0
P-0042558-T01-IM6	0	2
P-0042580-T01-IM6	1	0
P-0042587-T01-IM6	0	2
P-0042595-T03-IM6	1	0
P-0042596-T02-IM6	0	4
P-0042605-T01-IM6	2	2
P-0042607-T01-IM6	0	3
P-0042613-T01-IM6	0	2
P-0042616-T01-IM6	1	5
P-0042651-T01-IM6	1	5
P-0042655-T01-IM6	0	3
P-0042657-T01-IM6	11	3
P-0042669-T01-IM6	6	2
P-0042672-T01-IM6	0	2
P-0042673-T01-IM6	1	1
P-0042706-T01-IM6	9	3
P-0042717-T03-IM6	3	1
P-0042736-T01-IM6	2	2
P-0042799-T01-IM6	5	1
P-0042804-T01-IM6	1	4
P-0042863-T01-IM6	10	0
P-0042874-T01-IM6	14	2
P-0042876-T01-IM6	2	1
P-0042878-T01-IM6	0	3
P-0042897-T01-IM6	3	5
P-0042995-T01-IM6	0	3
P-0042996-T01-IM6	2	6
P-0043000-T02-IM6	3	0
P-0043007-T01-IM6	0	1
P-0043018-T01-IM6	0	1
P-0043020-T01-IM6	15	10
P-0043031-T01-IM6	0	7
P-0043041-T01-IM6	0	6
P-0043066-T01-IM6	16	5
P-0043067-T01-IM6	2	0
P-0043089-T01-IM6	2	1
P-0043102-T02-IM6	0	2
P-0043112-T01-IM6	1	0
P-0043131-T01-IM6	38	39
P-0043151-T01-IM6	6	1
P-0043153-T01-IM6	6	0
P-0043155-T01-IM6	0	4
P-0043170-T01-IM6	23	10
P-0043176-T01-IM6	0	3
P-0043187-T01-IM6	23	3
P-0043200-T01-IM6	5	0
P-0043222-T01-IM6	8	2
P-0043242-T01-IM6	14	0
P-0043243-T01-IM6	0	3
P-0043245-T01-IM6	1	0
P-0043250-T01-IM6	9	1
P-0043255-T01-IM6	1	0
P-0043277-T01-IM6	0	12
P-0043344-T01-IM6	3	0
P-0043350-T01-IM6	1	2
P-0043353-T01-IM6	5	2
P-0043363-T01-IM6	1	0
P-0043374-T01-IM6	10	2
P-0043375-T01-IM6	2	1
P-0043410-T01-IM6	6	1
P-0043498-T02-IM6	1	0
P-0043499-T02-IM6	4	2
P-0043502-T02-IM6	8	1
P-0043503-T02-IM6	3	5
P-0043508-T02-IM6	8	2
P-0043514-T01-IM6	0	1
P-0043573-T01-IM6	0	3
P-0043590-T01-IM6	1	0
P-0043625-T02-IM6	9	0
P-0043628-T01-IM6	3	1
P-0043646-T01-IM6	4	0
P-0043656-T01-IM6	3	1
P-0043692-T01-IM6	0	8
P-0043696-T01-IM6	12	8
P-0043700-T01-IM6	5	0
P-0043704-T01-IM6	2	8
P-0043733-T01-IM6	14	1
P-0043787-T01-IM6	0	5
P-0043815-T02-IM6	2	3
P-0043822-T01-IM6	5	2
P-0043823-T01-IM6	0	3
P-0043829-T01-IM6	5	2
P-0043854-T01-IM6	3	9
P-0043860-T02-IM6	1	0
P-0043872-T01-IM6	8	1
P-0043877-T01-IM6	10	15
P-0043915-T01-IM6	3	0
P-0043925-T01-IM6	11	3
P-0043938-T01-IM6	0	1
P-0043956-T01-IM6	1	3
P-0043962-T01-IM6	2	1
P-0043972-T02-IM6	0	1
P-0043993-T01-IM6	9	1
P-0044006-T01-IM6	10	2
P-0044013-T01-IM6	2	0
P-0044016-T01-IM6	5	0
P-0044017-T02-IM6	2	3
P-0044032-T02-IM6	1	3
P-0044042-T01-IM6	0	3
P-0044045-T01-IM6	1	1
P-0044046-T01-IM6	3	0
P-0044064-T01-IM6	3	2
P-0044066-T01-IM6	11	6
P-0044077-T01-IM6	14	3
P-0044096-T01-IM6	4	3
P-0044127-T01-IM6	14	6
P-0044129-T02-IM6	3	2
P-0044145-T05-IM6	18	32
P-0044186-T01-IM6	7	5
P-0044214-T01-IM6	6	2
P-0044246-T01-IM6	2	1
P-0044253-T01-IM6	5	0
P-0044287-T01-IM6	2	1
P-0044306-T01-IM6	7	2
P-0044335-T01-IM6	5	5
P-0044347-T01-IM6	8	16
P-0044365-T01-IM6	1	1
P-0044380-T02-IM6	2	0
P-0044387-T01-IM6	0	3
P-0044394-T01-IM6	11	2
P-0044396-T01-IM6	0	2
P-0044408-T03-IM6	2	0
P-0044411-T01-IM6	3	2
P-0044432-T01-IM6	0	3
P-0044436-T01-IM6	3	1
P-0044465-T01-IM6	1	11
P-0044470-T01-IM6	0	5
P-0044493-T01-IM6	6	7
P-0044496-T01-IM6	2	0
P-0044519-T01-IM6	8	29
P-0044570-T01-IM6	2	1
P-0044573-T01-IM6	9	2
P-0044639-T01-IM6	1	0
P-0044650-T01-IM6	1	0
P-0044660-T01-IM6	9	2
P-0044696-T01-IM6	4	5
P-0044699-T01-IM6	3	8
P-0044705-T02-IM6	0	3
P-0044706-T02-IM6	7	1
P-0044707-T03-IM6	5	0
P-0044738-T01-IM6	8	1
P-0044740-T02-IM6	0	1
P-0044757-T01-IM6	0	3
P-0044814-T01-IM6	1	4
P-0044848-T01-IM6	1	8
P-0044902-T01-IM6	11	1
P-0044904-T01-IM6	1	0
P-0044913-T01-IM6	1	5
P-0044916-T01-IM6	6	12
P-0044918-T01-IM6	4	2
P-0044925-T01-IM6	14	0
P-0044938-T03-IM6	1	11
P-0044941-T02-IM6	4	1
P-0044942-T02-IM6	4	1
P-0044954-T01-IM6	1	0
P-0044961-T01-IM6	2	2
P-0044964-T01-IM6	5	3
P-0044969-T01-IM6	3	4
P-0044985-T01-IM6	11	2
P-0044988-T01-IM6	0	1
P-0044992-T01-IM6	2	0
P-0045018-T01-IM6	5	0
P-0045019-T02-IM6	2	1
P-0045032-T01-IM6	7	3
P-0045096-T01-IM6	0	4
P-0045119-T01-IM6	0	3
P-0045126-T01-IM6	4	15
P-0045163-T01-IM6	4	0
P-0045169-T02-IM6	0	7
P-0045172-T01-IM6	0	1
P-0045184-T01-IM6	6	0
P-0045204-T01-IM6	2	6
P-0045219-T01-IM6	11	1
P-0045222-T01-IM6	1	1
P-0045243-T01-IM6	0	1
P-0045247-T01-IM6	4	2
P-0045255-T01-IM6	0	1
P-0045256-T02-IM6	4	1
P-0045257-T02-IM6	2	1
P-0045260-T02-IM6	3	4
P-0045262-T02-IM6	1	0
P-0045263-T02-IM6	2	1
P-0045267-T02-IM6	3	4
P-0045277-T01-IM6	5	0
P-0045298-T01-IM6	8	17
P-0045304-T01-IM6	1	0
P-0045313-T01-IM6	0	4
P-0045341-T01-IM6	2	1
P-0045378-T01-IM6	2	4
P-0045401-T01-IM6	2	0
P-0045418-T01-IM6	0	1
P-0045433-T01-IM6	4	2
P-0045468-T01-IM6	3	2
P-0045479-T02-IM6	0	3
P-0045513-T01-IM6	6	5
P-0045515-T01-IM6	20	7
P-0045536-T02-IM6	1	2
P-0045537-T01-IM6	1	1
P-0045557-T01-IM6	0	3
P-0045566-T01-IM6	1	0
P-0045575-T01-IM6	14	1
P-0045621-T01-IM6	9	3
P-0045624-T01-IM6	3	2
P-0045635-T01-IM6	2	2
P-0045645-T01-IM6	0	1
P-0045653-T01-IM6	0	2
P-0045667-T01-IM6	0	2
P-0045670-T01-IM6	2	0
P-0045684-T02-IM6	1	5
P-0045686-T01-IM6	0	15
P-0045687-T01-IM6	2	2
P-0045737-T01-IM6	1	5
P-0045740-T01-IM6	0	1
P-0045807-T02-IM6	0	18
P-0045809-T02-IM6	0	4
P-0045810-T02-IM6	1	0
P-0045829-T01-IM6	4	0
P-0045845-T01-IM6	4	1
P-0045858-T01-IM6	0	2
P-0045860-T01-IM6	5	4
P-0045862-T01-IM6	73	9
P-0045867-T01-IM6	2	2
P-0045873-T01-IM6	2	1
P-0045875-T01-IM6	2	1
P-0045880-T01-IM6	3	0
P-0045887-T01-IM6	1	1
P-0045889-T01-IM6	9	1
P-0045911-T02-IM6	3	2
P-0045927-T01-IM6	2	0
P-0045957-T01-IM6	4	0
P-0045964-T01-IM6	3	5
P-0045965-T01-IM6	1	0
P-0045970-T01-IM6	7	3
P-0045972-T01-IM6	6	0
P-0045989-T01-IM6	1	2
P-0045996-T01-IM6	34	17
P-0046008-T01-IM6	52	4
P-0046019-T01-IM6	9	0
P-0046037-T01-IM6	7	1
P-0046049-T01-IM6	25	5
P-0046050-T01-IM6	1	5
P-0046075-T01-IM6	7	1
P-0046083-T01-IM6	0	2
P-0046090-T01-IM6	0	4
P-0046101-T01-IM6	3	6
P-0046104-T01-IM6	6	4
P-0046108-T01-IM6	17	15
P-0046149-T01-IM6	5	2
P-0046151-T01-IM6	2	1
P-0046158-T01-IM6	11	0
P-0046177-T02-IM6	6	0
P-0046180-T02-IM6	6	1
P-0046186-T02-IM6	4	3
P-0046198-T01-IM6	0	1
P-0046200-T01-IM6	1	0
P-0046202-T01-IM6	3	32
P-0046209-T02-IM6	4	0
P-0046218-T01-IM6	7	8
P-0046219-T01-IM6	2	0
P-0046220-T01-IM6	9	2
P-0046261-T01-IM6	4	1
P-0046337-T01-IM6	2	1
P-0046344-T01-IM6	2	10
P-0046387-T01-IM6	6	0
P-0046406-T01-IM6	3	9
P-0046436-T01-IM6	6	6
P-0046445-T01-IM6	4	1
P-0046454-T01-IM6	1	0
P-0046468-T01-IM6	0	8
P-0046470-T01-IM6	0	2
P-0046474-T02-IM6	1	0
P-0046476-T02-IM6	1	9
P-0046488-T01-IM6	1	1
P-0046490-T01-IM6	1	0
P-0046495-T01-IM6	4	8
P-0046513-T01-IM6	13	0
P-0046526-T01-IM6	2	7
P-0046527-T01-IM6	0	5
P-0046608-T01-IM6	6	0
P-0046612-T01-IM6	5	6
P-0046616-T01-IM6	4	3
P-0046628-T01-IM6	0	8
P-0046720-T01-IM6	2	2
P-0046737-T01-IM6	10	4
P-0046740-T01-IM6	4	2
P-0046753-T01-IM6	0	5
P-0046755-T01-IM6	9	5
P-0046757-T01-IM6	0	1
P-0046787-T01-IM6	11	1
P-0046822-T02-IM6	5	9
P-0046824-T03-IM6	12	9
P-0046827-T02-IM6	3	3
P-0046850-T01-IM6	2	0
P-0046859-T01-IM6	3	2
P-0046863-T01-IM6	2	5
P-0046868-T01-IM6	5	1
P-0046870-T01-IM6	6	6
P-0046875-T01-IM6	0	3
P-0046891-T01-IM6	0	2
P-0046920-T01-IM6	4	0
P-0046923-T01-IM6	0	2
P-0046926-T01-IM6	1	4
P-0046927-T01-IM6	7	4
P-0046945-T01-IM6	10	4
P-0046946-T01-IM6	11	6
P-0046963-T01-IM6	5	1
P-0047013-T01-IM6	0	1
P-0047031-T02-IM6	8	2
P-0047037-T02-IM6	4	1
P-0047055-T01-IM6	2	3
P-0047077-T01-IM6	0	5
P-0047079-T01-IM6	7	1
P-0047090-T01-IM6	5	2
P-0047092-T01-IM6	12	0
P-0047104-T01-IM6	3	1
P-0047108-T01-IM6	11	0
P-0047156-T01-IM6	0	24
P-0047182-T02-IM6	0	1
P-0047183-T02-IM6	1	2
P-0047188-T02-IM6	7	2
P-0047191-T02-IM6	4	8
P-0047193-T02-IM6	0	44
P-0047202-T01-IM6	6	6
P-0047203-T01-IM6	1	0
P-0047270-T02-IM6	0	1
P-0047289-T01-IM6	1	3
P-0047313-T01-IM6	2	1
P-0047319-T01-IM6	3	0
P-0047328-T01-IM6	0	2
P-0047338-T01-IM6	4	2
P-0047359-T01-IM6	0	1
P-0047360-T01-IM6	0	5
P-0047396-T01-IM6	6	3
P-0047450-T01-IM6	5	7
P-0047455-T01-IM6	1	0
P-0047459-T01-IM6	0	1
P-0047463-T01-IM6	1	6
P-0047465-T01-IM6	10	1
P-0047471-T02-IM6	8	3
P-0047474-T02-IM6	2	2
P-0047488-T01-IM6	4	2
P-0047496-T01-IM6	7	1
P-0047500-T01-IM6	2	0
P-0047511-T01-IM6	11	0
P-0047550-T01-IM6	5	0
P-0047553-T01-IM6	9	21
P-0047559-T01-IM6	0	1
P-0047564-T01-IM6	8	2
P-0047567-T01-IM6	0	1
P-0047579-T02-IM6	1	1
P-0047580-T02-IM6	0	4
P-0047583-T02-IM6	2	4
P-0047618-T01-IM6	3	6
P-0047633-T01-IM6	25	10
P-0047637-T01-IM6	15	2
P-0047639-T01-IM6	5	2
P-0047650-T01-IM6	0	1
P-0047671-T01-IM6	2	4
P-0047712-T01-IM6	5	0
P-0047788-T01-IM6	2	2
P-0047792-T01-IM6	0	4
P-0047810-T01-IM6	2	4
P-0047813-T01-IM6	5	0
P-0047827-T02-IM6	7	4
P-0047831-T02-IM6	1	1
P-0047836-T02-IM6	1	1
P-0047840-T02-IM6	0	2
P-0047854-T01-IM6	2	1
P-0047857-T01-IM6	7	3
P-0047884-T01-IM6	10	2
P-0047953-T01-IM6	6	3
P-0047957-T01-IM6	5	1
P-0047961-T01-IM6	10	8
P-0047977-T01-IM6	2	1
P-0048033-T01-IM6	1	6
P-0048041-T01-IM6	0	3
P-0048059-T01-IM6	0	1
P-0048066-T01-IM6	13	2
P-0048095-T02-IM6	3	5
P-0048096-T02-IM6	1	1
P-0048098-T02-IM6	3	9
P-0048102-T02-IM6	0	21
P-0048148-T02-IM6	2	1
P-0048160-T01-IM6	0	1
P-0048162-T02-IM6	21	1
P-0048167-T02-IM6	3	20
P-0048168-T01-IM6	21	5
P-0048251-T01-IM6	16	3
P-0048252-T01-IM6	0	6
P-0048269-T01-IM6	1	2
P-0048275-T01-IM6	2	2
P-0048279-T03-IM6	6	2
P-0048285-T01-IM6	3	0
P-0048315-T01-IM6	0	3
P-0048333-T02-IM6	0	3
P-0048373-T01-IM6	6	0
P-0048401-T01-IM6	1	1
P-0048409-T01-IM6	7	2
P-0048433-T01-IM6	14	1
P-0048434-T01-IM6	0	1
P-0048437-T01-IM6	0	2
P-0048451-T01-IM6	15	0
P-0048457-T01-IM6	2	0
P-0048493-T01-IM6	9	0
P-0048530-T01-IM6	9	15
P-0048552-T01-IM6	1	0
P-0048564-T02-IM6	0	7
P-0048594-T01-IM6	10	4
P-0048618-T01-IM6	18	1
P-0048619-T01-IM6	5	0
P-0048621-T01-IM6	2	1
P-0048671-T01-IM6	0	4
P-0048672-T01-IM6	0	2
P-0048693-T01-IM6	1	1
P-0048698-T01-IM6	12	1
P-0048700-T01-IM6	14	4
P-0048702-T01-IM6	0	4
P-0048746-T01-IM6	0	12
P-0048747-T01-IM6	4	0
P-0048783-T01-IM6	2	1
P-0048792-T01-IM6	1	0
P-0048829-T01-IM6	2	0
P-0048842-T01-IM6	3	1
P-0048864-T01-IM6	0	1
P-0048866-T02-IM6	2	7
P-0048868-T02-IM6	0	1
P-0048874-T02-IM6	2	4
P-0048875-T03-IM6	19	7
P-0048888-T01-IM6	3	2
P-0048918-T01-IM6	15	4
P-0048969-T01-IM6	6	6
P-0049026-T01-IM6	4	4
P-0049029-T01-IM6	22	31
P-0049034-T01-IM6	8	3
P-0049045-T01-IM6	9	2
P-0049049-T01-IM6	0	3
P-0049079-T01-IM6	4	2
P-0049130-T02-IM6	7	0
P-0049195-T01-IM6	1	1
P-0049197-T01-IM6	1	4
P-0049249-T01-IM6	4	3
P-0049260-T01-IM6	12	4
P-0049271-T02-IM6	2	6
P-0049308-T02-IM6	54	8
P-0049370-T01-IM6	6	1
P-0049378-T01-IM6	2	0
P-0049382-T01-IM6	0	4
P-0049434-T01-IM6	8	0
P-0049472-T01-IM6	1	1
P-0049474-T01-IM6	0	1
P-0049477-T01-IM6	0	4
P-0049484-T01-IM6	3	14
P-0049488-T01-IM6	3	0
P-0049500-T01-IM6	1	0
P-0049511-T01-IM6	0	2
P-0049558-T01-IM6	0	2
P-0049559-T01-IM6	3	2
P-0049603-T01-IM6	12	3
P-0049640-T01-IM6	0	6
P-0049650-T02-IM6	1	3
P-0049677-T01-IM6	13	4
P-0049728-T01-IM6	0	2
P-0049744-T01-IM6	1	5
P-0049752-T01-IM6	0	3
P-0049754-T01-IM6	3	4
P-0049789-T01-IM6	3	1
P-0049790-T01-IM6	7	4
P-0049802-T01-IM6	3	0
P-0049841-T01-IM6	1	9
P-0049892-T01-IM6	3	3
P-0049932-T01-IM6	9	1
P-0049965-T01-IM6	15	3
P-0049968-T01-IM6	0	5
P-0049977-T01-IM6	2	2
P-0049996-T01-IM6	8	14
P-0050003-T01-IM6	3	2
P-0050021-T02-IM6	3	1
P-0050120-T01-IM6	17	2
P-0050125-T01-IM6	6	2
P-0050172-T01-IM6	1	0
P-0050198-T01-IM6	6	3
P-0050201-T01-IM6	2	0
P-0050205-T01-IM6	1	0
P-0050208-T01-IM6	1	1
P-0050216-T02-IM6	3	1
P-0050230-T01-IM6	0	5
P-0050241-T01-IM6	1	0
P-0050250-T01-IM6	0	3
P-0050251-T01-IM6	0	2
P-0050257-T01-IM6	0	1
P-0050278-T01-IM6	1	2
P-0050286-T01-IM6	2	1
P-0050313-T01-IM6	1	4
P-0050384-T01-IM6	2	1
P-0050386-T01-IM6	22	2
P-0050387-T01-IM6	4	0
P-0050436-T01-IM6	1	6
P-0050470-T01-IM6	2	0
P-0050471-T01-IM6	7	0
P-0050555-T01-IM6	2	1
P-0050558-T01-IM6	0	3
P-0050568-T01-IM6	9	2
