Samples	SBS96A	SBS96B
P-0008723-T01-IM5	2	4
P-0008744-T02-IM5	2	1
P-0008756-T01-IM5	0	7
P-0008757-T01-IM5	2	2
P-0008764-T01-IM5	4	3
P-0008765-T01-IM5	1	6
P-0008786-T01-IM5	0	3
P-0008836-T02-IM5	1	0
P-0008837-T02-IM6	13	3
P-0008840-T01-IM5	5	2
P-0008849-T02-IM6	2	3
P-0008863-T01-IM5	6	1
P-0008871-T01-IM5	6	4
P-0008874-T01-IM5	11	0
P-0008876-T01-IM5	12	3
P-0008878-T02-IM6	4	2
P-0008902-T01-IM5	1	3
P-0008908-T01-IM5	10	0
P-0008917-T01-IM5	1	6
P-0008922-T01-IM5	2	1
P-0008925-T01-IM6	3	2
P-0008929-T01-IM5	10	4
P-0008934-T01-IM5	0	2
P-0008935-T01-IM5	7	3
P-0008944-T01-IM5	7	4
P-0008957-T01-IM5	9	1
P-0008976-T01-IM5	6	2
P-0008978-T01-IM5	0	1
P-0009004-T01-IM5	1	2
P-0009017-T01-IM5	15	18
P-0009020-T01-IM5	11	1
P-0009042-T01-IM5	2	4
P-0009083-T01-IM5	13	7
P-0009092-T01-IM5	28	1
P-0009096-T01-IM5	0	2
P-0009102-T01-IM5	2	0
P-0009110-T02-IM6	22	11
P-0009161-T01-IM5	5	7
P-0009164-T01-IM5	1	0
P-0009168-T01-IM5	15	13
P-0009171-T01-IM5	6	14
P-0009172-T01-IM5	1	0
P-0009178-T01-IM5	7	2
P-0009194-T01-IM5	6	0
P-0009196-T01-IM5	9	2
P-0009198-T01-IM5	3	3
P-0009206-T01-IM5	2	1
P-0009214-T01-IM5	6	1
P-0009215-T01-IM5	0	1
P-0009223-T01-IM5	33	3
P-0009243-T01-IM5	13	0
P-0009253-T01-IM5	5	9
P-0009256-T01-IM5	10	0
P-0009260-T01-IM5	0	2
P-0009261-T04-IM6	5	5
P-0009265-T01-IM5	2	1
P-0009272-T01-IM5	9	2
P-0009274-T01-IM5	3	1
P-0009275-T01-IM5	6	1
P-0009276-T02-IM5	4	0
P-0009277-T01-IM5	1	1
P-0009289-T01-IM5	9	1
P-0009293-T01-IM5	12	9
P-0009301-T02-IM6	0	4
P-0009307-T01-IM5	0	2
P-0009312-T01-IM5	2	2
P-0009313-T01-IM5	16	3
P-0009319-T01-IM5	1	1
P-0009339-T01-IM5	0	2
P-0009343-T01-IM5	1	4
P-0009346-T01-IM5	0	1
P-0009350-T01-IM5	5	0
P-0009353-T01-IM5	0	4
P-0009357-T01-IM5	0	5
P-0009370-T01-IM5	6	2
P-0009376-T01-IM5	3	0
P-0009379-T01-IM5	5	0
P-0009419-T01-IM5	11	2
P-0009422-T01-IM5	1	0
P-0009423-T01-IM5	1	0
P-0009426-T01-IM5	9	2
P-0009428-T01-IM5	0	22
P-0009431-T01-IM5	0	7
P-0009434-T01-IM5	2	2
P-0009437-T01-IM5	5	0
P-0009442-T01-IM5	5	1
P-0009462-T01-IM5	3	1
P-0009466-T01-IM5	5	3
P-0009467-T01-IM5	6	5
P-0009469-T01-IM5	1	1
P-0009476-T01-IM5	3	2
P-0009477-T01-IM5	14	1
P-0009481-T01-IM5	0	2
P-0009483-T01-IM5	4	5
P-0009487-T01-IM5	0	4
P-0009505-T01-IM5	2	0
P-0009508-T01-IM5	2	7
P-0009514-T01-IM5	0	5
P-0009528-T01-IM5	0	1
P-0009532-T01-IM5	9	2
P-0009542-T01-IM5	3	1
P-0009555-T01-IM5	1	1
P-0009559-T01-IM5	2	6
P-0009586-T01-IM5	9	1
P-0009590-T01-IM5	7	0
P-0009591-T01-IM5	10	3
P-0009604-T01-IM5	2	0
P-0009608-T01-IM5	0	3
P-0009614-T01-IM5	15	8
P-0009623-T01-IM5	3	1
P-0009624-T01-IM5	3	0
P-0009627-T01-IM5	1	3
P-0009633-T01-IM5	5	1
P-0009638-T01-IM5	9	4
P-0009643-T01-IM5	8	0
P-0009655-T01-IM5	1	1
P-0009660-T01-IM5	12	12
P-0009661-T01-IM5	0	4
P-0009680-T01-IM5	1	5
P-0009684-T01-IM5	16	4
P-0009691-T02-IM6	29	2
P-0009702-T01-IM5	0	5
P-0009704-T01-IM5	0	1
P-0009708-T01-IM5	4	10
P-0009710-T01-IM5	16	1
P-0009714-T01-IM5	14	2
P-0009715-T01-IM5	19	9
P-0009742-T01-IM5	1	0
P-0009748-T01-IM5	2	0
P-0009762-T01-IM5	1	5
P-0009763-T01-IM5	1	0
P-0009764-T01-IM5	18	3
P-0009789-T02-IM6	12	4
P-0009823-T01-IM5	3	1
P-0009824-T01-IM5	0	6
P-0009833-T01-IM5	20	13
P-0009837-T01-IM5	6	0
P-0009856-T01-IM5	7	2
P-0009861-T02-IM6	0	1
P-0009862-T01-IM5	4	6
P-0009864-T01-IM5	0	3
P-0009869-T01-IM5	1	0
P-0009894-T01-IM5	9	0
P-0009920-T01-IM5	4	1
P-0009924-T01-IM5	17	2
P-0009928-T01-IM5	1	4
P-0009937-T01-IM5	1	1
P-0009948-T03-IM6	6	0
P-0009955-T02-IM6	3	12
P-0009956-T01-IM5	4	0
P-0009957-T01-IM5	1	3
P-0009958-T01-IM5	2	6
P-0009959-T01-IM5	3	0
P-0009960-T01-IM5	15	1
P-0009963-T01-IM5	0	2
P-0009975-T01-IM5	7	0
P-0009984-T01-IM5	11	3
P-0009986-T01-IM5	1	1
P-0009995-T01-IM5	9	2
P-0010025-T01-IM5	5	6
P-0010030-T01-IM5	7	3
P-0010041-T01-IM5	1	0
P-0010053-T02-IM6	3	0
P-0010054-T01-IM5	18	6
P-0010056-T01-IM5	7	0
P-0010063-T01-IM5	3	3
P-0010083-T01-IM5	4	4
P-0010087-T01-IM5	23	2
P-0010126-T01-IM5	8	1
P-0010131-T01-IM5	0	1
P-0010133-T01-IM5	0	2
P-0010177-T01-IM5	0	2
P-0010181-T01-IM5	0	7
P-0010210-T01-IM5	0	1
P-0010213-T01-IM5	11	2
P-0010215-T01-IM5	4	2
P-0010231-T01-IM5	4	2
P-0010247-T01-IM5	0	2
P-0010253-T01-IM5	3	0
P-0010256-T01-IM5	4	0
P-0010257-T01-IM5	10	1
P-0010258-T01-IM5	1	0
P-0010261-T02-IM5	4	4
P-0010267-T01-IM5	4	3
P-0010273-T01-IM5	0	1
P-0010300-T01-IM5	2	2
P-0010307-T01-IM5	7	0
P-0010328-T01-IM5	1	1
P-0010329-T01-IM5	3	0
P-0010332-T01-IM5	29	3
P-0010333-T01-IM5	1	0
P-0010337-T01-IM5	5	13
P-0010338-T01-IM5	1	1
P-0010345-T01-IM5	2	3
P-0010355-T01-IM5	4	2
P-0010359-T01-IM5	0	2
P-0010362-T01-IM5	3	0
P-0010375-T01-IM5	1	1
P-0010385-T01-IM5	8	0
P-0010397-T01-IM5	4	5
P-0010404-T01-IM5	1	0
P-0010442-T01-IM5	6	0
P-0010454-T01-IM5	4	4
P-0010466-T01-IM5	0	1
P-0010467-T01-IM5	1	2
P-0010486-T01-IM5	7	0
P-0010487-T02-IM6	0	2
P-0010505-T01-IM5	5	0
P-0010507-T01-IM5	0	2
P-0010522-T01-IM5	1	2
P-0010525-T02-IM6	13	3
P-0010554-T01-IM5	0	3
P-0010558-T01-IM5	14	4
P-0010563-T02-IM6	2	0
P-0010566-T01-IM5	0	3
P-0010592-T01-IM5	6	1
P-0010601-T01-IM5	10	1
P-0010608-T01-IM5	1	0
P-0010609-T01-IM5	6	2
P-0010611-T01-IM5	5	1
P-0010612-T01-IM5	25	1
P-0010632-T01-IM5	8	0
P-0010637-T01-IM5	4	0
P-0010640-T02-IM6	1	2
P-0010648-T01-IM5	2	0
P-0010675-T01-IM5	1	0
P-0010700-T01-IM5	0	2
P-0010736-T01-IM5	10	13
P-0010741-T01-IM5	0	5
P-0010750-T01-IM5	1	6
P-0010760-T01-IM5	0	5
P-0010763-T01-IM5	7	1
P-0010793-T01-IM5	5	1
P-0010801-T01-IM5	0	3
P-0010821-T01-IM5	3	2
P-0010836-T02-IM6	1	1
P-0010840-T02-IM5	6	5
P-0010841-T01-IM5	1	1
P-0010844-T01-IM5	2	0
P-0010855-T01-IM5	4	3
P-0010892-T01-IM5	17	5
P-0010894-T01-IM5	0	9
P-0010904-T01-IM5	32	9
P-0010916-T01-IM5	28	20
P-0010927-T01-IM5	2	5
P-0010934-T01-IM5	4	0
P-0010947-T01-IM5	12	2
P-0010976-T01-IM5	1	0
P-0010978-T01-IM5	0	1
P-0010980-T03-IM6	10	0
P-0010983-T02-IM6	2	2
P-0010986-T01-IM5	5	2
P-0010989-T01-IM5	1	2
P-0010995-T02-IM6	2	1
P-0011005-T01-IM5	5	2
P-0011012-T01-IM5	2	1
P-0011016-T01-IM5	12	3
P-0011018-T01-IM5	1	2
P-0011025-T01-IM5	0	2
P-0011030-T01-IM5	1	0
P-0011033-T01-IM5	0	2
P-0011036-T01-IM5	10	4
P-0011038-T02-IM6	0	6
P-0011041-T01-IM5	7	1
P-0011100-T03-IM6	0	2
P-0011107-T02-IM6	10	1
P-0011117-T01-IM5	1	1
P-0011136-T01-IM5	3	2
P-0011138-T01-IM5	3	2
P-0011142-T01-IM5	13	2
P-0011150-T01-IM5	19	11
P-0011154-T01-IM5	7	6
P-0011157-T01-IM5	10	4
P-0011161-T01-IM5	1	0
P-0011180-T01-IM5	2	0
P-0011183-T01-IM5	4	11
P-0011186-T01-IM5	2	5
P-0011189-T01-IM5	1	4
P-0011192-T01-IM5	5	6
P-0011201-T01-IM5	5	0
P-0011206-T01-IM5	4	0
P-0011236-T01-IM5	12	4
P-0011237-T01-IM5	2	0
P-0011242-T01-IM5	2	4
P-0011243-T02-IM6	9	1
P-0011254-T01-IM5	5	2
P-0011260-T01-IM5	8	3
P-0011293-T01-IM5	28	9
P-0011298-T01-IM5	6	0
P-0011301-T02-IM5	0	4
P-0011302-T01-IM5	0	20
P-0011303-T01-IM5	10	6
P-0011308-T01-IM5	0	3
P-0011309-T01-IM5	0	1
P-0011311-T02-IM6	2	5
P-0011323-T01-IM5	1	0
P-0011326-T01-IM5	2	3
P-0011327-T02-IM5	2	0
P-0011331-T01-IM5	7	0
P-0011333-T01-IM5	19	0
P-0011342-T01-IM5	4	3
P-0011389-T01-IM5	0	5
P-0011395-T01-IM5	6	0
P-0011412-T01-IM5	5	1
P-0011413-T01-IM5	0	1
P-0011450-T01-IM5	1	4
P-0011453-T01-IM5	3	2
P-0011461-T01-IM5	9	2
P-0011471-T01-IM5	26	9
P-0011499-T01-IM5	5	2
P-0011504-T01-IM5	3	4
P-0011517-T01-IM5	3	6
P-0011535-T01-IM5	2	0
P-0011541-T01-IM5	2	2
P-0011543-T01-IM5	1	0
P-0011547-T01-IM5	5	0
P-0011559-T01-IM5	1	3
P-0012000-T01-IM5	4	2
P-0012001-T01-IM5	2	6
P-0012008-T02-IM6	1	7
P-0012027-T01-IM5	6	2
P-0012043-T01-IM5	4	4
P-0012049-T01-IM5	4	7
P-0012055-T01-IM5	6	4
P-0012056-T01-IM5	3	4
P-0012059-T01-IM5	9	2
P-0012061-T01-IM5	2	2
P-0012063-T01-IM5	11	3
P-0012064-T01-IM5	11	2
P-0012065-T01-IM5	3	1
P-0012076-T01-IM5	4	2
P-0012079-T01-IM5	4	2
P-0012082-T01-IM5	28	11
P-0012083-T01-IM5	2	1
P-0012088-T01-IM5	2	18
P-0012090-T01-IM5	1	3
P-0012098-T06-IM6	0	1
P-0012108-T01-IM5	4	0
P-0012111-T01-IM5	2	0
P-0012114-T03-IM6	0	2
P-0012121-T01-IM5	7	0
P-0012149-T03-IM6	0	1
P-0012151-T01-IM5	2	0
P-0012158-T01-IM5	3	3
P-0012161-T01-IM5	2	2
P-0012192-T02-IM5	12	0
P-0012203-T01-IM5	12	7
P-0012239-T01-IM5	0	3
P-0012251-T01-IM5	1	1
P-0012261-T01-IM5	2	1
P-0012273-T01-IM5	6	13
P-0012287-T01-IM5	11	3
P-0012306-T01-IM5	1	2
P-0012308-T01-IM5	6	0
P-0012341-T01-IM5	4	2
P-0012373-T01-IM5	27	13
P-0012387-T01-IM5	3	0
P-0012392-T01-IM5	1	0
P-0012393-T01-IM5	0	2
P-0012427-T01-IM5	2	3
P-0012430-T01-IM5	7	1
P-0012436-T01-IM5	1	2
P-0012437-T01-IM5	4	1
P-0012439-T01-IM5	1	4
P-0012449-T03-IM6	6	1
P-0012456-T01-IM5	1	5
P-0012458-T01-IM5	2	1
P-0012476-T02-IM6	11	1
P-0012514-T01-IM5	11	1
P-0012525-T01-IM5	1	0
P-0012540-T01-IM5	20	6
P-0012545-T01-IM5	9	2
P-0012569-T01-IM5	4	2
P-0012574-T01-IM5	1	2
P-0012577-T01-IM5	0	1
P-0012580-T01-IM5	2	4
P-0012588-T01-IM5	0	5
P-0012592-T01-IM5	0	1
P-0012593-T01-IM5	3	4
P-0012594-T02-IM6	1	1
P-0012595-T01-IM5	1	1
P-0012596-T01-IM5	1	1
P-0012598-T01-IM5	0	2
P-0012602-T01-IM5	3	1
P-0012647-T01-IM5	1	2
P-0012649-T02-IM6	5	0
P-0012658-T01-IM5	0	2
P-0012664-T01-IM5	1	1
P-0012679-T01-IM5	0	3
P-0012684-T01-IM5	25	8
P-0012696-T01-IM5	1	1
P-0012729-T01-IM5	5	1
P-0012730-T01-IM5	12	4
P-0012746-T01-IM5	8	1
P-0012778-T01-IM5	0	1
P-0012782-T01-IM5	0	1
P-0012788-T01-IM5	1	1
P-0012811-T01-IM5	2	1
P-0012817-T01-IM5	32	4
P-0012833-T01-IM5	16	2
P-0012837-T01-IM5	1	0
P-0012849-T01-IM5	10	0
P-0012850-T02-IM6	0	4
P-0012854-T01-IM5	0	2
P-0012866-T01-IM5	4	1
P-0012875-T01-IM5	12	1
P-0012879-T01-IM5	7	0
P-0012888-T01-IM5	1	8
P-0012890-T01-IM5	4	2
P-0012894-T01-IM5	2	0
P-0012908-T01-IM5	2	3
P-0012913-T01-IM5	11	0
P-0012919-T01-IM5	0	7
P-0012922-T01-IM5	0	5
P-0012951-T01-IM5	9	9
P-0012993-T01-IM5	2	3
P-0013004-T01-IM5	12	0
P-0013016-T02-IM6	4	5
P-0013046-T01-IM5	6	3
P-0013056-T01-IM5	1	0
P-0013142-T01-IM5	12	3
P-0013143-T01-IM5	0	2
P-0013162-T02-IM6	3	1
P-0013189-T01-IM5	1	0
P-0013202-T01-IM5	1	2
P-0013233-T01-IM5	8	1
P-0013260-T01-IM5	5	3
P-0013273-T02-IM5	0	2
P-0013295-T01-IM5	1	0
P-0013298-T01-IM5	1	4
P-0013306-T01-IM5	6	3
P-0013315-T01-IM5	3	2
P-0013338-T01-IM5	5	0
P-0013342-T01-IM5	2	0
P-0013351-T01-IM5	3	4
P-0013355-T01-IM5	1	1
P-0013366-T01-IM5	2	3
P-0013376-T01-IM5	9	0
P-0013381-T01-IM5	1	2
P-0013387-T01-IM5	3	3
P-0013429-T01-IM5	3	5
P-0013435-T02-IM6	0	2
P-0013437-T01-IM5	4	1
P-0013458-T01-IM5	2	1
P-0013459-T01-IM5	5	10
P-0013460-T01-IM5	10	0
P-0013490-T01-IM5	10	1
P-0013509-T01-IM5	16	0
P-0013511-T01-IM5	5	5
P-0013522-T04-IM6	0	2
P-0013531-T01-IM5	2	1
P-0013534-T01-IM5	1	1
P-0013582-T01-IM5	2	0
P-0013600-T01-IM5	1	1
P-0013604-T01-IM5	10	9
P-0013618-T02-IM6	0	2
P-0013653-T01-IM5	7	1
P-0013656-T01-IM5	0	3
P-0013657-T01-IM5	40	0
P-0013672-T01-IM5	3	0
P-0013675-T01-IM5	2	2
P-0013677-T01-IM5	1	0
P-0013696-T01-IM5	2	6
P-0013701-T01-IM5	8	2
P-0013702-T01-IM5	7	1
P-0013705-T01-IM5	1	2
P-0013710-T01-IM5	3	0
P-0013719-T01-IM5	1	5
P-0013721-T02-IM6	2	3
P-0013748-T01-IM5	2	0
P-0013752-T01-IM5	1	3
P-0013755-T02-IM6	7	12
P-0013761-T01-IM5	1	0
P-0013763-T01-IM5	1	3
P-0013768-T01-IM5	149	23
P-0013790-T01-IM5	0	5
P-0013794-T01-IM5	2	0
P-0013796-T02-IM6	5	0
P-0013813-T01-IM5	11	2
P-0013825-T01-IM5	0	1
P-0013855-T02-IM6	0	2
P-0013859-T01-IM5	0	5
P-0013860-T01-IM5	3	1
P-0013863-T01-IM5	5	0
P-0013864-T01-IM5	0	2
P-0013867-T01-IM5	7	2
P-0013869-T01-IM5	0	1
P-0013872-T01-IM5	6	3
P-0013883-T01-IM5	0	1
P-0013886-T01-IM5	0	1
P-0013900-T01-IM5	7	3
P-0013962-T01-IM5	4	0
P-0013966-T01-IM5	1	2
P-0013993-T01-IM5	7	1
P-0013995-T01-IM5	4	2
P-0013997-T01-IM5	5	1
P-0014011-T02-IM6	0	1
P-0014061-T01-IM5	14	3
P-0014062-T01-IM5	2	1
P-0014065-T02-IM6	4	3
P-0014075-T02-IM5	1	4
P-0014087-T01-IM5	0	2
P-0014089-T01-IM5	2	5
P-0014120-T01-IM5	3	1
P-0014127-T01-IM5	0	1
P-0014128-T01-IM5	9	0
P-0014135-T02-IM5	18	2
P-0014139-T01-IM5	6	1
P-0014156-T01-IM5	1	2
P-0014162-T01-IM5	10	27
P-0014172-T01-IM5	11	7
P-0014177-T01-IM5	0	1
P-0014181-T01-IM6	2	2
P-0014187-T01-IM6	0	1
P-0014221-T01-IM6	2	1
P-0014222-T01-IM6	2	0
P-0014223-T02-IM6	0	1
P-0014232-T02-IM6	6	1
P-0014239-T01-IM6	1	0
P-0014240-T01-IM6	9	4
P-0014248-T01-IM6	0	1
P-0014257-T01-IM6	4	6
P-0014262-T02-IM6	2	3
P-0014265-T01-IM6	2	0
P-0014266-T01-IM6	3	0
P-0014272-T01-IM6	4	2
P-0014285-T02-IM6	4	0
P-0014293-T01-IM6	12	2
P-0014297-T01-IM6	4	0
P-0014304-T02-IM6	3	1
P-0014310-T02-IM6	0	7
P-0014319-T01-IM6	3	0
P-0014322-T02-IM6	51	21
P-0014361-T01-IM6	17	5
P-0014363-T01-IM6	3	1
P-0014385-T02-IM6	1	2
P-0014389-T01-IM6	1	4
P-0014413-T01-IM6	5	0
P-0014419-T01-IM6	1	4
P-0014430-T01-IM6	3	2
P-0014437-T01-IM6	1	5
P-0014439-T01-IM6	5	8
P-0014451-T01-IM6	7	4
P-0014453-T02-IM6	2	2
P-0014471-T01-IM6	3	1
P-0014487-T01-IM6	4	0
P-0014496-T03-IM6	4	1
P-0014497-T01-IM6	4	7
P-0014502-T01-IM6	3	5
P-0014506-T01-IM6	3	7
P-0014511-T01-IM6	3	0
P-0014524-T03-IM6	1	3
P-0014525-T01-IM6	2	1
P-0014526-T01-IM6	5	1
P-0014544-T01-IM6	6	16
P-0014546-T01-IM6	13	3
P-0014554-T01-IM6	4	5
P-0014569-T01-IM6	1	10
P-0014572-T01-IM6	8	0
P-0014612-T01-IM6	2	3
P-0014614-T01-IM6	4	5
P-0014640-T01-IM6	1	2
P-0014645-T01-IM6	2	2
P-0014688-T01-IM6	0	2
P-0014724-T01-IM6	3	3
P-0014729-T02-IM6	4	2
P-0014734-T01-IM6	1	0
P-0014735-T01-IM6	2	0
P-0014736-T01-IM6	2	3
P-0014752-T01-IM6	2	3
P-0014769-T02-IM6	0	1
P-0014771-T01-IM6	4	0
P-0014772-T01-IM6	4	5
P-0014784-T01-IM6	11	2
P-0014805-T01-IM6	3	1
P-0014808-T03-IM6	1	5
P-0014809-T03-IM6	5	1
P-0014813-T01-IM6	23	2
P-0014817-T01-IM6	5	1
P-0014818-T01-IM6	5	26
P-0014833-T01-IM6	6	2
P-0014875-T01-IM6	5	2
P-0014878-T01-IM6	1	3
P-0014885-T01-IM6	2	0
P-0014896-T02-IM6	0	1
P-0014906-T01-IM6	2	1
P-0014932-T01-IM6	2	4
P-0014964-T01-IM6	0	1
P-0014968-T05-IM6	2	0
P-0014972-T01-IM6	10	2
P-0014990-T01-IM6	3	4
P-0015002-T01-IM6	2	0
P-0015018-T01-IM6	31	9
P-0015021-T01-IM6	6	0
P-0015029-T01-IM6	2	1
P-0015047-T01-IM6	15	1
P-0015056-T01-IM6	9	0
P-0015061-T01-IM6	2	3
P-0015073-T01-IM6	5	1
P-0015075-T01-IM6	2	3
P-0015078-T01-IM6	8	1
P-0015079-T02-IM6	0	2
P-0015080-T01-IM6	16	0
P-0015081-T01-IM6	9	17
P-0015082-T01-IM6	3	2
P-0015083-T01-IM6	11	1
P-0015085-T01-IM6	1	6
P-0015112-T01-IM6	4	4
P-0015129-T01-IM6	1	1
P-0015141-T01-IM6	4	0
P-0015152-T02-IM6	0	2
P-0015195-T01-IM6	3	6
P-0015197-T01-IM6	0	5
P-0015213-T01-IM6	7	1
P-0015214-T01-IM6	28	0
P-0015215-T01-IM6	0	1
P-0015222-T01-IM6	5	3
P-0015226-T01-IM6	4	2
P-0015256-T01-IM6	6	3
P-0015269-T01-IM6	3	4
P-0015286-T01-IM6	6	0
P-0015300-T01-IM6	29	4
P-0015332-T01-IM6	2	2
P-0015348-T01-IM6	12	0
P-0015350-T03-IM6	0	2
P-0015352-T01-IM6	4	0
P-0015358-T01-IM6	12	1
P-0015359-T01-IM6	2	0
P-0015360-T02-IM6	5	9
P-0015363-T02-IM6	2	2
P-0015368-T01-IM6	3	20
P-0015375-T01-IM6	1	0
P-0015388-T01-IM6	0	3
P-0015404-T01-IM6	20	8
P-0015413-T01-IM6	4	4
P-0015414-T01-IM6	20	12
P-0015431-T01-IM6	3	6
P-0015434-T02-IM6	0	1
P-0015435-T01-IM6	0	11
P-0015436-T01-IM6	8	0
P-0015440-T01-IM6	5	2
P-0015454-T01-IM6	7	11
P-0015470-T01-IM6	1	0
P-0015472-T01-IM6	28	5
P-0015489-T03-IM6	10	3
P-0015492-T01-IM6	3	3
P-0015524-T01-IM6	1	3
P-0015529-T01-IM6	5	2
P-0015556-T01-IM6	2	1
P-0015576-T02-IM6	2	1
P-0015578-T01-IM6	6	5
P-0015585-T01-IM6	3	1
P-0015590-T01-IM6	2	9
P-0015592-T01-IM6	3	1
P-0015593-T01-IM6	0	5
P-0015600-T01-IM6	2	1
P-0015601-T02-IM6	1	1
P-0015632-T01-IM6	6	1
P-0015636-T01-IM6	2	1
P-0015667-T01-IM6	7	0
P-0015677-T01-IM6	2	0
P-0015692-T01-IM6	6	2
P-0015693-T01-IM6	1	2
P-0015771-T01-IM6	1	0
P-0015774-T01-IM6	1	1
P-0015780-T01-IM6	6	0
P-0015785-T01-IM6	0	25
P-0015815-T01-IM6	6	0
P-0015825-T01-IM6	3	1
P-0015862-T01-IM6	6	0
P-0015908-T01-IM6	0	1
P-0015921-T03-IM6	1	2
P-0015926-T01-IM6	3	3
P-0015929-T01-IM6	10	8
P-0015934-T02-IM6	5	0
P-0015936-T01-IM6	1	3
P-0015937-T01-IM6	1	10
P-0015950-T01-IM6	2	1
P-0015955-T01-IM6	8	0
P-0015970-T01-IM6	4	3
P-0015973-T01-IM6	41	9
P-0015987-T01-IM6	8	1
P-0016007-T01-IM6	2	0
P-0016016-T01-IM6	13	0
P-0016017-T01-IM6	3	7
P-0016021-T01-IM6	6	5
P-0016026-T01-IM6	6	1
P-0016029-T01-IM6	7	1
P-0016033-T01-IM6	25	8
P-0016034-T01-IM6	7	4
P-0016036-T01-IM6	1	9
P-0016043-T01-IM6	8	1
P-0016046-T01-IM6	2	2
P-0016047-T01-IM6	0	2
P-0016050-T01-IM6	11	1
P-0016054-T01-IM6	0	3
P-0016065-T01-IM6	2	4
P-0016068-T01-IM6	0	4
P-0016089-T01-IM6	7	12
P-0016127-T01-IM6	5	0
P-0016138-T01-IM6	3	2
P-0016139-T01-IM6	0	1
P-0016161-T01-IM6	1	0
P-0016165-T01-IM6	1	2
P-0016172-T01-IM6	32	5
P-0016173-T01-IM6	26	6
P-0016174-T01-IM6	1	13
P-0016175-T01-IM6	15	1
P-0016180-T02-IM6	26	4
P-0016182-T01-IM6	0	2
P-0016184-T01-IM6	0	2
P-0016185-T01-IM6	4	1
P-0016199-T01-IM6	0	6
P-0016204-T01-IM6	3	1
P-0016213-T01-IM6	0	1
P-0016216-T01-IM6	1	0
P-0016221-T01-IM6	1	2
P-0016224-T01-IM6	21	1
P-0016234-T01-IM6	6	7
P-0016250-T01-IM6	7	1
P-0016259-T01-IM6	0	2
P-0016260-T01-IM6	0	1
P-0016261-T01-IM6	5	1
P-0016269-T01-IM6	7	5
P-0016271-T01-IM6	6	1
P-0016280-T01-IM6	1	0
P-0016284-T01-IM6	1	0
P-0016290-T01-IM6	6	5
P-0016309-T01-IM6	1	3
P-0016350-T01-IM6	0	3
P-0016353-T01-IM6	1	2
P-0016365-T01-IM6	83	7
P-0016366-T01-IM6	0	1
P-0016368-T01-IM6	1	1
P-0016370-T01-IM6	6	1
P-0016375-T01-IM6	0	4
P-0016378-T01-IM6	1	1
P-0016398-T01-IM6	0	2
P-0016429-T01-IM6	0	1
P-0016431-T01-IM6	8	3
P-0016445-T01-IM6	3	4
P-0016464-T01-IM6	7	7
P-0016465-T01-IM6	3	1
P-0016471-T01-IM6	0	8
P-0016491-T01-IM6	11	4
P-0016503-T01-IM6	0	1
P-0016521-T01-IM6	1	0
P-0016524-T01-IM6	12	1
P-0016527-T01-IM6	8	2
P-0016539-T01-IM6	4	1
P-0016544-T01-IM6	14	0
P-0016549-T04-IM6	0	4
P-0016575-T01-IM6	4	2
P-0016580-T01-IM6	0	1
P-0016611-T01-IM6	1	0
P-0016613-T01-IM6	11	3
P-0016614-T01-IM6	4	3
P-0016637-T01-IM6	8	1
P-0016642-T01-IM6	6	2
P-0016643-T01-IM6	16	3
P-0016646-T01-IM6	3	7
P-0016690-T01-IM6	4	3
P-0016692-T01-IM6	12	2
P-0016695-T02-IM6	4	3
P-0016701-T01-IM6	8	1
P-0016703-T01-IM6	28	4
P-0016708-T01-IM6	10	4
P-0016715-T01-IM6	3	5
P-0016722-T01-IM6	10	5
P-0016736-T01-IM6	1	0
P-0016744-T01-IM6	0	6
P-0016746-T01-IM6	1	0
P-0016780-T01-IM6	4	4
P-0016782-T01-IM6	10	9
P-0016791-T01-IM6	8	1
P-0016852-T01-IM6	9	1
P-0016867-T01-IM6	13	3
P-0016869-T01-IM6	15	6
P-0016870-T02-IM6	9	1
P-0016875-T01-IM6	3	2
P-0016886-T01-IM6	2	0
P-0016891-T01-IM6	8	5
P-0016903-T01-IM6	0	2
P-0016910-T01-IM6	2	0
P-0016917-T01-IM6	0	2
P-0016960-T01-IM6	0	5
P-0017001-T01-IM6	3	2
P-0017013-T01-IM6	0	6
P-0017021-T01-IM6	4	2
P-0017038-T01-IM6	2	5
P-0017048-T01-IM6	2	4
P-0017049-T01-IM6	11	0
P-0017106-T01-IM6	8	4
P-0017117-T01-IM6	11	8
P-0017155-T01-IM6	1	3
P-0017157-T01-IM6	4	0
P-0017158-T05-IM6	14	26
P-0017166-T01-IM6	1	4
P-0017174-T03-IM6	0	6
P-0017184-T01-IM6	2	0
P-0017196-T01-IM6	3	1
P-0017198-T01-IM6	3	2
P-0017214-T02-IM6	0	1
P-0017224-T01-IM6	9	0
P-0017231-T01-IM6	4	5
P-0017238-T01-IM6	6	3
P-0017248-T01-IM6	0	1
P-0017253-T01-IM6	14	2
P-0017284-T02-IM5	2	2
P-0017298-T01-IM6	2	1
P-0017319-T05-IM6	4	0
P-0017321-T01-IM6	0	2
P-0017324-T01-IM6	9	0
P-0017325-T01-IM6	1	2
P-0017328-T01-IM6	1	1
P-0017366-T01-IM6	0	2
P-0017369-T01-IM6	3	3
P-0017378-T01-IM6	16	3
P-0017386-T04-IM6	1	5
P-0017389-T01-IM6	0	1
P-0017390-T01-IM6	0	1
P-0017426-T01-IM6	19	1
