Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0042508-T01-IM6	8	0.755	7.392	92.4%	2.286	65.991%	1.54366	0.739
P-0042644-T01-IM6	36	0.787	33.746	93.739%	5.93	63.214%	1.00442	0.745
P-0042702-T01-IM6	83	0.98	38.684	46.607%	7.563	20.84%	0.36703	0.979
P-0042762-T01-IM6	80	0.834	59.79	74.738%	8.515	55.195%	0.56866	0.76
P-0042782-T01-IM6	19	0.814	17.298	91.042%	2.833	59.072%	0.80722	0.777
P-0042819-T01-IM6	23	0.744	24.832	107.965%	4.386	66.886%	1.03118	0.698
P-0043033-T02-IM6	35	0.742	38.25	109.286%	9.021	67.053%	0.93525	0.719
P-0043071-T01-IM6	47	0.922	32.823	69.836%	6.451	39.332%	0.62196	0.915
P-0043596-T01-IM6	752	0.998	146.711	19.509%	29.186	9.768%	0.06889	0.998
P-0043613-T01-IM6	63	0.944	35.175	55.833%	7.45	34.255%	0.34121	0.939
P-0043842-T01-IM6	429	0.985	163.508	38.114%	34.971	24.611%	0.18178	0.986
P-0043909-T01-IM6	24	0.726	26.917	112.154%	4.564	68.805%	1.19616	0.673
P-0043940-T01-IM6	20	0.652	21.806	109.03%	3.722	75.975%	1.14205	0.553
P-0044312-T01-IM6	21	0.806	19.742	94.01%	3.369	60.509%	0.78856	0.773
P-0044767-T01-IM6	10	0.389	14.855	148.55%	3.373	97.37%	2.53434	0.306
P-0044790-T01-IM6	159	0.896	108.079	67.974%	34.781	51.843%	0.3735	0.896
P-0044987-T01-IM6	76	0.943	45.392	59.726%	7.517	33.55%	0.47516	0.935
P-0045120-T01-IM6	31	0.979	14.954	48.239%	3.358	23.009%	0.3598	0.979
P-0045458-T01-IM6	371	0.989	146.065	39.371%	31.304	21.309%	0.18529	0.989
P-0045533-T01-IM6	24	0.786	23.575	98.229%	4.103	61.855%	1.03095	0.746
P-0045671-T01-IM6	13	0.654	15.209	116.992%	2.939	75.885%	1.41737	0.594
P-0045738-T01-IM6	27	0.872	20.823	77.122%	3.879	49.666%	0.78434	0.854
P-0045991-T01-IM6	19	0.699	22.464	118.232%	4.717	71.934%	1.26412	0.664
P-0046448-T01-IM6	33	0.952	19.661	59.579%	3.705	30.768%	0.74458	0.948
P-0046630-T01-IM6	40	0.955	24.753	61.882%	6.349	35.382%	0.50787	0.955
P-0046754-T01-IM6	27	0.765	27.828	103.067%	4.435	64.691%	0.97518	0.711
P-0046965-T01-IM6	479	0.996	90.228	18.837%	15.423	8.856%	0.07801	0.996
P-0047374-T01-IM6	59	0.973	24.297	41.181%	4.75	22.987%	0.3879	0.971
P-0047379-T01-IM6	9	0.669	11.045	122.722%	3.073	74.531%	1.28766	0.647
P-0047653-T01-IM6	53	0.933	34.526	65.143%	6.744	38.616%	0.56822	0.926
P-0047766-T01-IM6	48	0.95	28.097	58.535%	5.892	32.733%	0.65641	0.946
P-0047768-T01-IM6	62	0.985	22.989	37.079%	4.955	19.741%	0.26277	0.984
P-0047771-T01-IM6	90	0.991	30.854	34.282%	4.844	13.456%	0.30177	0.99
P-0047974-T01-IM6	44	0.973	20.011	45.48%	4.051	23.546%	0.37438	0.971
P-0048176-T01-IM6	25	0.847	21.296	85.184%	3.494	53.283%	0.71157	0.817
P-0048238-T01-IM6	23	0.778	23.609	102.648%	3.983	63.779%	1.04245	0.74
P-0048255-T01-IM6	38	0.808	29.928	78.758%	5.631	59.356%	0.65784	0.765
P-0048289-T01-IM6	18	0.693	20.713	115.072%	4.332	72.2%	1.04417	0.654
P-0048521-T01-IM6	23	0.757	24.544	106.713%	4.523	65.975%	0.86795	0.72
P-0048589-T01-IM6	21	0.634	25.977	123.7%	4.458	77.604%	1.30064	0.555
P-0048620-T01-IM6	32	0.794	27.921	87.253%	4.405	61.086%	0.88097	0.732
P-0048757-T01-IM6	33	0.967	18.502	56.067%	3.806	27.982%	0.53624	0.965
