Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
P-0006421-T01-IM5	9	0.606	13.129	145.878%	2.981	82.678%	1.48903	0.606
P-0006457-T01-IM5	7	0.486	11.226	160.371%	2.935	88.494%	1.81701	0.46
P-0006471-T01-IM5	2	0.274	3.772	188.6%	1.363	96.379%	3.02738	0.243
P-0006474-T01-IM5	14	0.631	19.973	142.664%	3.853	78.649%	1.85222	0.593
P-0006485-T01-IM5	11	0.672	15.074	137.036%	3.105	75.307%	1.53166	0.645
P-0006516-T01-IM5	2	0.262	3.795	189.75%	1.368	96.732%	3.49156	0.234
P-0006561-T03-IM6	4	0.319	7.069	176.725%	1.897	94.85%	2.4281	0.253
P-0006566-T01-IM5	4	0.484	6.604	165.1%	1.768	88.4%	2.79795	0.456
P-0006569-T01-IM5	3	0.425	5.624	187.467%	2.84	94.667%	2.76952	0.493
P-0006582-T02-IM5	4	0.264	7.376	184.4%	1.93	96.5%	2.61745	0.174
P-0006588-T01-IM5	1	0.21	1.938	193.8%	0.98	98.0%	3.47215	0.195
P-0006596-T01-IM5	3	0.415	4.773	159.1%	1.581	91.279%	2.85297	0.383
P-0006606-T02-IM5	3	0.066	5.899	196.633%	1.759	101.556%	4.32568	-0.08
P-0006607-T02-IM5	1	0.191	1.944	194.4%	0.983	98.3%	3.57072	0.167
P-0006637-T01-IM5	8	0.455	13.021	162.763%	2.522	89.166%	1.79474	0.371
P-0006640-T01-IM5	3	0.381	5.16	172.0%	1.602	92.492%	2.43891	0.343
P-0006642-T01-IM5	20	0.427	30.353	151.765%	4.502	91.897%	1.5958	0.205
P-0006654-T02-IM6	3	0.336	5.485	182.833%	1.637	94.512%	2.5698	0.301
P-0006663-T01-IM5	20	0.536	27.616	138.08%	4.924	84.446%	1.44189	0.433
P-0006671-T01-IM5	2	0.663	2.934	146.7%	1.121	79.267%	1.41581	0.662
P-0006677-T02-IM6	9	0.605	12.804	142.267%	2.419	80.633%	1.60074	0.56
P-0006713-T01-IM5	43	0.623	47.729	110.998%	7.873	78.339%	0.93231	0.496
P-0006718-T01-IM5	14	0.488	21.668	154.771%	4.11	87.625%	1.64198	0.412
P-0006720-T01-IM5	1	0.425	1.875	187.5%	0.947	94.7%	2.76952	0.493
P-0006747-T01-IM5	6	0.42	10.586	176.433%	3.197	92.289%	2.2804	0.421
P-0006768-T03-IM6	13	0.676	16.588	127.6%	3.294	75.57%	1.24731	0.647
P-0006776-T01-IM5	2	0.425	3.749	187.45%	1.894	94.7%	2.76952	0.493
P-0006779-T01-IM5	4	0.225	6.979	174.475%	2.067	103.35%	3.21533	0.166
P-0006783-T01-IM5	6	0.531	9.29	154.833%	2.092	85.406%	1.7882	0.49
P-0006789-T01-IM5	2	0.146	3.878	193.9%	1.402	99.136%	3.54047	0.064
P-0006793-T02-IM6	33	0.652	36.795	111.5%	5.621	75.794%	1.00341	0.526
P-0006810-T01-IM5	3	0.244	5.472	182.4%	1.692	97.688%	4.01456	0.184
P-0006814-T02-IM5	3	0.294	5.549	184.967%	1.657	95.667%	2.92735	0.242
P-0006844-T01-IM5	4	0.34	7.198	179.95%	1.883	94.15%	2.72508	0.281
P-0006855-T01-IM5	4	0.21	7.487	187.175%	1.964	98.2%	3.23433	0.101
P-0006878-T01-IM5	5	0.607	7.229	144.58%	1.809	80.901%	2.01576	0.585
P-0006886-T01-IM5	4	0.432	6.953	173.825%	1.822	91.1%	2.0392	0.407
P-0006895-T01-IM5	35	0.694	36.798	105.137%	5.626	72.034%	0.95212	0.588
P-0006896-T01-IM5	9	0.501	14.85	165.0%	3.153	87.448%	1.91447	0.462
P-0006915-T01-IM5	5	0.33	8.911	178.22%	2.111	94.407%	2.38492	0.245
P-0006920-T01-IM5	6	0.196	11.149	185.817%	2.436	99.449%	3.07372	0.033
P-0006921-T01-IM5	2	0.311	3.687	184.35%	1.347	95.247%	2.97993	0.281
P-0006924-T01-IM5	2	0.473	3.24	162.0%	1.25	88.388%	3.34016	0.456
P-0006941-T01-IM5	2	0.759	2.779	138.95%	1.05	74.246%	1.21513	0.766
