Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
P-0044544-T01-IM6	4.95E-01	5.55E-01	4.96E-01	5.80E-01	0.00E+00
P-0044576-T01-IM6	4.08E-01	4.52E-01	5.51E-01	5.90E-01	1.70E-01
P-0044645-T01-IM6	9.06E-01	9.76E-01	3.85E-01	3.33E-01	1.77E-01
P-0044666-T01-IM6	7.41E-01	8.17E-01	3.10E-01	3.69E-01	0.00E+00
P-0044791-T01-IM6	6.36E-01	6.60E-01	5.81E-01	4.56E-01	0.00E+00
P-0044805-T01-IM6	4.39E-01	4.33E-01	3.74E-01	3.23E-01	2.39E-01
P-0044833-T01-IM6	6.94E-01	9.05E-01	7.65E-01	6.37E-01	1.88E-01
P-0044858-T01-IM6	3.97E-01	2.38E-01	2.98E-01	4.19E-01	1.42E-01
P-0045009-T01-IM6	5.15E-01	5.89E-01	3.72E-01	3.24E-01	6.30E-02
P-0045111-T01-IM6	6.67E-01	7.32E-01	7.32E-01	7.50E-01	2.22E-01
P-0045223-T01-IM6	2.16E-01	4.28E-01	4.03E-01	4.76E-01	1.87E-01
P-0045253-T01-IM6	6.05E-01	5.08E-01	5.75E-01	6.50E-01	1.00E-02
P-0045320-T01-IM6	4.91E-01	4.47E-01	4.10E-01	3.96E-01	1.94E-01
P-0045366-T01-IM6	4.83E-01	6.11E-01	5.49E-01	5.46E-01	0.00E+00
P-0045460-T01-IM6	3.89E-01	4.64E-01	5.98E-01	6.03E-01	1.09E-01
P-0045471-T01-IM6	3.13E-01	5.32E-01	3.44E-01	4.87E-01	1.68E-01
P-0045547-T01-IM6	3.12E-01	3.59E-01	3.70E-01	2.67E-01	1.50E-01
P-0045569-T01-IM6	7.38E-01	8.40E-01	6.89E-01	6.28E-01	8.00E-02
P-0045713-T01-IM6	4.01E-01	2.61E-01	4.03E-01	4.53E-01	5.84E-02
P-0045823-T01-IM6	5.78E-01	7.71E-01	6.60E-01	4.31E-01	1.37E-01
P-0045984-T01-IM6	6.77E-01	6.24E-01	5.02E-01	3.59E-01	2.20E-01
P-0046035-T01-IM6	3.94E-01	3.16E-01	3.99E-01	3.95E-01	1.78E-01
P-0046229-T01-IM6	4.26E-01	4.80E-01	5.95E-01	5.10E-01	1.26E-01
P-0046266-T01-IM6	5.47E-01	7.14E-01	9.13E-01	8.03E-01	5.87E-02
P-0046311-T01-IM6	4.51E-01	4.38E-01	4.21E-01	2.84E-01	3.28E-01
P-0046312-T01-IM6	5.21E-01	5.45E-01	2.40E-01	2.04E-01	1.31E-01
P-0046394-T01-IM6	5.55E-01	5.19E-01	4.93E-01	3.55E-01	1.25E-01
P-0046492-T01-IM6	6.07E-01	5.18E-01	5.33E-01	3.83E-01	2.19E-01
P-0046698-T01-IM6	9.88E-01	1.22E+00	7.79E-01	6.85E-01	0.00E+00
P-0046738-T01-IM6	4.90E-01	6.38E-01	3.47E-01	1.94E-01	6.36E-02
P-0046739-T01-IM6	5.87E-01	6.43E-01	4.44E-01	4.10E-01	0.00E+00
P-0046759-T01-IM6	6.17E-01	5.87E-01	4.40E-01	5.29E-01	1.76E-01
P-0046843-T01-IM6	5.80E-01	5.51E-01	8.24E-01	8.80E-01	0.00E+00
P-0046954-T01-IM6	1.59E-01	2.06E-01	3.76E-01	3.61E-01	8.27E-02
P-0047056-T01-IM6	7.64E-01	9.33E-01	8.79E-01	9.47E-01	0.00E+00
P-0047121-T01-IM6	3.72E-01	3.67E-01	2.29E-01	3.22E-01	2.00E-02
P-0047196-T01-IM6	6.03E-01	7.24E-01	4.44E-01	3.57E-01	0.00E+00
P-0047599-T01-IM6	8.36E-01	9.33E-01	7.14E-01	5.46E-01	2.00E-02
P-0047601-T01-IM6	3.81E-01	5.57E-01	5.98E-01	5.28E-01	8.08E-02
P-0047632-T01-IM6	6.40E-01	7.99E-01	5.84E-01	4.20E-01	7.96E-02
P-0047822-T01-IM6	5.19E-01	7.97E-01	7.71E-01	6.96E-01	1.97E-02
P-0047850-T01-IM6	5.83E-01	4.84E-01	5.15E-01	4.71E-01	0.00E+00
P-0047862-T01-IM6	5.37E-01	6.08E-01	4.99E-01	5.01E-01	0.00E+00
P-0047886-T01-IM6	6.12E-01	5.83E-01	7.06E-01	7.72E-01	1.94E-01
P-0048082-T01-IM6	5.81E-01	2.41E-01	5.70E-01	5.82E-01	4.00E-02
P-0048215-T01-IM6	1.01E+00	3.37E+00	9.15E+00	8.29E-01	7.40E+00
P-0048221-T01-IM6	8.50E-01	1.11E+00	7.67E-01	6.22E-01	9.10E-02
P-0048257-T01-IM6	4.43E-01	5.36E-01	6.46E-01	6.01E-01	2.56E-01
P-0048271-T01-IM6	3.80E-01	2.90E-01	3.17E-01	1.94E-01	0.00E+00
P-0048660-T01-IM6	3.80E-01	3.32E-01	3.65E-01	3.92E-01	3.00E-02
P-0048893-T01-IM6	5.96E-01	6.22E-01	6.11E-01	5.74E-01	2.13E-01
P-0049064-T01-IM6	6.63E-01	7.75E-01	7.59E-01	7.79E-01	1.41E-01
P-0049202-T01-IM6	3.30E-01	7.45E-01	2.40E+00	0.00E+00	2.24E+00
P-0049359-T01-IM6	4.50E-01	2.35E-01	5.05E-01	4.48E-01	6.00E-02
P-0049376-T01-IM6	4.83E-01	4.64E-01	5.82E-01	5.94E-01	3.79E-02
P-0049486-T01-IM6	3.89E-01	4.96E-01	2.88E-01	3.40E-01	0.00E+00
P-0049600-T01-IM6	4.06E-01	4.28E-01	3.04E-01	1.44E-01	0.00E+00
P-0049633-T01-IM6	4.15E-01	5.15E-01	5.27E-01	5.39E-01	0.00E+00
P-0049661-T01-IM6	5.60E-01	6.69E-01	4.00E-01	2.85E-01	0.00E+00
P-0049762-T01-IM6	5.91E-01	6.02E-01	3.75E-01	3.16E-01	2.81E-01
P-0049970-T01-IM6	6.35E-01	6.95E-01	7.25E-01	6.65E-01	2.84E-01
P-0050263-T01-IM6	5.03E-01	6.04E-01	5.52E+00	3.60E-01	5.17E+00
P-0050266-T01-IM6	5.19E-01	7.12E-01	9.36E-01	8.90E-01	2.28E-01
